,id,title,description,creator,date,start_date,end_date,type,fabrication_method,dimensions,place,accurate_date,image_width,image_height
2778,0072430cx003b-04,"Panorama do centro do Rio de Janeiro, ao fundo o Morro do Castelo e Palácio Monroe","Vista do bairro da Lapa, Passeio Público e do Morro do Castelo, vendo-se a Biblioteca Nacional, Teatro Municipal, Palácio Monroe e parte da Avenida Beira- Mar.",Marc Ferrez,,1911-01-01,1917-01-01,NEGATIVO/ Vidro,GELATINA/ Prata,"i:/sp: 24,0 x 30,0 cm",Centro,False,"30,0","24,0"
2779,0072430cx003b-03,Club de Regatas Botafogo,"No dia 1º de julho de 1894, nascia na praia de Botafogo o Club de Regatas Botafogo. O clube ganhou esse nome em homenagem à enseada do bairro onde competiam os seus barcos. A sede era em um casarão, demolido, no sul da praia de Botafogo, encostado ao Morro do Pasmado, onde hoje termina a Avenida Pasteur.",Marc Ferrez,,1894-01-01,1905-01-01,NEGATIVO/ Vidro,GELATINA/ Prata,"i:/sp: 24,0 x 30,0 cm",Botafogo,False,"30,0","24,0"
2780,0072430cx003b-02,"Vista da Glória, e ao fundo o Pão de Açúcar","Vista do Outeiro da Glória e arredores, durante o processo de urbanização promovido pelo prefeito Pereira Passos (1903-1906).",Marc Ferrez,,1903-01-01,1906-01-01,NEGATIVO/ Vidro,GELATINA/ Prata,"i:/sp: 24,0 x 30,0 cm",Santa Teresa,False,"30,0","24,0"
2781,0072430cx003b-01,"Vista da Glória, e ao fundo o Pão de Açúcar","Vista do Outeiro da Glória e arredores, durante o processo de urbanização promovido pelo prefeito Pereira Passos (1903-1906).",Marc Ferrez,,1903-01-01,1906-01-01,NEGATIVO/ Vidro,GELATINA/ Prata,"i:/sp: 24,0 x 30,0 cm",Santa Teresa,False,"30,0","24,0"
2782,0072430cx003a-03,A Fortaleza de Nossa Senhora da Conceição de Villegagnon,,Marc Ferrez,,1893-01-01,,NEGATIVO/ Vidro,GELATINA/ Prata,"i:/sp: 24,0 x 30,0 cm",Baía de Guanabara,False,"30,0","24,0"
2783,0072430cx001-09,"Avenida Central, na altura da rua Sete de Setembro com rua Rodrigo Silva; ao fundo, o morro do Castelo","À esquerda, o Cinema Pathé.",Marc Ferrez,,1905-01-01,1911-01-01,NEGATIVO/ Vidro,GELATINA/ Prata,"i/sp: 24,0 x 30,0 cm",Centro,False,"30,0","24,0"
2784,0072430cx001-08,"Avenida Central, atual Rio Branco",,Marc Ferrez,,1904-01-01,1910-01-01,NEGATIVO/ Vidro,GELATINA/ Prata,"i:/sp: 24,0 x 30,0 cm",Centro,False,"30,0","24,0"
2785,0072430cx001-07,Avenida Central ainda em construção,,Marc Ferrez,,1904-01-01,1905-01-01,NEGATIVO/ Vidro,GELATINA/ Prata,"i:/sp: 30,0 x 24,0 cm",Centro,False,"24,0","30,0"
2786,0072430cx001-06,"Vista da Rua Uruguaiana, com Chafariz do Largo da Carioca ao fundo",,Marc Ferrez,,1885-01-01,1895-01-01,NEGATIVO/ Vidro,GELATINA/ Prata,"i/sp: 24,0 x 30,0 cm",Centro,False,"30,0","24,0"
2787,0072430cx001-05,"Avenida Central, atual Rio Branco",,Marc Ferrez,,1904-01-01,1910-01-01,NEGATIVO/ Vidro,GELATINA/ Prata,"i:/sp 30,0 x 24,0 cm",Centro,False,,
2788,0072430cx001-04,"Avenida Central, atual Rio Branco",,Marc Ferrez,,1904-01-01,1910-01-01,NEGATIVO/ Vidro,GELATINA/ Prata,"i:/sp: 24,0 x 30,0 cm",Centro,False,"30,0","24,0"
2789,0072430cx001-03,Avenida Central em construção,Vista da avenida Central ainda em construção,Marc Ferrez,,1904-01-01,1906-01-01,NEGATIVO/ Vidro,GELATINA/ Prata,"i/sp: 30,0 x 24,0 cm",Centro,False,"24,0","30,0"
2790,0072430cx001-02,Avenida Central em construção,,Marc Ferrez,,1904-01-01,1906-01-01,NEGATIVO/ Vidro,GELATINA/ Prata,"i:/sp: 24,0 x 30,0 cm",Centro,False,"30,0","24,0"
2791,0072430cx001-01,Avenida Central em construção,,Marc Ferrez,,1904-01-01,1905-01-01,NEGATIVO/ Vidro,GELATINA/ Prata,"i:/sp: 24,0 x 30,0 cm",Centro,False,"30,0","24,0"
2792,0072137cx022-06,,,Marc Ferrez,,,,NEGATIVO/ Vidro,,,Lapa,False,,
2793,0072137cx022-05,,,Marc Ferrez,,,,NEGATIVO/ Vidro,GELATINA/ Prata,21 x 37,Corcovado,False,,
2794,0072137cx022-03,,,Marc Ferrez,,,,NEGATIVO/ Vidro,,,,False,,
2795,0072137cx022-02,,,Marc Ferrez,,,,NEGATIVO/ Vidro,,,Centro,False,,
2796,0072137cx022-01,,,Marc Ferrez,,,,NEGATIVO/ Vidro,,,Glória,False,,
2797,0072137cx021-09,,,Marc Ferrez,,,,NEGATIVO/ Vidro,,"i/sp: 21,0 x 37,0 cm",Glória,False,"37,0","21,0"
2798,0072137cx021-08,,,Marc Ferrez,,,,NEGATIVO/ Vidro,,"i/sp: 20,0 x 36,5 cm",Centro,False,"36,5","20,0"
2799,0072137cx021-07,,,Marc Ferrez,,,,NEGATIVO/ Vidro,,"i/sp: 21,0 x 37,0 cm",,False,"37,0","21,0"
2800,0072137cx021-06,,,Marc Ferrez,,,,NEGATIVO/ Vidro,,"i/sp: 21,0 x 37,0 cm",,False,"37,0","21,0"
2801,0072137cx021-05,,,Marc Ferrez,,,,NEGATIVO/ Vidro,,"i/sp: 20,0 x 36,5 cm",Glória,False,"36,5","20,0"
2802,0072137cx021-04,,,Marc Ferrez,,,,NEGATIVO/ Vidro,,"i/sp: 21,0 x 37,0 cm",,False,"37,0","21,0"
2803,0072137cx021-03,"Escola Militar, na Praia Vermelha",,Marc Ferrez,,1885-01-01,1895-01-01,NEGATIVO/ Vidro,GELATINA/ Prata,"i/sp: 21,0 x 37,0 cm",Urca,False,"37,0","21,0"
2804,0072137cx021-02,,,Marc Ferrez,,,,NEGATIVO/ Vidro,,"i/sp: 20,0 x 36,5 cm
i/sp: 21,0 x 37,0 cm

i/sp: 21,0 x 37,0 cm

i/sp: 21,0 x 37,0 cm
i/sp: 21,0 x 37,0 cm",,False,"36,5","20,0"
2805,0072137cx021-01,Praça Tiradentes,,Marc Ferrez,,,,NEGATIVO/ Vidro,,"i/sp: 20,0 x 36,5 cm",,False,"36,5","20,0"
2806,0072137cx020-10,,,Marc Ferrez,,,,NEGATIVO/ Vidro,,,,False,,
2807,0072137cx020-09t,,,Marc Ferrez,,,,NEGATIVO/ Vidro,,"i/sp: 20,0 x 37,0 cm",Glória,False,"37,0","20,0"
2808,0072137cx020-09,,,Marc Ferrez,,,,NEGATIVO/ Vidro,,"i/sp: 20,0 x 36,5 cm",Glória,False,"36,5","20,0"
2809,0072137cx020-08,,,Marc Ferrez,,,,NEGATIVO/ Vidro,,,Santa Teresa,False,,
2810,0072137cx020-07,"Pedra do Forte de Copacabana, atual Posto 6, com o Morro Dois Irmãos ao fundo",,Marc Ferrez,,1890-01-01,1900-01-01,NEGATIVO/ Vidro,GELATINA/ Prata,"i/sp: 20,0 x 37,0 cm
i/sp: 21,0 x 37,0 cm
i/sp: 20,0 x 37,0 cm",Copacabana,False,"37,0","20,0"
2811,0072137cx020-06,,,Marc Ferrez,,,,NEGATIVO/ Vidro,,"i/sp: 20,0 x 37,0 cm",,False,"37,0","20,0"
2812,0072137cx020-05,Vista da Candelária e Arcos da Lapa a partir de Santa Teresa,,Marc Ferrez,,1885-01-01,1895-01-01,NEGATIVO/ Vidro,GELATINA/ Prata,"i/sp: 20,0 x 37,0 cm",Santa Teresa,False,"37,0","20,0"
2813,0072137cx020-04,Vista da Pedra da Gávea e Praia de São Conrado,"Vista da Pedra da Gávea, tomada de São Conrado.",Marc Ferrez,,,,NEGATIVO/ Vidro,GELATINA/ Prata,"i/sp: 20,0 x 37,0 cm",Gávea,False,"37,0","20,0"
2814,0072137cx020-03,"Praia de Copacabana, hoje forte de Copacabana",,Marc Ferrez,,1885-01-01,1895-01-01,NEGATIVO/ Vidro,GELATINA/ Prata,"i/sp: 21,0 x  37,0 cm",Copacabana,False,,
2815,0072137cx020-02,,,Marc Ferrez,,,,NEGATIVO/ Vidro,,"i/sp: 20,0 x 37,0 cm",Copacabana,False,"37,0","20,0"
2816,0072137cx020-01,,,Marc Ferrez,,,,NEGATIVO/ Vidro,,"i/sp: 20,0 x 36,5 cm

i/sp: 21,0 x 37,0 cm

i/sp: 20,0 x 36,5 cm",,False,"36,5","20,0"
2817,0072137cx019-09,,,Marc Ferrez,,,,NEGATIVO/ Vidro,,"20x36,5",Botafogo,False,,
2818,0072137cx019-08,,,Marc Ferrez,,,,NEGATIVO/ Vidro,,"20 x 36,5",,False,,
2819,0072137cx019-07,"Escola Militar, na Praia Vermelha",,Marc Ferrez,,1885-01-01,1895-01-01,NEGATIVO/ Vidro,GELATINA/ Prata,"sp: 20 x 36,5 cm",Urca,False,"36,5",20
2820,0072137cx019-05,,,Marc Ferrez,,,,NEGATIVO/ Vidro,,20x37,Botafogo,False,,
2821,0072137cx019-03,"Vista do Pão de Açucar, praia de Botafogo",,Marc Ferrez,,,,NEGATIVO/ Vidro,GELATINA/ Prata,"sp: 20,0 x 37,0 cm",,False,"37,0","20,0"
2822,0072137cx019-02,,,Marc Ferrez,,,,NEGATIVO/ Vidro,GELATINA/ Prata,"sp: 21,0 x 37,0 cm",Botafogo,False,"37,0","21,0"
2823,0072137cx019-01,Vista da Praia da saudade,"Vista da esquerda para a direira do Museu de Ciências da Terra (inaugurado em 1908), Instituto Benjamin Constant (inaugurado em 1890) e Hospital dos alienados, tomada da praia da saudade (atual Iate Clube RJ)",Marc Ferrez,1908-01-01,,,NEGATIVO/ Vidro,GELATINA/ Prata,"sp: 21,0 x 37,0 cm",,True,"37,0","21,0"
2824,0072137cx018-12,,,Marc Ferrez,,,,NEGATIVO/ Vidro,,"i/sp: 20,0 x 36,5 cm",Botafogo,False,"36,5","20,0"
2825,0072137cx018-11,Vista praia de Botafogo e o Pão de Açucar,"Vista do Pão de Açúcar e enseada de Botafogo tomada do morro Mundo Novo, com a rua Mundo Novo  à esquerda.",Marc Ferrez,,,,NEGATIVO/ Vidro,GELATINA/ Prata,"i/sp: 20,0 x 37,0 cm",Botafogo,False,"37,0","20,0"
2826,0072137cx018-08,"Vista do Rio de Janeiro, a partir do Corcovado",,Marc Ferrez,,,,NEGATIVO/ Vidro,GELATINA/ Prata,"i/sp: 20,0 x 37,0 cm",,False,"37,0","20,0"
2827,0072137cx018-06,,,Marc Ferrez,,,,NEGATIVO/ Vidro,,"i/sp: 20,0 x 36,5 cm",Botafogo,False,"36,5","20,0"
2828,0072137cx018-04,Vista Floresta da Tijuca,"Vista Floresta da Tijuca, Pão de Açúcar e baía de Guanabara.",Marc Ferrez,,,,NEGATIVO/ Vidro,GELATINA/ Prata,"i/sp: 21,0 x 37,0 cm",,False,"37,0","21,0"
2829,0072137cx018-03,O Morro do Corcovado,Vista do Corcovado tomada das cercanias do morro Dona Marta,Marc Ferrez,,,,NEGATIVO/ Vidro,GELATINA/ Prata,"i/sp: 20,0 x 37,0 cm",Rio de Janeiro,False,"37,0","20,0"
2830,0072137cx018-02,Vista do Corcovado,,Marc Ferrez,,,,NEGATIVO/ Vidro,,"i/sp: 21,0 x 37,0 cm",floresta da Tijuca,False,"37,0","21,0"
2831,0072137cx018-01,"Parte de panorama do Rio de Janeiro, abrangendo os bairros de Botafogo, Flamengo e Urca, a partir do Mirante Dona Marta",,Marc Ferrez,,,,NEGATIVO/ Vidro,GELATINA/ Prata,"sp: 20,0 x 37,0 cm",,False,"37,0","20,0"
2832,0072137cx017-02,,,Marc Ferrez,,,,NEGATIVO/ Vidro,,,,False,,
2833,0072137cx016-12,,,Marc Ferrez,,,,NEGATIVO/ Vidro,,,,False,,
2834,0072137cx016-11,Vista do Pão de Açucar,"Vista do Pão de Açúcar, Baía de Guanabara, Outeiro da Glória, tomada da rua da Glória",Marc Ferrez,,,,NEGATIVO/ Vidro,GELATINA/ Prata,"i/sp: 21,0 x 37,0 cm",Glória,False,"37,0","21,0"
2835,0072137cx016-10,,,Marc Ferrez,,,,NEGATIVO/ Vidro,,,,False,,
2836,0072137cx016-09,,,Marc Ferrez,,,,NEGATIVO/ Vidro,,,Baía de Guanabara,False,,
2837,0072137cx016-08,,,Marc Ferrez,,,,NEGATIVO/ Vidro,,,,False,,
2838,0072137cx016-06,,,Marc Ferrez,,,,NEGATIVO/ Vidro,,,Baía de Guanabara,False,,
2839,0072137cx016-05,,,Marc Ferrez,,,,NEGATIVO/ Vidro,,"i/sp: 20,0 x 36,5 cm",,False,"36,5","20,0"
2840,0072137cx016-04,,,Marc Ferrez,,,,NEGATIVO/ Vidro,,,,False,,
2841,0072137cx016-03,,,Marc Ferrez,,,,NEGATIVO/ Vidro,GELATINA/ Prata,"sp: 21,0 x 37,0 cm",Rio de Janeiro,False,"37,0","21,0"
2842,0072137cx016-02,"Morro do Pão de Açúcar, Outeiro da Glória e bairro da Glória, vistos de Santa Teresa","Marc Ferrez aparece duplamente em primeiro plano (a partir da esquerda, o segundo e o terceiro da imagem), em uma fotografia produzida com câmera panorâmica de varredura.",Marc Ferrez,,1880-01-01,1890-01-01,NEGATIVO/ Vidro,COLÓDIO/ Prata,"i/sp: 21,0 x 37,0 cm",Santa Teresa,False,"37,0","21,0"
2843,0072137cx016-01,,,Marc Ferrez,,,,NEGATIVO/ Vidro,GELATINA/ Prata,"sp: 21,0 x 37,0 cm",,False,"37,0","21,0"
2844,0072137cx015-12,"Vista dos Arcos da Lapa, Outeiro da Glória, Santa Teresa e Corcovado a partir do Morro do Castelo",,Marc Ferrez,,1885-01-01,1895-01-01,NEGATIVO/ Vidro,GELATINA/ Prata,"i/sp: 20,0 x 37,0 cm",Morro do Castelo,False,"37,0","20,0"
2845,0072137cx015-11,,,Marc Ferrez,,,,NEGATIVO/ Vidro,,"i/sp: 21,0 x 37,0 cm",Santa Teresa,False,"37,0","21,0"
2846,0072137cx015-09,Ponta do Calabouço,,Marc Ferrez,,,,NEGATIVO/ Vidro,,"21,5x 37,5",,False,,
2847,0072137cx015-07,,,Marc Ferrez,,,,NEGATIVO/ Vidro,,"i/sp: 21,0 x 37,0 cm",Glória,False,"37,0","21,0"
2848,0072137cx015-06,,,Marc Ferrez,,,,NEGATIVO/ Vidro,,"20x36,5",Glória,False,,
2849,0072137cx015-05,Vista do Outeiro da Glória,"Vista do Outeiro da Glória,  enseada de Botafogo e Pão de Açúcar, tomada de Santa Tereza",Marc Ferrez,,,,NEGATIVO/ Vidro,GELATINA/ Prata,"sp: 21,0 x 37,0 cm",Glória,False,"37,0","21,0"
2850,0072137cx015-04,,,Marc Ferrez,,,,NEGATIVO/ Vidro,,"20x36,8",Glória,False,,
2851,0072137cx015-03,Navios,,Marc Ferrez,,,,NEGATIVO/ Vidro,,20x37,,False,,
2852,0072137cx015-02,Navios,,Marc Ferrez,,,,NEGATIVO/ Vidro,,20x37,,False,,
2853,0072137cx015-01,Praia de Botafogo,,Marc Ferrez,,,,NEGATIVO/ Vidro,GELATINA/ Prata,"sp: 20,0 x 37,0 cm",,False,"37,0","20,0"
2854,0072137cx014-10,Vista do Rio de Janeiro,,Marc Ferrez,,,,NEGATIVO/ Vidro,GELATINA/ Prata,"i/sp: 21,0 x 37,0 cm",,False,"37,0","21,0"
2855,0072137cx014-09,Mercado da Praça da Harmonia e o Moinho Fluminense,,Marc Ferrez,,1890-01-01,1900-01-01,NEGATIVO/ Vidro,GELATINA/ Prata,"i/sp: 21,0 x 37,0 cm",Saúde,False,"37,0","21,0"
2856,0072137cx014-08,Prainha e Saúde,,Marc Ferrez,,1890-01-01,1895-01-01,NEGATIVO/ Vidro,GELATINA/ Prata,"i/sp: 21,0 x 37,0 cm",,False,"37,0","21,0"
2857,0072137cx014-07,Vista da Prainha e Saúde,,Marc Ferrez,,1888-01-01,1898-01-01,NEGATIVO/ Vidro,GELATINA/ Prata,"i/sp: 21,0 x 37,0 cm",Gamboa,False,"37,0","21,0"
2858,0072137cx014-06,,,Marc Ferrez,,,,NEGATIVO/ Vidro,COLÓDIO/ Prata,"i/sp: 21,0 x 37,0 cm",Glória,False,"37,0","21,0"
2859,0072137cx014-05,,,Marc Ferrez,,,,NEGATIVO/ Vidro,GELATINA/ Prata,"i/sp: 21,0 x 37,0 cm",Centro,False,"37,0","21,0"
2860,0072137cx014-04,,,Marc Ferrez,,,,NEGATIVO/ Vidro,GELATINA/ Prata,"i/sp: 21,0 x 37,0 cm",Lapa,False,"37,0","21,0"
2861,0072137cx014-03,"Vista da Praça XV de Novembro tomada do morro do Castelo, à direita, Igreja de São José e ao fundo a Ilha das Cobras","Vista da Praça XV , Ilha das Cobras, Primeiro de Março, Porto do Rio, Paço Imperial, Ministério da Agricultura, tomada do morro do Castelo. Ao cento, rotunda.",Marc Ferrez,,1890-01-01,1900-01-01,NEGATIVO/ Vidro,GELATINA/ Prata,"i/sp: 21,0 x 37,0 cm",Morro do Castelo,False,"37,0","21,0"
2862,0072137cx013-12,"Rua Marechal Floriano, em ocasião da posse do presidente Prudente de Morais",,Marc Ferrez,1894-11-15,1894-01-01,1894-01-01,NEGATIVO/ Vidro,GELATINA/ Prata,"i/sp: 21,0 x 37,0 cm",Centro,True,"37,0","21,0"
2863,0072137cx013-11,Festejo de 15 de Novembro na Rua Marechal Floriano,,Marc Ferrez,,,,NEGATIVO/ Vidro,,"i/sp: 21,0 x 37,0 cm",Rua Marechal Floriano,False,"37,0","21,0"
2864,0072137cx013-10,Festejo de 15 de Novembro na Rua Marechal Floriano,,Marc Ferrez,,,,NEGATIVO/ Vidro,,"i/sp: 21,0 x 37,0 cm",Rua Marechal Floriano,False,"37,0","21,0"
2865,0072137cx013-09,Festejo de 15 de Novembro na Rua Marechal Floriano,"Vista da Rua Marechal Floriano, Igreja de São Joaquim e cúpula da Candelária ao fundo. Festejo em ocasião da posse do presidente Prudente de Morais.
Evento na rua Larga de São Joaquim,  atual Marechal Floriano, em  frente ao Palácio do Itamaraty, e vendo ao fundo ao fundo a igreja de São Joaquim",Marc Ferrez,,,,NEGATIVO/ Vidro,GELATINA/ Prata,"i/sp: 21,0 x 37,0 cm",Rua Marechal Floriano,False,"37,0","21,0"
2866,0072137cx013-08,,,Marc Ferrez,,,,NEGATIVO/ Vidro,,"i/sp: 21,0 x 37,0 cm",,False,"37,0","21,0"
2867,0072137cx013-02,,,Marc Ferrez,,,,NEGATIVO/ Vidro,,"i/sp: 21,0 x 37,0 cm",,False,"37,0","21,0"
2868,0072137cx013-01,"Vista do Centro do Rio, a partir do Morro do Castelo",,Marc Ferrez,,1885-01-01,1895-01-01,NEGATIVO/ Vidro,GELATINA/ Prata,"i/sp: 21,0 x 37,0 cm",Morro do Castelo,False,"37,0","21,0"
2869,0072137cx012-09,,,Marc Ferrez,,,,NEGATIVO/ Vidro,,"i/sp: 21,0 x 37,0 cm",Santa Teresa,False,"37,0","21,0"
2870,0072137cx012-08,,,Marc Ferrez,,,,NEGATIVO/ Vidro,,"i/sp: 21,0 x 37,0 cm",Glória,False,"37,0","21,0"
2871,0072137cx012-07,,,Marc Ferrez,,,,NEGATIVO/ Vidro,,"i/sp: 21,0 x 37,0 cm",Corcovado,False,"37,0","21,0"
2872,0072137cx012-06,,,Marc Ferrez,,,,NEGATIVO/ Vidro,,"i/sp: 20,0 x 37,0 cm
i/sp: 21,0 x 37,0 cm

i/sp: 21,0 x 37,0 cm
i/sp: 21,0 x 37,0 cm",,False,"37,0","20,0"
2873,0072137cx012-05,Vista da Alfândega e Porto do Rio de Janeiro a partir da Gamboa,,Marc Ferrez,,1885-01-01,1895-01-01,NEGATIVO/ Vidro,GELATINA/ Prata,"i/sp: 20,0 x 37,0 cm",Gamboa,False,"37,0","20,0"
2874,0072137cx012-04,Vista do Centro do Rio,"Vista do Centro do Rio, Pão de Açúcar, entrada da Baía de Guanabara,Morro do castelo, Morro de Santo Antônio, Arcos da Lapa, Palácio do Itamarati, Estação de Ferro Central do Brazil, quartel general do campo da aclamação, Igreja do Santíssimo sacramento ( antiga Sé av passos) tomada do Morro do Pinto ( Santo Cristo).",Marc Ferrez,,,,NEGATIVO/ Vidro,GELATINA/ Prata,"i/sp: 20,0 x 36,5 cm",Centro,False,"36,5","20,0"
2875,0072137cx012-03,Vista de Copacabana,Vista de Copacabana tomada do Leme,Marc Ferrez,,,,NEGATIVO/ Vidro,GELATINA/ Prata,"i/sp: 20,0 x 36,0 cm",Copacabana,False,"36,0","20,0"
2876,0072137cx012-02,,"Vista do Pão de Açúcar tomada do Morro São Judas Tadeu (morro da Rua Alice), possivelmente pouco acima da Igreja São Judas Tadeu.",Marc Ferrez,,,,NEGATIVO/ Vidro,GELATINA/ Prata,"sp: 20,0 x 37,0 cm",,False,"37,0","20,0"
2877,0072137cx012-01t,,,Marc Ferrez,,,,NEGATIVO/ Vidro,,,,False,,
2878,0072137cx012-01,,,Marc Ferrez,,,,NEGATIVO/ Vidro,,"i/sp: 20,0 x 37,0 cm",,False,"37,0","20,0"
2879,0072137cx010-07,,,Marc Ferrez,,,,NEGATIVO/ Vidro,GELATINA/ Prata,"sp: 21,0 x 37,0 cm",,False,"37,0","21,0"
2880,0072137cx010-05,,,Marc Ferrez,,,,NEGATIVO/ Vidro,,21 x 37,,False,,
2881,0072137cx010-01,,,Marc Ferrez,,,,NEGATIVO/ Vidro,,"i/sp: 21,0 x 37,0 cm",São Cristóvão,False,"37,0","21,0"
2882,0072137cx009-06,Panorama do centro do Rio,"Panorama do centro do Rio, Praça XV, Rua Primeiro de Março, Mosteiro de São Bento,Candelária, Ilha das Cobras, Igreja de Nossa Senhora do Carmo (antiga Sé).",Marc Ferrez,,,,NEGATIVO/ Vidro,GELATINA/ Prata,"i/sp: 21,0 x 37,0",Centro,False,"37,0","21,0"
2883,0072137cx009-02,Panorama do centro do Rio,"Panorama do centro do Rio, Praça XV, Rua Primeiro de Março, Mosteiro de São Bento,Candelária, Ilha das Cobras, Igreja de Nossa Senhora do Carmo (antiga Sé).",Marc Ferrez,,,,NEGATIVO/ Vidro,,,Centro,False,,
2884,0072137cx009-01,Panorama do centro do Rio,"Panorama do centro do Rio, Praça XV, Rua Primeiro de Março, Mosteiro de São Bento,Candelária, Ilha das Cobras, Igreja de Nossa Senhora do Carmo (antiga Sé).",Marc Ferrez,,,,NEGATIVO/ Vidro,,,Centro,False,,
2885,0072137cx008-07,,,Marc Ferrez,,,,NEGATIVO/ Vidro,,"i/sp: 21,0 x 37,0 cm",,False,"37,0","21,0"
2886,0072137cx008-06,"Praça XV de Novembro, à esquerda o Paço Imperial, à direita o Arco dos Teles  e a frente as Igrejas do Carmo e....",,Marc Ferrez,,1885-01-01,1895-01-01,NEGATIVO/ Vidro,GELATINA/ Prata,"i/sp: 21,0 x 37,0 cm",,False,"37,0","21,0"
2887,0072137cx008-04,"Praça XV de novembro, chafariz do Mestre Valentim e, ao fundo, estação das barcas",,Marc Ferrez,,1895-01-01,1905-01-01,NEGATIVO/ Vidro,GELATINA/ Prata,"i/sp: 21,0 x 37,0 cm",Centro,False,"37,0","21,0"
2888,0072137cx008-02,,,Marc Ferrez,,,,NEGATIVO/ Vidro,,"i/sp: 21,0 x 37,0 cm",,False,"37,0","21,0"
2889,0072137cx007-14,,,Marc Ferrez,,,,NEGATIVO/ Vidro,COLÓDIO/ Prata,"i/sp: 21,0 x 37,0 cm",Centro,False,"37,0","21,0"
2890,0072137cx006-11,Praia de Botafogo,,Marc Ferrez,,,,NEGATIVO/ Vidro,GELATINA/ Prata,,,False,,
2891,0072137cx006-10,Pão de Açucar,Pão de Açúcar visto da Praia de Botafogo.,Marc Ferrez,,1875-01-01,1890-01-01,NEGATIVO/ Vidro,COLÓDIO/ Prata,"isp: 21,0 x 37,0 cm",,False,"37,0","21,0"
2892,0072137cx006-09,"Catete, Flamengo e Laranjeiras",,Marc Ferrez,,,,NEGATIVO/ Vidro,,"i/sp: 21,0 x 37,0",,False,"37,0","21,0"
2893,0072137cx006-08,,,Marc Ferrez,,,,NEGATIVO/ Vidro,COLÓDIO/ Prata,"i/sp: 21,0 x 37,0",Centro,False,"37,0","21,0"
2894,0072137cx006-07,,,Marc Ferrez,,,,NEGATIVO/ Vidro,COLÓDIO/ Prata,"i/sp: 21,0 x 37,0",Santa Teresa,False,"37,0","21,0"
2895,0072137cx006-06,Vista do Rio de Janeiro,"Vista do Rio de Janeiro abrangendo os bairros de Botafogo, Flamengo e Urca, tomada do Corcovado.",Marc Ferrez,,,,NEGATIVO/ Vidro,COLÓDIO/ Prata,"i/sp: 21,0 x 37,0",Botafogo,False,"37,0","21,0"
2896,0072137cx006-05,,,Marc Ferrez,,,,NEGATIVO/ Vidro,GELATINA/ Corante,"i/sp: 21,0 x 37,0 cm",Glória,False,"37,0","21,0"
2897,0072137cx006-04,,,Marc Ferrez,,,,NEGATIVO/ Vidro,,,Centro,False,,
2898,0072137cx006-03,,,Marc Ferrez,,,,NEGATIVO/ Vidro,COLÓDIO/ Prata,"i/sp: 21,0 x 37,0",Flamengo,False,"37,0","21,0"
2899,0072137cx006-02,Praça Tiradentes,,Marc Ferrez,,,,NEGATIVO/ Vidro,COLÓDIO/ Prata,"i/sp: 21,0 x 37,0",,False,"37,0","21,0"
2900,0072137cx005-10,Quartel General do Campo da Aclamação,,Marc Ferrez,,,,NEGATIVO/ Vidro,,21 x 37,,False,,
2901,0072137cx005-09,,,Marc Ferrez,,,,NEGATIVO/ Vidro,COLÓDIO/ Prata,21 x 37,,False,,
2902,0072137cx005-07,,,Marc Ferrez,,,,NEGATIVO/ Vidro,COLÓDIO/ Prata,21 x 37,,False,,
2903,0072137cx005-06,,,Marc Ferrez,,,,NEGATIVO/ Vidro,,21 x 37,,False,,
2904,0072137cx005-04,,,Marc Ferrez,,,,NEGATIVO/ Vidro,COLÓDIO/ Prata,21 x 37,,False,,
2905,0072137cx005-02,,,Marc Ferrez,,,,NEGATIVO/ Vidro,,21 x 37,,False,,
2906,0072137cx001-12,,,Marc Ferrez,,,,NEGATIVO/ Vidro,,"i/sp: 21,0 x 37,0",,False,"37,0","21,0"
2907,0072137cx001-10,Centro do Rio de Janeiro,,Marc Ferrez,,,,Outros,GELATINA/ Prata,"i/sp: 21, x 37,0 cm",,False,"37,0","21,"
2908,0072137cx001-09,Vista do Centro do Rio de Janeiro,,Marc Ferrez,,,,NEGATIVO/ Vidro,GELATINA/ Prata,"i/sp: 21,0 x 37,0 cm",,False,"37,0","21,0"
2909,0072137cx001-08,Visto de Corcovado,"Vista do Corcovado, Arcos da Lapa, Santa Tereza, tomada do morro de Santo Antônio das proximidades do atual prédio da Petrobrás ( Edise).",Marc Ferrez,,,,NEGATIVO/ Vidro,GELATINA/ Prata,"sp: 21,0 x 37,0 cm",,False,"37,0","21,0"
2910,0072137cx001-05,Praia de Botafogo e ao fundo o Pão de Açucar,,Marc Ferrez,,,,NEGATIVO/ Vidro,GELATINA/ Prata,"sp: 21,0 x 37,0 cm",,False,"37,0","21,0"
2911,0072137cx001-04,Panorama de Batafogo,"Vista panorâmica do Pão de Açúcar, enseada de Botafogo, Corcovado, Catete,  Flamengo e Largo do Machado tomada do Morro Nova Cintra (morro da Tavares Bastos).",Marc Ferrez,,,,NEGATIVO/ Vidro,GELATINA/ Prata,"i/sp: 21,0 x 37,0 cm",Botafogo,False,"37,0","21,0"
2912,0072137cx001-03,,,Marc Ferrez,,,,NEGATIVO/ Vidro,GELATINA/ Prata,"i/sp: 21,0 x 37,0",Botafogo,False,"37,0","21,0"
2913,0072137cx001-02,,,Marc Ferrez,,,,NEGATIVO/ Vidro,GELATINA/ Prata,"i/sp: 21,0 x 37,0 cm",,False,"37,0","21,0"
