id,_title,_description,keywords,_circa,_date created,_material,_width,_height,_depicts,year,_Lat,_Lon
014AM002005,Cortejo fúnebre do prefeito Pereira Passos,,Augusto Malta,,"May 31, 1913",FOTOGRAFIA/ Papel,24.0 cm,18.0 cm,,1913,,
014AM002007,Cortejo fúnebre do prefeito Pereira Passos,,Augusto Malta,,"May 31, 1913",FOTOGRAFIA/ Papel,23.5 cm,17.3 cm,,1913,,
014AM002008,Cortejo fúnebre do prefeito Pereira Passos,,Augusto Malta,,"May 31, 1913",FOTOGRAFIA/ Papel,23.6 cm,17.5 cm,,1913,,
014AM002011,Ligação das ruas Guanabara e Farani,,Augusto Malta,,"August 14, 1914",FOTOGRAFIA/ Papel,22.6 cm,17.6 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q10364907"">Q10364907</a>",1914,,
014AM002012,Atuação dos bombeiros durante incêndio em casarão,,Augusto Malta,,"December 19, 1910",FOTOGRAFIA/ Papel,23.0 cm,16.5 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q2946148"">Centro</a>",1910,,
014AM002013,Ressaca na praia do Leme,,Augusto Malta,,"July 15, 1921",FOTOGRAFIA/ Papel,24.0 cm,16.5 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q429284"">Praia do Leme</a>",1921,,
014AM002015,Feira Livre na Praça da República,,Augusto Malta,,"July 26, 1923",FOTOGRAFIA/ Papel,23.0 cm,17.2 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q2946148"">Centro</a>",1923,,
014AM002016,Mercado da Praça da Bandeira,,Augusto Malta,,"October 14, 1922",FOTOGRAFIA/ Papel,23.4 cm,16.8 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q3380853"">Zona Norte</a>",1922,,
014AM002017,Dia de Feira,,Augusto Malta,,"October 14, 1922",FOTOGRAFIA/ Papel,23.2 cm,17.1 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q3909992"">Praça da Bandeira</a>",1922,,
014AM002019,Passeio Público a partir da Avenida Mem de Sá,,Augusto Malta,,"February 28, 1924",FOTOGRAFIA/ Papel,24.0 cm,16.5 cm,,1924,,
014AM003001,Vista geral da enseada da Lapa e Glória,,Augusto Malta,,"August 17, 1906",FOTOGRAFIA/ Papel,30.0 cm,19.7 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q1532671"">Glória</a>",1906,,
014AM003005,Botafogo com o Morro do Corcovado ao fundo,,Augusto Malta,1931 – 1938,,FOTOGRAFIA/ Papel,29.7 cm,23.0 cm,,1934,,
014AM003006,"Rua Bella de São João, atual Rua São Cristóvão",,Augusto Malta,,"January 27, 1909",FOTOGRAFIA/ Papel,28.8 cm,21.7 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q2408175"">São Cristóvão</a>",1909,,
014AM003007,"Carnaval na avenida Central, atual avenida Rio Branco","Transeuntes na avenida Central, atual Avenida Rio Branco",Augusto Malta,,"June 22, 1906",FOTOGRAFIA/ Papel,29.0 cm,22.4 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q2946148"">Centro</a>",1906,,
014AM003008,"Avenida Central, atual Rio Branco, esquina com a Rua São Bento",,Augusto Malta,1910 – 1920,,FOTOGRAFIA/ Papel,28.8 cm,21.7 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q2946148"">Centro</a>",1915,,
014AM003009,"Estação das Lages, parte da Estrada de Ferro Central do Brasil",,Augusto Malta,,"March 16, 1908",FOTOGRAFIA/ Papel,28.8 cm,21.7 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q22039778"">Japeri</a>",1908,,
014AM003012,"Vista da Praia de Copacabana, a partir do Morro da Babilônia",,Augusto Malta,1920 – 1929,,FOTOGRAFIA/ Papel,28.8 cm,21.7 cm,,1924,,
014AM003017,Trecho do Jardim da Praça da República,,Augusto Malta,,"March 23, 1906",FOTOGRAFIA/ Papel,28.9 cm,22.2 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q2946148"">Centro</a>",1906,,
014AM003018,Palácio Monroe,,Augusto Malta,1905 – 1915,,FOTOGRAFIA/ Papel,29.2 cm,22.3 cm,,1910,,
014AM003019,"Trecho do jardim do Passeio Público, à esquerda, o Aquário de água salgada",,Augusto Malta,,"September 25, 1906",FOTOGRAFIA/ Papel,28.7 cm,22.7 cm,,1906,,
014AM003020,"Mesa do Imperador, ao fundo o Morro do Corcovado",,Augusto Malta,1905 – 1915,,FOTOGRAFIA/ Papel,28.8 cm,21.7 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q2107829"">Tijuca</a>",1910,,
014AM004003,Igreja de Nossa Senhora de Copacabana,,Augusto Malta,1903 – 1910,,FOTOGRAFIA/ Papel,40.0 cm,30.0 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q202730"">Copacabana</a>",1906,,
014AM005001,Rua México,,Augusto Malta,1910 – 1920,,FOTOGRAFIA/ Papel,24.1 cm,18.2 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q2946148"">Centro</a>",1915,,
014AM005003,Morro do Castelo,,Augusto Malta,,"May 25, 1922",FOTOGRAFIA/ Papel,23.5 cm,17.3 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q2946148"">Centro</a>",1922,,
014AM005005,Morro do Castelo,,Augusto Malta,,"October 7, 1922",FOTOGRAFIA/ Papel,23.5 cm,17.3 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q2946148"">Centro</a>",1922,,
014AM005006,"Ruínas do Morro do Castelo; ao fundo, pavilhões da Exposição Internacional de 1922",Destaque para retirada de terra com auxílio de vagões de trem.,Augusto Malta,,"February 15, 1923",FOTOGRAFIA/ Papel,23.3 cm,17.5 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q2946148"">Centro</a>",1923,,
014AM005008,Morro do Castelo,,Augusto Malta,1922 – 1928,,FOTOGRAFIA/ Papel,23.5 cm,17.3 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q2946148"">Centro</a>",1925,,
014AM005009,Morro do Castelo,,Augusto Malta,1922 – 1927,,FOTOGRAFIA/ Papel,23.5 cm,17.3 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q2946148"">Centro</a>",1924,,
014AM005013,Vista de área demolida do morro do Castelo,,Augusto Malta,,"September 17, 1922",FOTOGRAFIA/ Papel,23.5 cm,17.3 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q2946148"">Centro</a>",1922,,
014AM005014,"Festividade no dia de São Sebastião; ao fundo, a Igreja de São Sebastião",,Augusto Malta,,"January 20, 1922",FOTOGRAFIA/ Papel,,,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q2946148"">Centro</a>",1922,,
014AM005015,Demolição do morro do Castelo,,Augusto Malta,,"March 25, 1925",FOTOGRAFIA/ Papel,23.5 cm,17.3 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q2946148"">Centro</a>",1925,,
014AM005016,"Morro do Castelo, tomado da Santa Casa",,Augusto Malta,,"November 26, 1923",FOTOGRAFIA/ Papel,23.5 cm,17.3 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q2946148"">Centro</a>",1923,,
014AM005018,"Obras de demolição do Morro do Castelo, na atual rua México",,Augusto Malta,,"September 28, 1921",FOTOGRAFIA/ Papel,23.5 cm,17.3 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q2946148"">Centro</a>",1921,,
014AM005020,Morro do Castelo,,Augusto Malta,,"October 29, 1922",FOTOGRAFIA/ Papel,23.5 cm,17.3 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q2946148"">Centro</a>",1922,,
014AM005021,Desmonte do Morro do Castelo,,Augusto Malta,,"March 14, 1922",FOTOGRAFIA/ Papel,23.5 cm,17.3 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q2946148"">Centro</a>",1922,,
014AM005024,"Vista da demolição do morro do Castelo, tomada da frente do antigo observatório astronômico",,Augusto Malta,,"May 5, 1923",FOTOGRAFIA/ Papel,21.8 cm,17.1 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q2946148"">Centro</a>",1923,,
014AM005025,Edifício da Associação Cristã de Moços,,Augusto Malta,1922 – 1928,,FOTOGRAFIA/ Papel,23.5 cm,17.3 cm,,1925,,
014AM005026,Demolição do morro do Castelo,,Augusto Malta,,"August 21, 1928",FOTOGRAFIA/ Papel,23.5 cm,17.3 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q2946148"">Centro</a>",1928,,
014AM005027,Morro do Castelo,,Augusto Malta,,"March 27, 1923",FOTOGRAFIA/ Papel,23.5 cm,17.3 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q2946148"">Centro</a>",1923,,
014AM005028,Morro do Castelo antes da demolição,,Augusto Malta,,"December 1, 1921",FOTOGRAFIA/ Papel,23.5 cm,17.3 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q2946148"">Centro</a>",1921,,
014AM005031,"Demolição do morro do Castelo, no alto do morro, as ruínas da Igreja de São Sebastião",,Augusto Malta,,"October 14, 1922",FOTOGRAFIA/ Papel,23.1 cm,17.4 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q2946148"">Centro</a>",1922,,
014AM005032,Demolição do morro do Castelo,,Augusto Malta,1921 – 1925,,FOTOGRAFIA/ Papel,23.5 cm,17.3 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q2946148"">Centro</a>",1923,,
014AM005033,Morro do Castelo,,Augusto Malta,,"January 31, 1922",FOTOGRAFIA/ Papel,23.5 cm,17.3 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q2946148"">Centro</a>",1922,,
014AM005034,Morro do Castelo,,Augusto Malta,,"October 24, 1922",FOTOGRAFIA/ Papel,23.5 cm,17.3 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q2946148"">Centro</a>",1922,,
014AM006001,Fachada do Hotel Copacabana Palace,,Augusto Malta,,"July 5, 1925",FOTOGRAFIA/ Papel,23.5 cm,17.5 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q202730"">Copacabana</a>",1925,,
014AM006002,"Rua Furquim Werneck, atual Rua Xavier da Silveira",,Augusto Malta,1915 – 1924,,FOTOGRAFIA/ Papel,23.5 cm,17.5 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q202730"">Copacabana</a>",1919,,
014AM006003,"Rua Furquim Werneck, atual rua Xavier da Silveira",,Augusto Malta,1915 – 1923,,FOTOGRAFIA/ Papel,23.5 cm,17.5 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q202730"">Copacabana</a>",1919,,
014AM006004,Vista do bairro de Copacabana,,Augusto Malta,1915 – 1925,,FOTOGRAFIA/ Papel,23.5 cm,17.5 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q202730"">Copacabana</a>",1920,,
014AM006005,Avenida Atlântica,,Augusto Malta,,"June 16, 1919",FOTOGRAFIA/ Papel,23.5 cm,17.5 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q202730"">Copacabana</a>",1919,,
014AM006006,Praia de Copacabana,,Augusto Malta,,"March 11, 1918",FOTOGRAFIA/ Papel,23.5 cm,17.5 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q202730"">Copacabana</a>",1918,,
014AM006007,Vista do bairro de Copacabana,,Augusto Malta,1920 – 1930,,FOTOGRAFIA/ Papel,23.5 cm,17.5 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q202730"">Copacabana</a>",1925,,
014AM006008,Bairro de Copacabana,,Augusto Malta,,"March 11, 1918",FOTOGRAFIA/ Papel,23.5 cm,17.5 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q202730"">Copacabana</a>",1918,,
014AM006009,Avenida Atlântica,"O Obelisco na Avenida Atlântica foi inaugurado em 1919 e foi transferido, na década de 1930, para a Praça Júlio de Noronha.",Augusto Malta,1919 – 1925,,FOTOGRAFIA/ Papel,23.5 cm,17.5 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q202730"">Copacabana</a>",1922,,
014AM006010,"Avenida Atlântica, ao fundo o Hotel Copacabana Palace",,Augusto Malta,1923 – 1933,,FOTOGRAFIA/ Papel,23.5 cm,17.5 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q202730"">Copacabana</a>",1928,,
014AM006011,Avenida Atlântica,,Augusto Malta,,"June 16, 1919",FOTOGRAFIA/ Papel,23.5 cm,17.5 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q202730"">Copacabana</a>",1919,,
014AM007001,Desfile das grandes sociedades carnavalescas,Multidão na Avenida Rio Branco,Augusto Malta,1912 – 1920,,FOTOGRAFIA,29.9 cm,16.9 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q4828121"">Avenida Rio Branco</a>",1916,,
014AM007005,Carnaval na Avenida Rio Branco,,Augusto Malta,1912 – 1920,,FOTOGRAFIA,23.1 cm,17.2 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q2946148"">Centro</a>",1916,,
014AM008001,Ressaca em frente ao Passeio Público,,Augusto Malta,,"July 14, 1921",FOTOGRAFIA/ Papel,23.1 cm,17.4 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q522559"">Lapa, Rio de Janeiro</a>",1921,,
014AM008002,Ressaca na praia do Flamengo,,Augusto Malta,1910 – 1920,,FOTOGRAFIA/ Papel,24.2 cm,16.4 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q995561"">Flamengo</a>",1915,,
014AM008003,Ressaca na praia de Botafogo,,Augusto Malta,,"July 26, 1923",FOTOGRAFIA/ Papel,22.9 cm,17.2 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q894624"">Botafogo (Bairro)</a>",1923,,
014AM010001,"Rua Chile, atual Rua da Ajuda",,Augusto Malta,,"August 14, 1928",FOTOGRAFIA/ Papel,24.0 cm,17.4 cm,,1928,,
014AM010002,Rua Riachuelo,,Augusto Malta,,"August 24, 1928",FOTOGRAFIA/ Papel,23.2 cm,17.3 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q522559"">Lapa, Rio de Janeiro</a>",1928,,
014AM010003,Rua da Misericórdia,"A Rua da Misericórdia ficava entre a atual Rua Dom Manuel e Avenida Presidente Antônio Carlos, próximo ao Largo da Misericórdia.",Augusto Malta,,"August 14, 1928",FOTOGRAFIA/ Papel,24.0 cm,17.4 cm,,1928,,
014AM010004,Ponte no Canal do Mangue,,Augusto Malta,1925 – 1935,,FOTOGRAFIA/ Papel,23.2 cm,17.3 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q2946148"">Centro</a>",1930,,
014AM010005,Ponte sobre o Rio Faria,,Augusto Malta,,"September 9, 1928",FOTOGRAFIA/ Papel,24.0 cm,17.4 cm,,1928,,
014AM010008,"Rua Chile, atual Rua da Ajuda",,Augusto Malta,,"August 7, 1928",FOTOGRAFIA/ Papel,24.0 cm,17.4 cm,,1928,,
014AM010009,Rua Frei Caneca,,Augusto Malta,,"March 5, 1926",FOTOGRAFIA/ Papel,23.1 cm,17.1 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q2946148"">Centro</a>",1926,,
014AM010011,Mudança de calçamento na rua dos Arcos,,Augusto Malta,,"August 24, 1928",FOTOGRAFIA/ Papel,23.2 cm,17.4 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q522559"">Lapa, Rio de Janeiro</a>",1928,,
014AM010012,Praia de Botafogo tomada do Pão de Açúcar,,Augusto Malta,1910 – 1920,,FOTOGRAFIA/ Papel,23.9 cm,17.9 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q1898482"">Urca</a>",1915,,
014AM010013,Rua da Misericórdia,"A Rua da Misericórdia ficava entre a atual Rua Dom Manuel e Avenida Presidente Antônio Carlos, próximo ao Largo da Misericórdia.",Augusto Malta,,"August 7, 1928",FOTOGRAFIA/ Papel,24.0 cm,17.4 cm,,1928,,
014AM010014,Rua da Misericórdia,"A Rua da Misericórdia ficava entre a atual Rua Dom Manuel e Avenida Presidente Antônio Carlos, próximo ao Largo da Misericórdia.",Augusto Malta,,"August 14, 1928",FOTOGRAFIA/ Papel,24.0 cm,17.4 cm,,1928,,
014AM010015,Obra para instalação de trilhos na rua de Santana,,Augusto Malta,,"October 23, 1928",FOTOGRAFIA/ Papel,17.5 cm,23.5 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q2946148"">Centro</a>",1928,,
014AM010016,Obra na rua dos Arcos,,Augusto Malta,,"August 24, 1928",FOTOGRAFIA/ Papel,23.3 cm,17.4 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q522559"">Lapa, Rio de Janeiro</a>",1928,,
014AM010017,Rua da Misericórdia,"A Rua da Misericórdia ficava entre a atual Rua Dom Manuel e Avenida Presidente Antônio Carlos, próximo ao Largo da Misericórdia.",Augusto Malta,,"August 21, 1928",FOTOGRAFIA/ Papel,24.0 cm,17.4 cm,,1928,,
014AM010019,"Rua Chile, atual Rua da Ajuda",,Augusto Malta,,"August 7, 1928",FOTOGRAFIA/ Papel,24.0 cm,17.4 cm,,1928,,
014AM010020,Calçamento da rua da Alfândega,,Augusto Malta,,"September 14, 1928",FOTOGRAFIA/ Papel,17.4 cm,23.2 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q2946148"">Centro</a>",1928,,
014AM010021,Rua da Misericórdia,"A Rua da Misericórdia ficava entre a atual Rua Dom Manuel e Avenida Presidente Antônio Carlos, próximo ao Largo da Misericórdia.",Augusto Malta,,"April 24, 1928",FOTOGRAFIA/ Papel,23.3 cm,17.4 cm,,1928,,
014AM012001,Vista do Largo de São Domingos,,Augusto Malta,1905 – 1915,,FOTOGRAFIA/ Papel,24.0 cm,18.0 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q2946148"">Centro</a>",1910,,
014AM012005,Rua Voluntários da Pátria,,Augusto Malta,1914 – 1924,,FOTOGRAFIA/ Papel,24.0 cm,18.0 cm,,1919,,
014AM012006,"Arsenal da Marinha, antigo Arsenal de Guerra",,Augusto Malta,,"July 2, 1919",FOTOGRAFIA/ Papel,24.0 cm,18.0 cm,,1919,,
014AM012007,Rua da Misericórdia,"A Rua da Misericórdia ficava entre a atual Rua Dom Manuel e Avenida Presidente Antônio Carlos, próximo ao Largo da Misericórdia.",Augusto Malta,,May 1921,FOTOGRAFIA/ Papel,24.0 cm,18.0 cm,,1921,,
014AM012008,"Rua da Imperatriz, atual Avenida Passos, na altura da avenida Marechal Floriano",,Augusto Malta,1920 – 1930,,FOTOGRAFIA/ Papel,24.5 cm,18.1 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q2946148"">Centro</a>",1925,,
014AM012010,"Edifício do Ministério da Agricultura, projetado por Morales de Los Rios","Edifício do Ministério da Agricultura, projetado por Morales de Los Rios, na ocasião da Exposição do Centenário da Independência, em 1922. Pavilhão dos Estados.",Augusto Malta,1921 – 1923,,FOTOGRAFIA,24.0 cm,18.0 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q10353359"">Praça XV de Novembro</a>",1922,,
014AM012011,"Comércio na Avenida Central, atual Rio Branco, com destaque para o Bazar de Stamboul",,Augusto Malta,,"April 11, 1926",FOTOGRAFIA/ Papel,18.0 cm,24.0 cm,,1926,,
014AM012012,"Hospital São Zacharias; à direita, igreja de Santo Inácio ou dos Jesuítas",,Augusto Malta,1915 – 1925,,FOTOGRAFIA/ Papel,23.2 cm,17.1 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q10332478"">Morro do Castelo</a>",1920,,
014AM012013,"Aterro do Flamengo visto da Lapa, na altura do Passeio Público",,Augusto Malta,,"March 15, 1925",FOTOGRAFIA/ Papel,23 cm,17.2 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q522559"">Lapa, Rio de Janeiro</a>",1925,,
014AM012014,"Esquina da rua da Alfândega com rua José Maurício, atual rua Thomé de Souza",,Augusto Malta,1905 – 1915,,FOTOGRAFIA/ Papel,23.9 cm,18.0 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q2946148"">Centro</a>",1910,,
014AM012016,Vista da Praça Marechal Floriano,Destaque para o Pathé Palace e o Capitólio.,Augusto Malta,1930 – 1938,,FOTOGRAFIA/ Papel,24.2 cm,17.9 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q2946148"">Centro</a>",1934,,
014AM012017,Vista da Praça Marechal Floriano,"Destaque para o Pathé Palace (o terceiro prédio da direita para a esquerda), e ao fundo o Palácio Monroe.",Augusto Malta,1930 – 1938,,FOTOGRAFIA/ Papel,23.5 cm,17.4 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q2946148"">Centro</a>",1934,,
014AM012018,"Terreno da rua General Polidoro, entre os números 181 e 185",,Augusto Malta,1915 – 1925,,FOTOGRAFIA/ Papel,23.6 cm,17.3 cm,,1920,,
014AM012019,Visita do Dr. Frontin a rua Barão de Cotegipe,,Augusto Malta,,"March 18, 1919",FOTOGRAFIA/ Papel,24.0 cm,18.0 cm,,1919,,
014AM012022,Demolição do chafariz da Carioca,,Augusto Malta,,"March 13, 1926",FOTOGRAFIA/ Papel,23.2 cm,17.2 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q2946148"">Centro</a>",1926,,
014AM012023,Avenida Mem de Sá,,Augusto Malta,,"August 20, 1914",FOTOGRAFIA/ Papel,23.4 cm,17.4 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q522559"">Lapa, Rio de Janeiro</a>",1914,,
014AM012024,Armazém Caravella na rua Catumbi,,Augusto Malta,,"August 23, 1922",FOTOGRAFIA/ Papel,22.9 cm,16.9 cm,,1922,,
014AM012025,"Comércio na rua Chile, atual avenida Chile, destaque para a Le Mobilier Tapeçarias e Móveis",,Augusto Malta,1915 – 1925,,FOTOGRAFIA/ Papel,18.1 cm,24.1 cm,,1920,,
014AM012027,Rua Marechal Floriano Peixoto,,Augusto Malta,1910 – 1920,,FOTOGRAFIA/ Papel,23.2 cm,17.3 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q2946148"">Centro</a>",1915,,
