id,title,description,creator,date,start_date,end_date,type,fabrication_method,dimensions,place,date_accuracy,date_created,date_circa,image_width,image_height
0071824cx056-08,"Monumento em homenagem ao General Osório, estátua equestre, em frente ao Paço Imperial","Estátua equestre do Marechal Manuel Luis Osório, localizada na praça XV de Novembro, inaugurada no dia 12 de novembro de 1894.",Marc Ferrez,1895-01-01,1894,1900,NEGATIVO/ Vidro,GELATINA/ Prata,"i:/sp: 24,0 x 18,0 cm",Centro; Praça XV de Novembro,circa,,1894/1900,"18,0","24,0"
0071824cx057-02,Ilha das Flores,"Um dos marcos históricos da imigração no Brasil, onde funcionou a primeira hospedaria de imigrantes do país. Nos últimos dois séculos, a ilha também abrigou um importante engenho de mandioca, foi espaço para uma pioneira experiência de criação intensiva de peixes, funcionou como presídio e depois como sede da Tropa de Reforço da Força de Fuzileiros da Esquadra do Corpo de Fuzileiros Navais, da marinha do Brasil.",Marc Ferrez,1885-01-01,1880,1890,NEGATIVO/ Vidro,GELATINA/ Prata,"i:/sp: 18,0 x 24,0 cm",Baía de Guanabara,circa,,1880/1890,"24,0","18,0"
0071824cx057-03,"Monumento em homenagem a D. Pedro I, estátua equestre","A estátua equestre de D. Pedro I  foi inaugurada em 1862, com projeto de João Maximiano Mafra, executado pelo escultor francês Louis Rochet a mando do imperador Pedro II do Brasil.",Marc Ferrez,1885-01-01,1880,1890,NEGATIVO/ Vidro,GELATINA/ Prata,"i:/sp: 24,0 x 18,0 cm","Praça do Rocio, atual Praça Tiradentes",circa,,1880/1890,"18,0","24,0"
0071824cx057-04,Morro do Corcovado a partir da Avenida Beira Mar,,Marc Ferrez,1895-01-01,1890,1900,NEGATIVO/ Vidro,GELATINA/ Prata,"i:/sp: 24,0 x 18,0 cm",Avenida Beira Mar,circa,,1890/1900,"18,0","24,0"
0071824cx057-09,Panorama do Rio de Janeiro visto do Morro do Castelo,,Marc Ferrez,1890-01-01,1885,1895,NEGATIVO/ Vidro,GELATINA/ Prata,"i:/sp: 18,0 x 24,0 cm",Morro do Castelo,circa,,1885/1895,"24,0","18,0"
0071824cx057-10,Ilha da Boa Viagem,,Marc Ferrez,1880-01-01,1875,1885,NEGATIVO/ Vidro,COLÓDIO/ Prata,"i:/sp: 18,0 x 24,0 cm",Baía de Guanabara,circa,,1875/1885,"24,0","18,0"
0071824cx057-11,Ilha da Boa Viagem,,Marc Ferrez,1880-01-01,1875,1885,NEGATIVO/ Vidro,COLÓDIO/ Prata,"i:/sp: 18,0 x 24,0 cm",Baía de Guanabara,circa,,1875/1885,"24,0","18,0"
0071824cx060-01,Baía de Guanabara vista de Niterói,,Marc Ferrez,1885-01-01,1880,1890,NEGATIVO/ Vidro,GELATINA/ Prata,"i:/sp: 18,0 x 24,0 cm",,circa,,1880/1890,"24,0","18,0"
0071824cx060-02,"Monumento em homenagem a D. Pedro I, estátua equestre","A estátua equestre de D. Pedro I  foi inaugurada em 1862, com projeto de João Maximiano Mafra, executado pelo escultor francês Louis Rochet a mando do imperador Pedro II do Brasil.",Marc Ferrez,1880-01-01,1875,1885,NEGATIVO/ Vidro,COLÓDIO/ Prata,"i:/sp: 24,0 x 18,0 cm","Praça do Rocio, atual Praça Tiradentes",circa,,1875/1885,"18,0","24,0"
0071824cx060-03,Pedra do Índio,"Pedra do Índio é um monumento de formação rochosa que se localiza na Praia de Icaraí, do município de Niterói, estado do Rio de Janeiro. Conta-se uma história de quando Arariboia (o fundador da cidade) derrotou os franceses e recebeu de Estácio de Sá direito de escolha para qualquer região da Guanabara como recompensa da vitória, o cacique dos tupis logo apontou para as ""águas escondidas"" (em tupi: Niterói). Ao entrar na pequena baía que forma a orla Boa Viagem-Jurujuba, Araribóia avistou a pedra e achou obra de Tupã uma formação rochosa baseada em sua face.",Marc Ferrez,1884-01-01,1879,1889,NEGATIVO/ Vidro,GELATINA/ Prata,"i:/sp: 18,0 x 24,0 cm",Praia das Flechas,circa,,1879/1889,"24,0","18,0"
0071824cx060-04,"Monumento em homenagem a D. Pedro I, estátua equestre","A estátua equestre de D. Pedro I  foi inaugurada em 1862, com projeto de João Maximiano Mafra, executado pelo escultor francês Louis Rochet a mando do imperador Pedro II do Brasil.",Marc Ferrez,1880-01-01,1875,1885,NEGATIVO/ Vidro,COLÓDIO/ Prata,"i:/sp: 24,0 x 18,0 cm","Praça do Rócio, atual Praça Tiradentes",circa,,1875/1885,"18,0","24,0"
0071824cx060-05,Centro do Rio de Janeiro visto a partir da Ilha das Cobras,Destaque para o prédio da alfandega e para as cúpulas da Igreja da Candelária.,Marc Ferrez,1890-01-01,1885,1895,NEGATIVO/ Vidro,GELATINA/ Prata,"i:/sp: 18,0 x 24,0 cm",Ilha das Cobras,circa,,1885/1895,"24,0","18,0"
0071824cx060-06,"Largo do Paço, monumento em homenagem ao General Osório, estátua equestre",,Marc Ferrez,1885-01-01,1880,1890,NEGATIVO/ Vidro,GELATINA/ Prata,"i:/sp: 18,0 x 24,0 cm",Praça XV de Novembro,circa,,1880/1890,"24,0","18,0"
0071824cx060-07,"Monumento em homenagem a D. Pedro I, estátua equestre","A estátua equestre de D. Pedro I  foi inaugurada em 1862, com projeto de João Maximiano Mafra, executado pelo escultor francês Louis Rochet a mando do imperador Pedro II do Brasil.",Marc Ferrez,1890-01-01,1885,1895,NEGATIVO/ Vidro,GELATINA/ Prata,"i:/sp: 24,0 x 18,0 cm","Praça do Rocio, atual Praça Tiradentes",circa,,1885/1895,"18,0","24,0"
0071824cx060-08,"Monumento em homenagem a D. Pedro I, estátua equestre","A estátua equestre de D. Pedro I  foi inaugurada em 1862, com projeto de João Maximiano Mafra, executado pelo escultor francês Louis Rochet a mando do imperador Pedro II do Brasil.",Marc Ferrez,1890-01-01,1885,1895,NEGATIVO/ Vidro,GELATINA/ Prata,"i:/sp: 24,0 x 18,0 cm","Praça do Rocio, atual Praça Tiradentes",circa,,1885/1895,"18,0","24,0"
0071824cx060-09,Cascata Grande da Tijuca,,Marc Ferrez,1880-01-01,1875,1885,NEGATIVO/ Vidro,COLÓDIO/ Prata,"i:/sp: 18,0 x 24,0 cm",Floresta da Tijuca,circa,,1875/1885,"24,0","18,0"
0071824cx060-12,"Floresta da Tijuca, ao fundo a Pedra da Gávea",,Marc Ferrez,1885-01-01,1880,1890,NEGATIVO/ Vidro,GELATINA/ Prata,"i:/sp: 24,0 x 18,0 cm",Floresta da Tijuca,circa,,1880/1890,"18,0","24,0"
0071824cx063-02,Ilha da Boa Viagem,,Marc Ferrez,1890-01-01,1885,1895,NEGATIVO/ Vidro,GELATINA/ Prata,"i:/sp: 18,0 x 24,0 cm",Baía de Guanabara,circa,,1885/1895,"24,0","18,0"
0071824cx063-04,Baía de Guanabara e seus arredores,"Possivelmente, parte da Ilha de Paquetá.",Marc Ferrez,1885-01-01,1880,1890,NEGATIVO/ Vidro,GELATINA/ Prata,"i:/sp: 18,0 x 24,0 cm",Baía de Guanabara,circa,,1880/1890,"24,0","18,0"
0071824cx063-06,"Ilha da Boa Viagem, Capela de Nossa Senhora da Boa Viagem",,Marc Ferrez,1885-01-01,1880,1890,NEGATIVO/ Vidro,GELATINA/ Prata,"i:/sp: 18,0 x 24,0 cm",Baía de Guanabara,circa,,1880/1890,"24,0","18,0"
0071824cx063-08,Ilha do Catalão,"A Ilha das Cobras fica no interior da Baía de Guanabara, na cidade do Rio de Janeiro. Pertence à Marinha desde a época em que se fazia o escoamento do ouro das Minas Gerais pelo Rio de Janeiro, por volta do século XVIII. Foram construídas, na ilha, sucessivamente, três fortificações: Fortaleza de Santa Margarida, Forte Agostinho e Fortaleza Pau da Bandeira. Em 1761, o complexo de fortificações recebeu o nome de Fortaleza de São José da Ilha das Cobras.",Marc Ferrez,1885-01-01,1880,1890,NEGATIVO/ Vidro,GELATINA/ Prata,"i:/sp: 18,0 x 24,0 cm",Baía de Guanabara,circa,,1880/1890,"24,0","18,0"
0071824cx063-09,Ilha da Boa Viagem,,Marc Ferrez,1890-01-01,1885,1895,NEGATIVO/ Vidro,GELATINA/ Prata,"i:/sp: 18,0 x 24,0 cm",Baía de Guanabara,circa,,1885/1895,"24,0","18,0"
0071824cx063-10,Ilha do Bom Jesus,"A Ilha do Bom Jesus da Coluna era uma ilha localizada no interior da baía de Guanabara, na cidade do Rio de Janeiro, no Brasil. Entre 1949 e 1952, a ilha foi integrada por meio de aterro a sete ilhas vizinhas, formando a atual Ilha do Fundão.",Marc Ferrez,1885-01-01,1880,1890,NEGATIVO/ Vidro,GELATINA/ Prata,"i:/sp: 18,0 x 24,0 cm",Baía de Guanabara,circa,,1880/1890,"24,0","18,0"
0071824cx063-12,O Meteorito Bendegó,"Constituído por uma massa compacta de ferro e níquel, é o maior meteorito brasileiro e um dos maiores do mundo. Foi encontrado em 1784 por um menino, Domingos da Motta Botelho, que pastoreava o gado em uma fazenda próxima à cidade de Monte Santo, no sertão da Bahia. A primeira tentativa de transportar o pesadíssimo bloco para a capital fracassou quando a carreta de madeira que o carregava desgovernou-se e caiu no riacho Bendegó. Desde 1888, encontra-se em exposição no Museu Nacional graças ao empenho do Imperador D. Pedro II, que tomando conhecimento de sua existência e importância científica, providenciou sua remoção para o Rio de Janeiro.",Marc Ferrez,1888-01-01,1888,1888,NEGATIVO/ Vidro,GELATINA/ Prata,"i:/sp: 18,0 x 24,0 cm",Museu Nacional,circa,,1888/1888,"24,0","18,0"
0071824cx064-10,Pedra do Índio,"Pedra do Índio é um monumento de formação rochosa que se localiza na Praia das Flechas, do município de Niterói, estado do Rio de Janeiro. Conta-se uma história de quando Arariboia (o fundador da cidade) derrotou os franceses e recebeu de Estácio de Sá o direito de escolha para qualquer região da Guanabara como recompensa pela vitória, o cacique dos tupis logo apontou para as ""águas escondidas"" (em tupi: Niterói). Ao entrar na pequena baía que forma a orla Boa Viagem-Jurujuba, Araribóia avistou a pedra e achou obra de Tupã uma formação rochosa baseada em sua face.",Marc Ferrez,1884-01-01,1879,1889,NEGATIVO/ Vidro,GELATINA/ Prata,"i:/sp: 24,0 x 18,0 cm",Praia das Flechas,circa,,1879/1889,"18,0","24,0"
0071824cx064-11,Pedra do Índio,"Pedra do Índio é um monumento de formação rochosa que se localiza na Praia das Flechas, do município de Niterói, estado do Rio de Janeiro. Conta-se uma história de quando Arariboia (o fundador da cidade) derrotou os franceses e recebeu de Estácio de Sá o direito de escolha para qualquer região da Guanabara como recompensa pela vitória, o cacique dos tupis logo apontou para as ""águas escondidas"" (em tupi: Niterói). Ao entrar na pequena baía que forma a orla Boa Viagem-Jurujuba, Araribóia avistou a pedra e achou obra de Tupã uma formação rochosa baseada em sua face.",Marc Ferrez,1884-01-01,1879,1889,NEGATIVO/ Vidro,GELATINA/ Prata,"i:/sp:18,0 x 24,0 cm",Praia das Flechas,circa,,1879/1889,,
0071824cx064-12,Ilha de Paquetá,"Paquetá é um dos bairros mais antigos do Rio. Um dos primeiros registros da ilha é de 1555, quando foi descoberta por André Thevet, cosmógrafo da expedição de Villegaignon (cuja missão  era fundar a França Antártica). No entanto, seus primeiros habitantes foram os índios tamoios. Por volta de 1565, Estácio de Sá, após derrotar os franceses e fundar a cidade de São Sebastião do Rio de Janeiro, divide Paquetá em duas sesmarias e as doa a antigos companheiros de viagem. A ilha Desenvolveu-se bastante quando D. João VI, a partir de 1808, passou a freqüentar a ilha com certa constância.",Marc Ferrez,1890-01-01,1885,1895,NEGATIVO/ Vidro,GELATINA/ Prata,"i:/sp: 18,0 x 24,0 cm",Baía de Guanabara,circa,,1885/1895,"24,0","18,0"
0071824cx064-14,Ilha do Catalão,"A Ilha das Cobras fica no interior da Baía de Guanabara, na cidade do Rio de Janeiro. Pertence à Marinha desde a época em que se fazia o escoamento do ouro das Minas Gerais pelo Rio de Janeiro, por volta do século XVIII.",Marc Ferrez,1890-01-01,1885,1895,NEGATIVO/ Vidro,GELATINA/ Prata,"i:/sp: 18,0 x 24,0 cm",Baía de Guanabara,circa,,1885/1895,"24,0","18,0"
0071824cx064-15,Ilha da Boa Viagem,,Marc Ferrez,1890-01-01,1885,1895,NEGATIVO/ Vidro,GELATINA/ Prata,"i:/sp: 18,0 x 24,0 cm",Baía de Guanabara,circa,,1885/1895,"24,0","18,0"
0071824cx064-16,Ilha de Paquetá,"Paquetá é um dos bairros mais antigos do Rio. Um dos primeiros registros da ilha é de 1555, quando foi descoberta por André Thevet, cosmógrafo da expedição de Villegaignon (cuja missão  era fundar a França Antártica). No entanto, seus primeiros habitantes foram os índios tamoios. Por volta de 1565, Estácio de Sá, após derrotar os franceses e fundar a cidade de São Sebastião do Rio de Janeiro, divide Paquetá em duas sesmarias e as doa a antigos companheiros de viagem. A ilha Desenvolveu-se bastante quando D. João VI, a partir de 1808, passou a freqüentar a ilha com certa constância.",Marc Ferrez,1890-01-01,1885,1895,NEGATIVO/ Vidro,GELATINA/ Prata,"i:/sp: 18,0 x 24,0 cm",Baía de Guanabara,circa,,1885/1895,"24,0","18,0"
0071824cx065-01,Teatro Municipal,"Foi inaugurado em 1909, como parte do conjunto arquitetônico das Obras de Reurbanização da Cidade do Rio de Janeiro, durante a prefeitura de Pereira Passos.",Marc Ferrez,1910-01-01,1909,1915,NEGATIVO/ Vidro,GELATINA/ Prata,"i/sp: 18,0 x 24,0 cm",Praça Marechal Floriano; Cinelândia; Centro,circa,,1909/1915,"24,0","18,0"
0071824cx065-02,Teatro Municipal,"Teatro inaugurado em 1909, como parte do conjunto arquitetônico das obras de reurbanização da Cidade do Rio de Janeiro, durante a prefeitura de Pereira Passos.",Marc Ferrez,1910-01-01,1909,1915,NEGATIVO/ Vidro,GELATINA/ Prata,"i:/sp: 18,0 x 24,0 cm",Cinelândia; Centro,circa,,1909/1915,"24,0","18,0"
0071824cx065-03,"Vista da Escola Nacional de Belas Artes, à esquerda o Teatro Municipal","Foto do cruzamento da Rua Evaristo da Veiga com a Avenida Rio Branco, vê-se parte do Theatro Municipal e o edifício construído para abrigar a Escola Nacional de Belas Artes.",Marc Ferrez,1910-01-01,1905,1915,NEGATIVO/ Vidro,GELATINA/ Prata,"i:/sp: 18,0 x 24,0 cm",Cinelândia; Centro,circa,,1905/1915,"24,0","18,0"
0071824cx065-04,"Supremo Tribunal Federal, atual Centro Cultural Justiça Federal","Antigo prédio do Supremo Tribunal Federal, localizado na Avenida Rio Branco, 241.",Marc Ferrez,1909-01-01,1909,1909,NEGATIVO/ Vidro,GELATINA/ Prata,"i:/sp: 24,0 x 18,0 cm","Avenida Central, atual Rio Branco; Cinelândia",circa,,1909/1909,"18,0","24,0"
0071824cx065-05,Biblioteca Nacional,,Marc Ferrez,1910-01-01,1910,1910,NEGATIVO/ Vidro,GELATINA/ Prata,"i:/sp: 18,0 x 24,0 cm","Avenida Central, atual Rio Branco; Cinelândia",circa,,1910/1910,"24,0","18,0"
0071824cx065-06,Palácio Monroe,"Palácio Monroe, inaugurado em 1904 com a exposição Universal de Saint Louis, foi demolido em 1975 na Cinelândia.",Marc Ferrez,1905-01-01,1904,1910,NEGATIVO/ Vidro,GELATINA/ Prata,"i:/sp: 18,0 x 24,0 cm",Cinelândia,circa,,1904/1910,"24,0","18,0"
0071824cx065-07,Bairro do Flamengo visto do Morro Nova Cintra,"Destaque para a Igreja Nossa Senhora da Glória, o Largo do Machado, parte do Morro da Viúva e para o Morro do Pão de Açúcar.",Marc Ferrez,1890-01-01,1885,1895,NEGATIVO/ Vidro,GELATINA/ Prata,"i:/sp: 18,0 x 24,0 cm",Morro Nova Cintra,circa,,1885/1895,"24,0","18,0"
0071824cx065-08,"Enseada de Botafogo vista do alto do Corcovado, com o Morro do Pão de Açúcar ao fundo",,Marc Ferrez,1885-01-01,1880,1890,NEGATIVO/ Vidro,GELATINA/ Prata,"i:/sp: 18,0 x 24,0 cm",Corcovado,circa,,1880/1890,"24,0","18,0"
0071824cx065-09,Imprensa Nacional,"Prédio da Imprensa Nacional, ao fundo o morro de Santo Antônio. Inaugurado em 1877, o prédio da Imprensa Nacional foi demolido em 1941. O projeto é assinado pelo arquiteto carioca Antonio de Paula Freitas.",Marc Ferrez,1894-01-01,1889,1899,NEGATIVO/ Vidro,GELATINA/ Prata,"i/sp: 18,0 x 24,0 cm",Centro; Rua Treze de Maio,circa,,1889/1899,"24,0","18,0"
0071824cx065-10,Palácio Monroe,"Palácio Monroe, inaugurado em 1904 com a exposiçao Universal de Saint Louis, foi demolido em 1975 na Cinelândia.",Marc Ferrez,1905-01-01,1904,1910,NEGATIVO/ Vidro,GELATINA/ Prata,"i:/sp: 18,0 x 24,0 cm",Cinelândia,circa,,1904/1910,"24,0","18,0"
0071824cx065-11,Teatro Municipal,"Teatro inaugurado em 1909, como parte do conjunto arquitetônico das obras de reurbanização da Cidade do Rio de Janeiro, durante a prefeitura de Pereira Passos.",Marc Ferrez,1910-01-01,1909,1915,NEGATIVO/ Vidro,GELATINA/ Prata,"i:/sp: 18,0 x 24,0 cm","Avenida Central, atual Rio Branco; Cinelândia",circa,,1909/1915,"24,0","18,0"
0071824cx065-12,Teatro Municipal,"Teatro inaugurado em 1909, como parte do conjunto arquitetônico das obras de reurbanização da Cidade do Rio de Janeiro, durante a prefeitura de Pereira Passos.",Marc Ferrez,1910-01-01,1909,1915,NEGATIVO/ Vidro,GELATINA/ Prata,"i:/sp: 18,0 x 24,0 cm","Avenida Central, atual Rio Branco; Cinelândia",circa,,1909/1915,"24,0","18,0"
0071824cx066-02,Cascatinha da Tijuca,"Cascatinha da Tijuca (anteriormente conhecida como Cascatinha Taunay devido ao nome do artista francês que a pintou em 1820), está localizada no Parque Nacional da Tijuca, parte da Floresta da Tijuca.",Marc Ferrez,1885-01-01,1880,1890,NEGATIVO/ Vidro,GELATINA/ Prata,"i:/sp: 24,0 x 18,0 cm",Floresta da Tijuca,circa,,1880/1890,"18,0","24,0"
0071824cx066-08,Vista da Igreja de Nossa Senhora de Copacabana,Tomada das proximidades da atual entrada do forte de Copacabana.,Marc Ferrez,1885-01-01,1880,1890,NEGATIVO/ Vidro,GELATINA/ Prata,"i:/sp: 18,0 x 24,0 cm",Copacabana,circa,,1880/1890,"24,0","18,0"
0071824cx066-12,"Antigo prédio da Bolsa de Fundos Públicos (ou Bolsa de Valores), atual Centro Cultural do Banco do Brasil",,Marc Ferrez,1900-01-01,1895,1905,NEGATIVO/ Vidro,GELATINA/ Prata,"i:/sp: 24,0 x 18,0 cm","Rua Direita, atual Primeiro de Março",circa,,1895/1905,"18,0","24,0"
0071824cx066-13,Vista da Igreja de Nossa Senhora de Copacabana,Tomada das proximidades da atual entrada do forte de Copacabana.,Marc Ferrez,1885-01-01,1880,1890,NEGATIVO/ Vidro,GELATINA/ Prata,"i/sp: 18,0 x 24,0 cm",Copacabana,circa,,1880/1890,"24,0","18,0"
0071824cx066-14,Vista da Igreja de Nossa Senhora de Copacabana,Tomada das proximidades da atual entrada do forte de Copacabana.,Marc Ferrez,1885-01-01,1880,1890,NEGATIVO/ Vidro,GELATINA/ Prata,"i:/sp: 18,0 x 24,0 cm",Copacabana,circa,,1880/1890,"24,0","18,0"
0071824cx066-15,Vista do Outeiro da Glória,,Marc Ferrez,1883-01-01,1880,1888,NEGATIVO/ Vidro,GELATINA/ Prata,"i:/sp: 18,0 x 24,0 cm",Glória,circa,,1880/1888,"24,0","18,0"
0071824cx066-16,Vista do Outeiro da Glória,,Marc Ferrez,1883-01-01,1880,1888,NEGATIVO/ Vidro,GELATINA/ Prata,"i:/sp: 18,0 x 24,0 cm",Glória,circa,,1880/1888,"24,0","18,0"
0071824cx067-01,Estação das barcas na Praça XV de Novembro,,Marc Ferrez,1900-01-01,1885,1905,NEGATIVO/ Vidro,GELATINA/ Prata,"i:/sp: 18,0 x 24,0 cm",Centro,circa,,1885/1905,"24,0","18,0"
0071824cx067-02,"Cais Pharoux e, ao fundo, Mercado da Praia do Peixe","Vista do Cais Pharoux e adjacências, tomado de uma embarcação.",Marc Ferrez,1886-01-01,1881,1891,NEGATIVO/ Vidro,GELATINA/ Prata,"i:/sp: 18,0 x 24,0 cm",Baía de Guanabara,circa,,1881/1891,"24,0","18,0"
0071824cx067-03,Vista do Pão de Açúcar,,Marc Ferrez,1885-01-01,1880,1890,NEGATIVO/ Vidro,GELATINA/ Prata,"i:/sp: 18,0 x 24,0 cm",,circa,,1880/1890,"24,0","18,0"
0071824cx067-04,As pirâmides do Aqueduto da Carioca,,Marc Ferrez,1890-01-01,1885,1895,NEGATIVO/ Vidro,GELATINA/ Prata,"i:/sp: 18,0 x 24,0 cm","Estrada do Silvestre, atual Almirante Alexandrino; Santa Teresa",circa,,1885/1895,"24,0","18,0"
0071824cx067-05,"Entrada da Baía de Guanabara vista de Niterói, com destaque para o Morro do Pão de Açúcar",,Marc Ferrez,1885-01-01,1880,1890,NEGATIVO/ Vidro,GELATINA/ Prata,"i:/sp: 18,0 x 24,0 cm",Baía de Guanabara,circa,,1880/1890,"24,0","18,0"
0071824cx068-01,Vista da Alameda das Palmeiras,,Marc Ferrez,1885-01-01,1880,1890,NEGATIVO/ Vidro,GELATINA/ Prata,"i:/sp: 24,0 x 18,0 cm",Jardim Botânico,circa,,1880/1890,"18,0","24,0"
0071824cx068-09,"Rua Primeiro de Março, à direita, o prédio da Bolsa de Fundos Públicos (ou Bolsa de Valores), atual Centro Cultural Banco do Brasil",,Marc Ferrez,1900-01-01,1895,1905,NEGATIVO/ Vidro,GELATINA/ Prata,"i:/sp: 24,0 x 18,0 cm","Rua Direita, atual Primeiro de Março; Centro",circa,,1895/1905,"18,0","24,0"
0071824cx068-10,Vista da Praia de Botafogo,,Marc Ferrez,1900-01-01,1895,1905,NEGATIVO/ Vidro,GELATINA/ Prata,"i:/sp: 18,0 x 24,0 cm",Botafogo,circa,,1895/1905,"24,0","18,0"
0071824cx068-11,Pedra do Índio,"Pedra do Índio é um monumento de formação rochosa que se localiza na Praia das Flechas, do município de Niterói, estado do Rio de Janeiro. Conta-se uma história de quando Arariboia (o fundador da cidade) derrotou os franceses e recebeu de Estácio de Sá o direito de escolha para qualquer região da Guanabara como recompensa pela vitória, o cacique dos tupis logo apontou para as ""águas escondidas"" (em tupi: Niterói). Ao entrar na pequena baía que forma a orla Boa Viagem-Jurujuba, Araribóia avistou a pedra e achou obra de Tupã uma formação rochosa baseada em sua face.",Marc Ferrez,1884-01-01,1879,1889,NEGATIVO/ Vidro,GELATINA/ Prata,"i:/sp: 18,0 x 24,0 cm",Praia das Flechas,circa,,1879/1889,"24,0","18,0"
0071824cx068-12,Pedra de Itapuca,"Pedra de Itapuca, em Niterói, trata-se de um monumento natural localizado entre as praias de Icaraí e das Flechas, sob a designação indígena de Itapuca (pedra furada) por haver tido, em sua forma original, um túnel natural. A pedra foi parcialmente demolida por ordens do Presidente da Província, Conselheiro Pedreira, para dar prosseguimento ao Plano de Arruamento de 1840-1841, criando uma comunicação direta entre os bairros do Ingá e Icaraí.",Marc Ferrez,1884-01-01,1879,1889,NEGATIVO/ Vidro,GELATINA/ Prata,"i:/sp: 18,0 x 24,0 cm",Praia das Flechas,circa,,1879/1889,"24,0","18,0"
0071824cx068-13,Pedra do Índio,"Pedra do Índio é um monumento de formação rochosa que se localiza na Praia das Flechas, do município de Niterói, estado do Rio de Janeiro. Conta-se uma história de quando Arariboia (o fundador da cidade) derrotou os franceses e recebeu de Estácio de Sá o direito de escolha para qualquer região da Guanabara como recompensa pela vitória, o cacique dos tupis logo apontou para as ""águas escondidas"" (em tupi: Niterói). Ao entrar na pequena baía que forma a orla Boa Viagem-Jurujuba, Araribóia avistou a pedra e achou obra de Tupã uma formação rochosa baseada em sua face.",Marc Ferrez,1884-01-01,1879,1889,NEGATIVO/ Vidro,GELATINA/ Prata,"i:/sp: 18,0 x 24,0 cm",Praia das Flechas,circa,,1879/1889,"24,0","18,0"
0071824cx068-14,Bairro do Flamengo visto do Morro Nova Cintra,"Destaque para a Igreja Nossa Senhora da Glória, o Largo do Machado, e ao fundo o Pão de Açúcar e uma parte do Morro da Viúva.",Marc Ferrez,1890-01-01,1885,1895,NEGATIVO/ Vidro,GELATINA/ Prata,"i:/sp: 18,0 x 24,0 cm",Morro Nova Cintra,circa,,1885/1895,"24,0","18,0"
0071824cx068-16,Alameda das Palmeiras,Vista da Alameda das Palmeiras no Jardim Botânico do Rio de Janeiro.,Marc Ferrez,1885-01-01,1880,1890,NEGATIVO/ Vidro,GELATINA/ Prata,"i:/sp: 24,0 x 18,0 cm",Jardim Botânico,circa,,1880/1890,"18,0","24,0"
0071824cx070-02,"Vista da Baía de Guanabara, com destaque para o Pão de Açúcar","O panorama abrange também os bairros de Botafogo, Flamengo e Urca, vistos a partir do Corcovado.",Marc Ferrez,1887-01-01,1882,1892,NEGATIVO/ Vidro,GELATINA/ Prata,"i:/sp: 18,0 x 24,0 cm",Corcovado,circa,,1882/1892,"24,0","18,0"
0071824cx070-03,Ilha Fiscal,"Vista da Ilha Fiscal, tomada de uma embarcação. Transferida para a Marinha pelo Ministério da Fazenda, em 1913, a Ilha é hoje parte do Complexo Cultural do Serviço de Documentação da Marinha (DPHDM). Cenário do evento que ficou conhecido como “O Último Baile do Império”, realizado alguns dias antes da Proclamação da República.",Marc Ferrez,1895-01-01,1890,1900,NEGATIVO/ Vidro,GELATINA/ Prata,"i:/sp: 18,0 x 24,0 cm",Baía de Guanabara,circa,,1890/1900,"24,0","18,0"
0071824cx070-04,Escola Militar,,Marc Ferrez,1885-01-01,1880,1890,NEGATIVO/ Vidro,GELATINA/ Prata,"i:/sp: 18,0 x 24,0 cm",Praia Vermelha; Urca,circa,,1880/1890,"24,0","18,0"
0071824cx070-08,Mercado da Praia do Peixe,"Vista do Mercado da Praia do Peixe, próximo à atual rua do mercado.",Marc Ferrez,1890-01-01,1885,1895,NEGATIVO/ Vidro,GELATINA/ Prata,"i:/sp: 18,0 x 24,0 cm",Centro,circa,,1885/1895,"24,0","18,0"
0071824cx070-09,Vista do Largo da Carioca,"Vista do Largo da Carioca, com o Chafariz de 35 bicas ao fundo.",Marc Ferrez,1890-01-01,1885,1895,NEGATIVO/ Vidro,GELATINA/ Prata,"i:/sp: 18,0 x 24,0 cm",Centro,circa,,1885/1895,"24,0","18,0"
0071824cx070-10,Rua do Ouvidor,"Antiga rua de Aleixo Manuel, a rua do Ouvidor passou a chamar-se assim quando o primeiro magistrado da Capitania estabeleceu residência efetiva. Depois da chegada de D. João VI em 1808 e com a abertura dos portos ao comércio internacional, estrangeiros - principalmente ingleses e franceses - começaram a se estabelecer na cidade, trabalhando como atacadistas, importadores e varejistas, comercializando produtos como jóias, alfaias de luxo, tecidos e livros. Grandes modistas, cabeleireiros e doceiros ajudaram a transformar a Ouvidor numa das ruas de maior prestígio do Rio antigo.",Marc Ferrez,1890-01-01,1885,1895,NEGATIVO/ Vidro,GELATINA/ Prata,"i:/sp: 24,0 x 18,0 cm",Centro,circa,,1885/1895,"18,0","24,0"
0071824cx070-11,Estação das barcas na Praça XV de Novembro,"Os fundos da antiga estação das barcas, na região do centro no Rio de Janeiro, praça XV de Novembro e arredores.",Marc Ferrez,1890-01-01,1885,1895,NEGATIVO/ Vidro,GELATINA/ Prata,"i:/sp: 18,0 x 24,0 cm",Centro,circa,,1885/1895,"24,0","18,0"
0071824cx070-12,Praia dos mineiros,"Porto do Rio de janeiro e Praia dos Mineiros, entre a Praça XV de Novembro e o antigo Arsenal da Marinha.",Marc Ferrez,1890-01-01,1885,1995,NEGATIVO/ Vidro,GELATINA/ Prata,"i:/sp: 18,0 x 24,0 cm",Ilha das Cobras,circa,,1885/1995,"24,0","18,0"
