qid,Qid,P31,Lpt-br,Dpt-br,Den,P571,qal1319,qal1326,P17,P1259,qal2044,qal7787,qal8208,P170,P186,P195,P217,P2079,P4036,P2049,P2048,P7835
Q65621433,,Q125191,Arsenal da Marinha,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1890-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.89943276562017/-43.177866436161935,9.380548599841523U11573,36.291382844016866U28390,101.2725278870463U28390,Q3180571,Q11469,Q71989864,0071824cx112-02,Q172984,59.6892U28390,24.0U174728,18.0U174728,70979
Q65620680,,Q125191,Igreja de Nossa Senhora Mãe dos Homens,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1885-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.90191256670403/-43.1782217303362,13.336960811606481U11573,-75.07349151283674U28390,95.54188799429636U28390,Q3180571,Q11469,Q71989864,0071824cx112-03,Q172984,75.69U28390,18.0U174728,24.0U174728,70980
Q65620682,,Q125191,Palácio Itamaraty,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1890-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.90313774996039/-43.187608055016604,9.641647469747122U11573,-57.814065775904744U28390,100.66849514715629U28390,Q3180571,Q11469,Q71989864,0071824cx112-04,Q172984,59.12U28390,24.0U174728,18.0U174728,71081
Q89049253,,Q125191,Casa de oração da Igreja Evangélica Fluminense,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1890-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.902566100091356/-43.186478534878304,9.268029136754693U11573,162.8103192999615U28390,100.45767067992159U28390,Q3180571,Q11469,Q71989864,0071824cx112-05,Q172984,50.0U28390,18.0U174728,24.0U174728,70981
Q65620683,,Q125191,Igreja Matriz de Santa Rita,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1885-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.90002453667592/-43.18098077323117,11.75256667796121U11573,141.4219557136509U28390,99.92601594892513U28390,Q3180571,Q11469,Q71989864,0071824cx112-06,Q172984,45.0U28390,18.0U174728,24.0U174728,71082
Q65621434,,Q125191,Rua do Ouvidor,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1890-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.902456400101627/-43.17593443287565,8.177469616475205U11573,-107.2496001957785U28390,97.12024655161842U28390,Q3180571,Q11469,Q71989864,0071824cx112-07,Q172984,60.0U28390,18.0U174728,24.0U174728,71083
Q89049256,,Q125191,Ginásio Nacional,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1900-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.90207538800001/-43.18471407499995,8.245241323678002U11573,13.2644468128123U28390,101.03U28390,Q3180571,Q11469,Q71989864,0071824cx112-08,Q172984,60.0U28390,24.0U174728,18.0U174728,70982
Q65620686,,Q125191,Igreja São Pedro dos Clérigos,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1890-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.90097844027224/-43.180408601884395,12.58864403300688U11573,104.529911377597U28390,87.89913368847435U28390,Q3180571,Q11469,Q71989864,0071824cx112-10,Q172984,65.0U28390,18.0U174728,24.0U174728,70983
Q65620687,,Q125191,Igreja de Nossa Senhora da Lapa dos Mercadores,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1895-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.90186114544323/-43.17532785233592,11.99831619600332U11573,170.4016610704794U28390,102.35132786175079U28390,Q3180571,Q11469,Q71989864,0071824cx112-11,Q172984,61.09U28390,18.0U174728,24.0U174728,70984
Q65620688,,Q125191,Pavilhão do Club de Regatas Botafogo,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1900-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.94328648223144/-43.18226129861079,35.99225240575362U11573,163.02535288845118U28390,88.86783204097614U28390,Q3180571,Q11469,Q71989864,0071824cx114-01,Q172984,44.1838U28390,24.0U174728,18.0U174728,77609
Q65620689,,Q125191,A Glória vista a partir do Morro do Castelo,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1885-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.91820408164639/-43.181485170242574,92.23981586557288U11573,127.99703932397U28390,87.79712282998214U28390,Q3180571,Q11469,Q71989864,0071824cx114-02,Q172984,56.48U28390,24.0U174728,18.0U174728,77610
Q65620690,,Q125191,A Glória vista a partir do Morro do Castelo,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1885-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.91853546400002/-43.17867972399994,72.37587421587907U11573,125.79517728943969U28390,88.12429306335139U28390,Q3180571,Q11469,Q71989864,0071824cx114-03,Q172984,56.2U28390,,,77611
Q65620691,,Q125191,Vista do cais Pharoux,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1890-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.89595007403729/-43.17242022360193,49.43315054886502U11573,148.3877042582049U28390,88.50138961825476U28390,Q3180571,Q11469,Q71989864,0071824cx114-04,Q172984,42.44U28390,24.0U174728,18.0U174728,77612
Q65620692,,Q125191,Vista do cais Pharoux,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1890-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.89659054406858/-43.1746370719814,37.42661671097608U11573,161.36189200733432U28390,90.16168822534357U28390,Q3180571,Q11469,Q71989864,0071824cx114-05,Q172984,69.16U28390,24.0U174728,18.0U174728,77613
Q89049766,,Q125191,Vista do cais Pharoux,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1890-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.89659054406858/-43.1746370719814,37.42661671097608U11573,161.36189200733432U28390,90.16168822534357U28390,Q3180571,Q11469,Q71989864,0071824cx114-06,Q172984,69.16U28390,24.0U174728,18.0U174728,77614
Q65621437,,Q125191,Passeio Público,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1880-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.913754572881142/-43.17588123577644,10.637088379982231U11573,-80.24876545820909U28390,83.69004880865789U28390,Q3180571,Q11469,Q71989864,0071824cx125-01,COLÓDIO/ Prata,45.0U28390,24.0U174728,18.0U174728,77646
Q65621438,,Q125191,Enseada de Botafogo,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1885-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.941562180745283/-43.17778347156296,8.227169165832423U11573,-111.78986443740429U28390,89.85957586991275U28390,Q3180571,Q11469,Q71989864,0071824cx126-01,Q172984,44.26U28390,,,77634
Q65620699,,Q125191,"Panorama do centro do Rio de Janeiro, a partir da Ilha das Cobras, no primeiro plano a Alfândega e a torre da Candelária",Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1890-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.896662410582238/-43.174303427110175,40.66221395007633U11573,-150.9215751043574U28390,92.44964185365446U28390,Q3180571,Q11469,Q71989864,0071824cx126-02,Q172984,55.44U28390,24.0U174728,18.0U174728,77635
Q89049777,,Q125191,Igreja de São Joaquim,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1890-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.901974853998645/-43.18460868219494,8.913401850490516U11573,53.27588192714081U28390,96.83269373971349U28390,Q3180571,Q11469,Q71989864,0071824cx126-05,Q172984,60.0U28390,18.0U174728,24.0U174728,77636
Q65620700,,Q125191,Panorama do Rio de Janeiro visto a partir da Ilha das Cobras,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1890-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.896295404072514/-43.17398941634161,40.541150716855505U11573,-138.19414421936952U28390,91.04150148523253U28390,Q3180571,Q11469,Q71989864,0071824cx126-06,Q172984,55.59U28390,24.0U174728,18.0U174728,77637
Q65620701,,Q125191,"Bairro da Lapa a partir de Santa Teresa, ao fundo o Morro do Castelo",Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1890-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.916548852075554/-43.17965275988756,63.12687124838035U11573,46.99764471261482U28390,83.38279721800303U28390,Q3180571,Q11469,Q71989864,0071824cx126-08,Q172984,45.0U28390,24.0U174728,18.0U174728,77638
Q65620702,,Q125191,Panorama dos bairros do Flamengo e Catete,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1890-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.923911303024077/-43.17490485068854,52.44805757738797U11573,-138.21455057465272U28390,89.53217103114962U28390,Q3180571,Q11469,Q71989864,0071824cx126-09,Q172984,55.27U28390,24.0U174728,18.0U174728,77639
Q65620704,,Q125191,Monumento em homenagem a Pedro Álvares Cabral,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1902-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.92000915994031/-43.17696523116511,16.58886410765188U11573,129.1529383145938U28390,95.2468734854192U28390,Q3180571,Q11469,Q71989864,0071824cx126-10,Q172984,46.07U28390,24.0U174728,18.0U174728,77640
Q65620705,,Q125191,"Entrada da Baía de Guanabara, ao fundo o Pão de Açúcar",Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1891-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.943322682744842/-43.11505602859332,137.850100540239U11573,-103.21549168605742U28390,87.28424741287594U28390,Q3180571,Q11469,Q71989864,0071824cx126-11,Q172984,50.41U28390,24.0U174728,18.0U174728,77641
Q89049781,,Q125191,Igreja Nossa Senhora da Glória,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1890-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.93064494901401/-43.17927935998019,9.997571873446775U11573,-141.7047596401536U28390,103.1590586383507U28390,Q3180571,Q11469,Q71989864,0071824cx127-06,Q172984,49.37U28390,,,77642
Q89050035,,Q125191,Catedral Presbiteriana do Rio de Janeiro,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1895-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.93283187135359/-43.17787450365651,10.53919780091435U11573,-128.9523214011304U28390,101.4580039789164U28390,Q3180571,Q11469,Q71989864,0071824cx127-07,Q172984,50.0U28390,18.0U174728,24.0U174728,77643
Q89050039,,Q125191,Catedral Presbiteriana do Rio de Janeiro,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1895-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.93282488418597/-43.17782443394015,10.43355295798367U11573,-121.52075927750151U28390,96.387025334311U28390,Q3180571,Q11469,Q71989864,0071824cx127-08,Q172984,50.0U28390,18.0U174728,24.0U174728,77644
Q89050044,,Q125191,"Ambulantes no largo do Paço, morro do Castelo ao fundo",Fotografia de Gomes Junior,Photograph by Gomes Junior,1899-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.90254032466777/-43.17359293718365,16.94699591831531U11573,-175.17473492694617U28390,85.3435023560955U28390,Q86942676,Q11469,Q71989864,0071824cxambulantesb-05,Q172984,50.0U28390,24.0U174728,18.0U174728,77652
Q89050042,,Q125191,Rua da Quitanda,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1890-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.904508402131075/-43.17632915831353,9.53533549281348U11573,-175.4954854725775U28390,95.70713253008242U28390,Q3180571,Q11469,Q71989864,0071824cxavulsos2-03,Q172984,50.0U28390,18.0U174728,24.0U174728,77647
Q89050047,,Q125191,Rua da Quitanda,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1890-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.90450840213109/-43.17632915831353,9.315041801411796U11573,-175.4954854725775U28390,95.70713253008242U28390,Q3180571,Q11469,Q71989864,0071824cxavulsos2-04,Q172984,50.0U28390,18.0U174728,24.0U174728,77648
Q89050045,,Q125191,"Cine Pathé na Avenida Central, 116",Fotografia de Augusto Malta,Photograph by Augusto Malta,1926-06-25T00:00:00Z/11,,,Q155,@-22.90441225413538/-43.17782435570178,7.959964420096057U11573,-98.06104490201908U28390,97.32904604475678U28390,Q16495239,Q11469,Q71989864,0071824cxjulioferrez2-01,Q172984,39.9U28390,18.0U174728,24.0U174728,77653
Q89050205,,Q125191,"Aqueduto da Carioca, também conhecido como Arcos da Lapa",Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1896-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.91185954800003/-43.17918581799999,25.25102276975484U11573,-131.36U28390,87.15999999999997U28390,Q3180571,Q11469,Q71989864,0071824cxminas3-07,Q172984,52.09U28390,24.0U174728,18.0U174728,77678
Q65620707,,Q125191,"Praça XV de Novembro, antiga Praça D. Pedro II",Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1890-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.9027082974123/-43.173873163421135,21.10329347029435U11573,59.46130885371022U28390,87.30951950733048U28390,Q3180571,Q11469,Q71989864,0071824cxpintcand-01,Q172984,54.99U28390,24.0U174728,18.0U174728,77654
Q65620708,,Q125191,Praça XV de Novembro,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1903-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.902684451312922/-43.17384735824744,19.47370923802062U11573,-123.42176651489609U28390,89.66356185556991U28390,Q3180571,Q11469,Q71989864,0071824cxpintcand-03,Q172984,66.96U28390,24.0U174728,18.0U174728,77655
Q65620709,,Q125191,"Praça XV de Novembro, ao centro, o Chafariz do Mestre Valentin",Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1903-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.90290032658716/-43.174841195517615,10.3525451463498U11573,76.56216426623071U28390,91.94931317637779U28390,Q3180571,Q11469,Q71989864,0071824cxpintcand-04,Q172984,50.0U28390,24.0U174728,18.0U174728,77656
Q89050049,,Q125191,"Entrada da Baía de Guanabara, ao fundo o Pão de Açúcar",Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1885-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.935354176388174/-43.12430076183932,117.137874395086U11573,-63.557663066740396U28390,90.31579267771835U28390,Q3180571,Q11469,Q71989864,0071824cxrio1-09,Q172984,57.22U28390,24.0U174728,18.0U174728,77657
Q65621439,,Q125191,Morro do Corcovado tomado da Floresta da Tijuca,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1886-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.953101324000002/-43.225850022999936,499.0297065691914U11573,83.58136292330619U28390,89.64972099536672U28390,Q3180571,Q11469,Q71989864,0071824cxrio2-02_2,Q172984,51.95U28390,18.0U174728,24.0U174728,77679
Q65620711,,Q125191,"Panorama do centro do Rio, ao fundo a Ilha Fiscal",Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1890-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.906950582612172/-43.17242231796462,60.62707562006561U11573,6.522581350970586U28390,90.87560213146028U28390,Q3180571,Q11469,Q71989864,0071824cxrio2-03,Q172984,50.02U28390,24.0U174728,18.0U174728,77658
Q65621440,,Q125191,Pedra de Itapuca,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1884-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.905338895333987/-43.1193741283582,9.897719121967496U11573,-117.7757974240543U28390,91.64522449650835U28390,Q3180571,Q11469,Q71989864,0071824cxrio2-04,COLÓDIO/ Prata,54.34U28390,24.0U174728,18.0U174728,77659
Q65620713,,Q125191,"Mercado da Praia do Peixe, ao fundo, torres da Igreja da Ordem Terceira do Carmo",Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1890-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.901476202999987/-43.17307630599996,9.542185783538033U11573,-117.7959408337612U28390,92.52U28390,Q3180571,Q11469,Q71989864,0071824cxrio2-05,Q172984,39.95U28390,24.0U174728,18.0U174728,77680
Q65621441,,Q125191,"Rua Primeiro de Março, com destaque para a Igreja de Santa Cruz dos Militares",Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1890-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.90192904881144/-43.17630307246005,16.71295075320511U11573,119.6087943010037U28390,87.73067272340323U28390,Q3180571,Q11469,Q71989864,0071824cxrio2-06,Q172984,53.31U28390,24.0U174728,18.0U174728,77660
Q65620715,,Q125191,Entrada da Baía de Guanabara e Pão de Açucar,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1885-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.951665791031427/-43.11210014470083,24.72393751919356U11573,-94.18496854216437U28390,85.1199411668761U28390,Q3180571,Q11469,Q71989864,0071824cxrio2-07,Q172984,50.0U28390,24.0U174728,18.0U174728,77681
Q65620716,,Q125191,Fortaleza da Laje após a Revolta da Armada,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1893-01-01T00:00:00Z/9,,,Q155,@-22.932770168000012/-43.14848762199994,5.805171392293824U11573,139.1789980898806U28390,92.07U28390,Q3180571,Q11469,Q71989864,0071824cxrio2-08,Q172984,40.0U28390,24.0U174728,18.0U174728,77661
Q65620718,,Q125191,Procissão Marítima,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1890-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.94280283701441/-43.162088654381286,3.273849454535734U11573,-111.8426677313534U28390,87.87615610611849U28390,Q3180571,Q11469,Q71989864,0071824cxrio2-09,Q172984,40.0U28390,24.0U174728,18.0U174728,77662
Q65620719,,Q125191,Regatas na Praia de Botafogo,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1895-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.94634049299992/-43.180496850999916,3.787960021321934U11573,166.7993010106342U28390,94.4032544162137U28390,Q3180571,Q11469,Q71989864,0071824cxrio2-10,Q172984,41.74U28390,24.0U174728,18.0U174728,77663
Q65621575,,Q125191,"Rua Direita, atual rua Primeiro de Março",Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1890-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.90181332017775/-43.17633915940082,15.29313895041743U11573,3.758677091547718U28390,100.1325770598464U28390,Q3180571,Q11469,Q71989864,0071824cxrio2-11,Q172984,70.07U28390,18.0U174728,24.0U174728,77664
Q65621443,,Q125191,Enseada de Botafogo,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1880-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.940894306612147/-43.177627613671866,8.321508327677853U11573,-114.6189938151355U28390,94.7233147965403U28390,Q3180571,Q11469,Q71989864,0071824cxrio2-12,COLÓDIO/ Prata,52.24U28390,,,77665
Q65620722,,Q125191,"Rua São Clemente, ao fundo o morro do Corcovado",Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1885-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.95033652306512/-43.19197281376687,8.969220225694366U11573,-95.03710700509713U28390,99.6786460208923U28390,Q3180571,Q11469,Q71989864,0071824cxrio2-13,COLÓDIO/ Prata,45.85U28390,18.0U174728,24.0U174728,77682
Q65620723,,Q125191,Morro do Pão de Açúcar visto a partir da Fortaleza de Santa Cruz,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1885-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.935893353249067/-43.13296970851943,7.30963757058216U11573,-126.7628211123662U28390,90.45677343330163U28390,Q3180571,Q11469,Q71989864,0071824cxrio3-01,Q172984,41.82U28390,24.0U174728,18.0U174728,77666
Q89050048,,Q125191,Ilha da Boa Viagem,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1890-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.90839593978437/-43.13036104373579,9.870915468325975U11573,-134.28960333137698U28390,90.87391982803992U28390,Q3180571,Q11469,Q71989864,0071824cxrio3-02,Q172984,40.15U28390,24.0U174728,18.0U174728,77667
Q89050052,,Q125191,Bairro do Flamengo visto do Morro Nova Cintra,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1890-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.92883244200007/-43.18365824399999,132.5206962416218U11573,116.49308969540961U28390,86.10179259045816U28390,Q3180571,Q11469,Q71989864,0071824cxrio3-04,Q172984,44.02U28390,24.0U174728,18.0U174728,77669
Q89050056,,Q125191,"Rua Direita, atual rua Primeiro de Março",Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1890-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.90276602552229/-43.17575900413907,16.77981325146382U11573,-5.762567737734952U28390,97.6667108933836U28390,Q3180571,Q11469,Q71989864,0071824cxrio3-05,Q172984,52.48U28390,18.0U174728,24.0U174728,77683
Q89050053,,Q125191,Passeio Público,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1890-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.913763241000012/-43.17583902699996,12.523543460599731U11573,-73.41000000000003U28390,86.33000000000011U28390,Q3180571,Q11469,Q71989864,0071824cxrio3-09,Q172984,50.0U28390,24.0U174728,18.0U174728,77670
Q65621444,,Q125191,Imprensa Nacional,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1880-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.90697109119187/-43.17816932059547,12.613041396955198U11573,-177.7011887931493U28390,86.55600793876202U28390,Q3180571,Q11469,Q71989864,0071824cxrio4-05,COLÓDIO/ Prata,54.6U28390,24.0U174728,18.0U174728,77671
Q65620727,,Q125191,Igreja Anglicana,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1905-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.90987843385716/-43.17676960737429,10.64601187420892U11573,-62.78436847679475U28390,101.47942932231109U28390,Q3180571,Q11469,Q71989864,0071824cxsn1-04,Q172984,50.0U28390,18.0U174728,24.0U174728,77672
Q89050059,,Q125191,"Real Gabinete Português de Leitura, na rua Luís de Camões. À direita, os fundos da Escola Politécnica, atual IFCS/UFRJ",Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1890-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.90569100358913/-43.18196957862556,12.142028018441561U11573,-34.498813513641146U28390,101.1793040790037U28390,Q3180571,Q11469,Q71989864,0071824cxsn1-10,Q172984,50.0U28390,18.0U174728,24.0U174728,77674
Q89050055,,Q125191,Igreja Anglicana,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1905-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.90987843385716/-43.17676960737429,11.21774546265733U11573,-62.78436847679475U28390,101.47942932231109U28390,Q3180571,Q11469,Q71989864,0071824cxsn1-12,Q172984,50.0U28390,18.0U174728,24.0U174728,77673
Q65620728,,Q125191,"Avenida Central, atual Rio Branco",Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1905-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.90229475712113/-43.178819347633954,15.99462047136312U11573,141.8922725222826U28390,90.24023719007099U28390,Q3180571,Q11469,Q71989864,0071824cxsn2-01,Q172984,45.0U28390,24.0U174728,18.0U174728,77675
Q65620729,,Q125191,"Avenida Central, atual Rio Branco",Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1905-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.901585797835622/-43.178821023882406,21.59408432008887U11573,-179.8574550403692U28390,85.19970327078421U28390,Q3180571,Q11469,Q71989864,0071824cxsn2-02,Q172984,60.0U28390,24.0U174728,18.0U174728,77676
Q65620731,,Q125191,"Praia de Copacabana, ao fundo a Igreja de Nossa Senhora de Copacabana",Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1900-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.984463800953943/-43.18913884688642,8.006800734258254U11573,114.7379557372033U28390,94.44340480498731U28390,Q3180571,Q11469,Q71989864,0071824cxsn2-03,Q172984,50.0U28390,24.0U174728,18.0U174728,77677
