identifier,title,description,author,date,start_date,end_date,dimensions,fabrication_method,place,accurate_date,image_width,image_height,lat,lng,height,heading,tilt,fov,geometry,image
002080RJ2711,Vista tomada das ruínas do Morro do Castelo,,Guilherme Santos,1928-01-01,1928-01-01,1928-01-01,"i: 4,5 x 11 cm",GELATINA/ Prata,Centro,True,11,"4,5",-22.906325,-43.174299,48.78,-166.43,84.29,44.4,"POLYGON ((-43.17429939012783 -22.90632533820956, -43.17310852322599 -22.91355576461797, -43.17388367576094 -22.91362846697053, -43.17466283249749 -22.91363083242645, -43.17543848852127 -22.91356283820143, -43.17620317265337 -22.91342513922208, -43.1769495194475 -22.91321906181457, -43.17767034016642 -22.91294659092335, -43.17835869205209 -22.91261035098325, -43.1789407458426 -22.91225867650819, -43.17429939012783 -22.90632533820956))",https://raw.githubusercontent.com/imaginerio/situated-views/master/images/2/002080RJ2711.jpg
002080RJ2712,Vista tomada do Morro do Castelo,,Guilherme Santos,1917-01-01,1912-01-01,1922-01-01,"i: 4,5 x 11 cm",GELATINA/ Prata,Centro,False,11,"4,5",-22.905977,-43.174036,59.7,-96.76,94.25,45.0,"POLYGON ((-43.17403566179247 -22.90597732543795, -43.17744251476638 -22.90773579962396, -43.17761322344187 -22.90741973430195, -43.17774947714703 -22.90708977803051, -43.17784996390279 -22.90674910855843, -43.17791371621899 -22.90640100678709, -43.17794012040227 -22.90604882517103, -43.17792892245558 -22.90569595543024, -43.1778802305132 -22.90534579588532, -43.17403566179247 -22.90597732543795))",https://raw.githubusercontent.com/imaginerio/situated-views/master/images/2/002080RJ2712.jpg
002080RJ2713,Vista tomada das ruínas do Morro do Castelo,,Guilherme Santos,1917-01-01,1912-01-01,1922-01-01,"i: 4,5 x 11 cm",GELATINA/ Prata,,False,11,"4,5",-22.908682000000002,-43.173363,59.07,62.44,92.39,45.0,"POLYGON ((-43.17336313734197 -22.90868214708116, -43.17085621517801 -22.9059238946494, -43.17057478395748 -22.9061635166577, -43.17032020461269 -22.90642739423743, -43.17009492891622 -22.90671298623701, -43.16990112648651 -22.90701754237747, -43.16974066388975 -22.90733812973423, -43.16961508665837 -22.90767166097824, -43.16952560439942 -22.90801492410469, -43.17336313734197 -22.90868214708116))",https://raw.githubusercontent.com/imaginerio/situated-views/master/images/2/002080RJ2713.jpg
002080RJ2714,Morro do Castelo - Ruínas,,Guilherme Santos,1928-01-01,1928-01-01,1928-01-01,"i: 4,5 x 11 cm",GELATINA/ Prata,Centro,True,11,"4,5",-22.907242999999998,-43.173696,54.77,67.85,77.46,45.0,"POLYGON ((-43.17369552952357 -22.90724349684129, -43.17091746841619 -22.90471526214516, -43.17066182043084 -22.90497825938053, -43.17043538726293 -22.90526307200333, -43.17024034967585 -22.90556695724069, -43.17007858612914 -22.90588698862969, -43.16995165468239 -22.90622008419619, -43.16986077798308 -22.90656303613199, -43.16980683148307 -22.90691254168454, -43.17369552952357 -22.90724349684129))",https://raw.githubusercontent.com/imaginerio/situated-views/master/images/2/002080RJ2714.jpg
002080RJ2717,"Chafariz do Monroe, na Praça XV de novembro",,Guilherme Santos,,,,"i: 4,5 x 11 cm",GELATINA/ Prata,Praça XV,False,11,"4,5",-22.901991,-43.172827000000005,7.69,-145.4,98.28,45.0,"POLYGON ((-43.17282715440231 -22.90199146470452, -43.17364595288415 -22.90550878603153, -43.17401627926835 -22.90541791891546, -43.17437515286476 -22.90529405238291, -43.17471911730403 -22.90513837942483, -43.17504485984191 -22.90495239936352, -43.17534924326961 -22.90473790340924, -43.17562933613183 -22.9044969574053, -43.17588244096127 -22.90423188192778, -43.17282715440231 -22.90199146470452))",https://raw.githubusercontent.com/imaginerio/situated-views/master/images/2/002080RJ2717.jpg
002080RJ2718,,,Guilherme Santos,,,,"i: 4,5 x 11 cm",GELATINA/ Prata,,False,11,"4,5",-22.951013,-43.163546999999994,220.4,46.72,80.41,45.0,"POLYGON ((-43.16354676399654 -22.95101293800455, -43.15243855012802 -22.9282667605784, -43.1500711972763 -22.92937887871073, -43.1478335594943 -22.93069931688419, -43.14574718056789 -22.93221536444614, -43.143832150184 -22.93391242733465, -43.14210691058245 -22.93577416838529, -43.14058807896874 -22.93778266441825, -43.13929028739722 -22.93991857860241, -43.16354676399654 -22.95101293800455))",https://raw.githubusercontent.com/imaginerio/situated-views/master/images/2/002080RJ2718.jpg
002080RJ2719,,,Guilherme Santos,,,,"i: 4,5 x 11 cm",GELATINA/ Prata,,False,11,"4,5",-22.924516,-43.172858000000005,9.7,-55.23,96.31,45.0,"POLYGON ((-43.1728575228118 -22.92451639579787, -43.17667402498303 -22.92375177512088, -43.17657427058656 -22.9234109200263, -43.17643872275072 -22.92308071159551, -43.17626868709478 -22.92276432982702, -43.17606580133253 -22.922464821543, -43.17583201949343 -22.92218507105088, -43.17556959309929 -22.9219277723705, -43.175281049478 -22.92169540329428, -43.17496916742325 -22.92149020152986, -43.17496916742325 -22.92149020152986, -43.1728575228118 -22.92451639579787))",https://raw.githubusercontent.com/imaginerio/situated-views/master/images/2/002080RJ2719.jpg
002080RJ2804,Carnaval,,Guilherme Santos,1927-01-01,1927-01-01,1927-01-01,"i: 4,5 x 11 cm",GELATINA/ Prata,Avenida Rio Branco,True,11,"4,5",-22.903551999999998,-43.178275,8.28,-28.67,92.95,45.0,"POLYGON ((-43.17827483746554 -22.90355153090206, -43.18131693813176 -22.90129595732864, -43.18106228454494 -22.90103214843205, -43.18078078781016 -22.90079260234915, -43.18047515887176 -22.90057962590545, -43.18014834102388 -22.90039527005093, -43.17980348156816 -22.90024131011333, -43.17944390150853 -22.90011922870529, -43.17907306357508 -22.90003020145014, -43.17827483746554 -22.90355153090206))",https://raw.githubusercontent.com/imaginerio/situated-views/master/images/2/002080RJ2804.jpg
002080RJ2805,Carnaval,,Guilherme Santos,1927-01-01,1927-01-01,1927-01-01,"i: 4,5 x 11 cm",GELATINA/ Prata,Avenida Rio Branco,True,11,"4,5",-22.910833,-43.175422999999995,10.29,54.15,90.24,45.0,"POLYGON ((-43.1754226583231 -22.91083332579029, -43.1733732348486 -22.90777117618565, -43.17305725989034 -22.90797095270161, -43.17276406357387 -22.9081982950223, -43.17249646949007 -22.90845101384962, -43.17225705472356 -22.90872667549781, -43.17204812503356 -22.90902262532591, -43.17187169264584 -22.90933601329844, -43.17172945686924 -22.90966382142801, -43.1754226583231 -22.91083332579029))",https://raw.githubusercontent.com/imaginerio/situated-views/master/images/2/002080RJ2805.jpg
002080RJ2807,Desfile de corsos durante o carnaval,,Guilherme Santos,1927-01-01,1922-01-01,1932-01-01,"i: 4,5 x 11 cm",GELATINA/ Prata,Avenida Rio Branco,False,11,"4,5",-22.904619,-43.177898,8.81,-7.48,91.89,45.0,"POLYGON ((-43.1778979885958 -22.90461850818256, -43.17984918181041 -22.90150243783746, -43.17950822188566 -22.90134127120293, -43.17915175565464 -22.9012116654689, -43.17878321586846 -22.90111486871745, -43.17840615151832 -22.90105181308322, -43.17802419366628 -22.90102310577909, -43.17764102048678 -22.90102902325027, -43.1772603218548 -22.90106950851279, -43.1778979885958 -22.90461850818256))",https://raw.githubusercontent.com/imaginerio/situated-views/master/images/2/002080RJ2807.jpg
002080RJ2808,Carnaval,,Guilherme Santos,1928-01-01,1928-01-01,1928-01-01,"i: 4,5 x 11 cm",GELATINA/ Prata,Rua do Rosário,True,11,"4,5",-22.903748999999998,-43.178319,16.32,-0.62,82.96,45.0,"POLYGON ((-43.17831894361988 -22.90374949756138, -43.17985256232902 -22.90044122898705, -43.17949316551528 -22.90031868922613, -43.17912246115817 -22.90022918923249, -43.17874401908853 -22.90017359087392, -43.17836148363251 -22.90015242955115, -43.17797853852541 -22.90016590904315, -43.17759887144642 -22.90021389954532, -43.17722613851554 -22.90029593891919, -43.17831894361988 -22.90374949756138))",https://raw.githubusercontent.com/imaginerio/situated-views/master/images/2/002080RJ2808.jpg
002080RJ2809,Carnaval,,Guilherme Santos,1930-01-01,1930-01-01,1930-01-01,"i: 4,5 x 11 cm",GELATINA/ Prata,Avenida Rio Branco,True,11,"4,5",-22.904201,-43.177914,8.88,-171.86,92.11,45.0,"POLYGON ((-43.17791382599999 -22.904201066, -43.17694527244571 -22.90768595505861, -43.17732076090981 -22.9077566238274, -43.17770196136279 -22.9077930497455, -43.17808520234968 -22.90779488198377, -43.17846679275783 -22.90776210289533, -43.17884305737558 -22.90769502818565, -43.17921037229764 -22.90759430387111, -43.17956519983567 -22.90746090005558, -43.17791382599999 -22.904201066))",https://raw.githubusercontent.com/imaginerio/situated-views/master/images/2/002080RJ2809.jpg
002080RJ2810,Carnaval,,Guilherme Santos,1930-01-01,1930-01-01,1930-01-01,"i: 4,5 x 11 cm",GELATINA/ Prata,Avenida Rio Branco,True,11,"4,5",-22.906193,-43.177238,9.08,6.04,95.61,45.0,"POLYGON ((-43.17723823329757 -22.90619255102093, -43.17834457908715 -22.9027426471966, -43.17797216321224 -22.90265936944337, -43.17759267974172 -22.9026101172919, -43.17720978302782 -22.90259536503014, -43.17682716028383 -22.90261525471916, -43.17644849608541 -22.90266959482556, -43.17607743689724 -22.90275786206536, -43.17571755596629 -22.902879206442, -43.17723823329757 -22.90619255102093))",https://raw.githubusercontent.com/imaginerio/situated-views/master/images/2/002080RJ2810.jpg
002080RJ2813,Carnaval,,Guilherme Santos,1915-01-01,1915-01-01,1915-01-01,"i: 4,5 x 11 cm",GELATINA/ Prata,,True,11,"4,5",-22.904854999999998,-43.17778,8.42,169.54,99.85,45.0,"POLYGON ((-43.17778039980747 -22.90485488790338, -43.17565585133907 -22.90787325517958, -43.1759872635763 -22.9080505434172, -43.17633594591275 -22.90819705511817, -43.17669854015521 -22.90831137919301, -43.17707155409177 -22.90839241455583, -43.17745139513268 -22.90843938073159, -43.17783440491894 -22.90845182537481, -43.17821689456522 -22.90842962862729, -43.17778039980747 -22.90485488790338))",https://raw.githubusercontent.com/imaginerio/situated-views/master/images/2/002080RJ2813.jpg
002080RJ2815,Carnaval,,Guilherme Santos,1932-01-01,1932-01-01,1932-01-01,"i: 4,5 x 11 cm",GELATINA/ Prata,Rua do Rosário,True,11,"4,5",-22.903526,-43.179237,17.39,-129.65,59.42,45.0,"POLYGON ((-43.17923664761538 -22.903526282204, -43.18106126791464 -22.90670677158439, -43.18139091132657 -22.90652671211078, -43.18169980662855 -22.90631775635835, -43.18198497890246 -22.90608191681374, -43.18224368175204 -22.9058214648746, -43.18247342375337 -22.90553890896965, -43.18267199244767 -22.90523697039595, -43.18283747564528 -22.9049185571064, -43.17923664761538 -22.903526282204))",https://raw.githubusercontent.com/imaginerio/situated-views/master/images/2/002080RJ2815.jpg
002080RJ2816,Carnaval,,Guilherme Santos,1928-01-01,1928-01-01,1928-01-01,"i: 4,5 x 11 cm",GELATINA/ Prata,Rua do Rosário,True,11,"4,5",-22.904206,-43.17797,8.27,179.02,89.22,45.0,"POLYGON ((-43.17797028999998 -22.90420625200001, -43.17641406023362 -22.90750556568078, -43.1767726308082 -22.90763018889448, -43.17714273636649 -22.9077218369366, -43.17752081233657 -22.90777962711884, -43.17790321736339 -22.90780300284664, -43.17828626838762 -22.90779173898117, -43.1786662761266 -22.90774594400822, -43.17903958061547 -22.90766605899303, -43.17797028999998 -22.90420625200001))",https://raw.githubusercontent.com/imaginerio/situated-views/master/images/2/002080RJ2816.jpg
002080RJ2902,Vista tomada do Morro do Castelo,,Guilherme Santos,1924-01-01,1924-01-01,1924-01-01,"i: 4,5 x 11 cm",GELATINA/ Prata,Centro,True,11,"4,5",-22.907308999999998,-43.174688,61.94,168.02,83.57,44.8,"POLYGON ((-43.1746878049067 -22.90730945555081, -43.16938435824465 -22.91445441412339, -43.17017021835505 -22.91489884046601, -43.17099959257769 -22.91527017341371, -43.17186449253926 -22.91556483621373, -43.17275658749432 -22.91577999059458, -43.17366728460441 -22.9159135641196, -43.17458781174851 -22.91596427016041, -43.17550930206527 -22.91593162029713, -43.17638417941568 -22.91582254906307, -43.1746878049067 -22.90730945555081))",https://raw.githubusercontent.com/imaginerio/situated-views/master/images/2/002080RJ2902.jpg
002080RJ2904,Vista tomada das ruínas do Morro do Castelo,,Guilherme Santos,1924-01-01,1922-01-01,1932-01-01,"i: 4,5 x 11 cm",GELATINA/ Prata,Centro,True,11,"4,5",-22.906093,-43.172914,57.51,101.15,86.61,45.0,"POLYGON ((-43.17291382799999 -22.906093188, -43.15995118417888 -22.90369570076109, -43.15975843669595 -22.90487761764411, -43.15969237942168 -22.90607124621846, -43.15975365185821 -22.90726509134597, -43.15994166725577 -22.9084476555003, -43.16025461813527 -22.90960754949992, -43.16068949357172 -22.91073360220918, -43.16124210807719 -22.91181496815011, -43.17291382799999 -22.906093188))",https://raw.githubusercontent.com/imaginerio/situated-views/master/images/2/002080RJ2904.jpg
002080RJ2907,Panorama para a enseada da Glória,,Guilherme Santos,1917-01-01,1912-01-01,1922-01-01,"i: 4,5 x 11 cm",GELATINA/ Prata,Morro do Castelo,False,11,"4,5",-22.907247,-43.172027,33.48,-162.07,85.18,45.0,"POLYGON ((-43.17202681751002 -22.90724660164477, -43.1717158752778 -22.91083246270431, -43.1720989504141 -22.91084326942863, -43.172481330816 -22.91081943735955, -43.17285933366132 -22.91076119603106, -43.17322931829947 -22.91066910638285, -43.17358772132341 -22.91054405535643, -43.17393109089701 -22.9103872473508, -43.1742561200065 -22.91020019262, -43.17202681751002 -22.90724660164477))",https://raw.githubusercontent.com/imaginerio/situated-views/master/images/2/002080RJ2907.jpg
002080RJ2913,,,Guilherme Santos,,,,"i: 4,5 x 11 cm",GELATINA/ Prata,Morro do Castelo,False,11,"4,5",-22.908339,-43.173543,11.99,67.85,88.18,45.0,"POLYGON ((-43.17354330270096 -22.90833917870214, -43.1707649778536 -22.90581116899071, -43.17050935290357 -22.90607418692801, -43.17028294508903 -22.90635901788675, -43.17008793492933 -22.90666291891748, -43.16992620061987 -22.90698296340518, -43.16979929993872 -22.90731606924955, -43.16970845523715 -22.90765902854339, -43.16965454165886 -22.90800853846328, -43.17354330270096 -22.90833917870214))",https://raw.githubusercontent.com/imaginerio/situated-views/master/images/2/002080RJ2913.jpg
002080RJ2916,,,Guilherme Santos,,,,"i: 4,5 x 11 cm",GELATINA/ Prata,Morro do Castelo,False,11,"4,5",-22.907595,-43.173415999999996,52.51,175.46,92.43,45.0,"POLYGON ((-43.17341573151762 -22.90759483005946, -43.17164056335064 -22.91079900304646, -43.17199007243523 -22.91094384817841, -43.17235331241037 -22.91105643970131, -43.17272678484353 -22.91113569321578, -43.17310689272799 -22.91118084540821, -43.1734899751341 -22.91119146140413, -43.17387234247687 -22.91116743895758, -43.17425031205996 -22.91110900943616, -43.17341573151762 -22.90759483005946))",https://raw.githubusercontent.com/imaginerio/situated-views/master/images/2/002080RJ2916.jpg
002080RJ2918,,,Guilherme Santos,,,,"i: 4,5 x 11 cm",GELATINA/ Prata,Morro do Castelo,False,11,"4,5",-22.906463000000002,-43.174347999999995,60.84,68.79,79.58,45.0,"POLYGON ((-43.17434797102398 -22.90646346614843, -43.17152518723179 -22.90397763495897, -43.17127426798486 -22.90424446737044, -43.17105294872991 -22.90453266988756, -43.17086336098971 -22.90483946708954, -43.17070733074711 -22.90516190446741, -43.17058636085407 -22.90549687687317, -43.17050161655097 -22.90584115842011, -43.17045391423559 -22.90619143354683, -43.17434797102398 -22.90646346614843))",https://raw.githubusercontent.com/imaginerio/situated-views/master/images/2/002080RJ2918.jpg
002080RJ3204,,,Guilherme Santos,,,,"i: 4,5 x 11 cm",GELATINA/ Prata,Morro do Castelo,False,11,"4,5",-22.905928,-43.174434000000005,46.96,108.13,86.6,45.0,"POLYGON ((-43.17443394861738 -22.90592799559569, -43.16369028189514 -22.90517166140782, -43.16366149716353 -22.90614532940983, -43.16373645752279 -22.90711690784491, -43.1639144432678 -22.90807703973689, -43.16419374239906 -22.90901647815075, -43.16457166702956 -22.90992617525878, -43.16504457919675 -22.91079736949607, -43.16560792583455 -22.91162166996559, -43.17443394861738 -22.90592799559569))",https://raw.githubusercontent.com/imaginerio/situated-views/master/images/2/002080RJ3204.jpg
002080RJ3215,,,Guilherme Santos,1917-01-01,1912-01-01,1922-01-01,"i: 4,5 x 11 cm",GELATINA/ Prata,Morro do Castelo,False,11,"4,5",-22.909174,-43.172649,17.54,-48.89,96.49,45.0,"POLYGON ((-43.17264932390548 -22.90917352924756, -43.17635031609776 -22.90802523422429, -43.17621030116135 -22.90769661649303, -43.17603599318451 -22.90738222246462, -43.17582907101981 -22.90708507981629, -43.17559152756273 -22.90680805007175, -43.17532565055433 -22.90655380104782, -43.17503400054645 -22.906324781167, -43.17471938624181 -22.90612319588294, -43.17264932390548 -22.90917352924756))",https://raw.githubusercontent.com/imaginerio/situated-views/master/images/2/002080RJ3215.jpg
002080RJ3217,"Ruínas do morro do Castelo; no centro, à esquerda, pavilhões construídos para a Exposição Internacional de 1922",,Guilherme Santos,1925-01-01,,,"i: 4,5 x 11 cm",GELATINA/ Prata,,True,11,"4,5",-22.906589999999998,-43.172278999999996,50.49,83.85,87.28,45.0,"POLYGON ((-43.17227862574956 -22.90659006592373, -43.16030100389975 -22.90056239409454, -43.15971725767147 -22.90167285045959, -43.15925447116416 -22.90283066531394, -43.15891710398276 -22.90402468933475, -43.15870840827557 -22.9052434242205, -43.15863039729445 -22.90647513339494, -43.15868382587558 -22.90770795501728, -43.15886818303367 -22.90893001621076, -43.17227862574956 -22.90659006592373))",https://raw.githubusercontent.com/imaginerio/situated-views/master/images/2/002080RJ3217.jpg
002080RJ3501,,,Guilherme Santos,,,,"i: 4,5 x 11 cm",GELATINA/ Prata,"Avenida Central, atual Rio Branco; Centro",False,11,"4,5",-22.903506,-43.178304,8.08,158.52,90.92,45.0,"POLYGON ((-43.17830378129384 -22.90350641437703, -43.17559192271835 -22.90609489837895, -43.17588041489667 -22.90632728666471, -43.17619224686995 -22.90653250802067, -43.17652441543107 -22.90670858592557, -43.17687372146827 -22.90685382453648, -43.17723680078002 -22.90696682502514, -43.17761015648156 -22.90704649905339, -43.17799019269074 -22.90709207925755, -43.17830378129384 -22.90350641437703))",https://raw.githubusercontent.com/imaginerio/situated-views/master/images/2/002080RJ3501.jpg
002080RJ3503,,,Guilherme Santos,,,,"i: 4,5 x 11 cm",GELATINA/ Prata,Praça Tiradentes,False,11,"4,5",-22.906501000000002,-43.182449,9.46,22.09,89.17,45.0,"POLYGON ((-43.18244942238202 -22.90650104125145, -43.18247763031184 -22.9029038536408, -43.18209473372178 -22.90291862779651, -43.18171525270757 -22.90296790164667, -43.18134284159783 -22.90305120069439, -43.18098108665526 -22.90316772278606, -43.18063347154902 -22.90331634583417, -43.18030334381385 -22.90349563862037, -43.17999388261872 -22.90370387457495, -43.18244942238202 -22.90650104125145))",https://raw.githubusercontent.com/imaginerio/situated-views/master/images/2/002080RJ3503.jpg
002080RJ3504,,,Guilherme Santos,,,,"i: 4,5 x 11 cm",GELATINA/ Prata,Lapa,False,11,"4,5",-22.911951000000002,-43.179418,15.49,-152.67,91.98,45.0,"POLYGON ((-43.17941798546849 -22.91195147060922, -43.17974706717384 -22.91553595877939, -43.18012692731635 -22.91548898722607, -43.18049995942847 -22.91540794658204, -43.18086257074526 -22.91529361737323, -43.18121126889032 -22.91514710073499, -43.18154269551815 -22.91496980780442, -43.18185365866412 -22.91476344612639, -43.18214116349058 -22.9145300032045, -43.17941798546849 -22.91195147060922))",https://raw.githubusercontent.com/imaginerio/situated-views/master/images/2/002080RJ3504.jpg
002080RJ3505,,,Guilherme Santos,,,,"i: 4,5 x 11 cm",GELATINA/ Prata,Praça Tiradentes,False,11,"4,5",-22.906620999999998,-43.182121,9.43,-14.26,92.97,45.0,"POLYGON ((-43.18212082333662 -22.90662145033121, -43.18445785266186 -22.90373942336108, -43.18413993255837 -22.90354229622091, -43.18380256864966 -22.90337482246852, -43.18344900977375 -22.90323861485524, -43.18308266069055 -22.90313498503897, -43.18270704929996 -22.90306493095589, -43.18232579267564 -22.90302912721273, -43.18194256224091 -22.90302791859195, -43.18212082333662 -22.90662145033121))",https://raw.githubusercontent.com/imaginerio/situated-views/master/images/2/002080RJ3505.jpg
002080RJ3512,,,Guilherme Santos,,,,"i: 4,5 x 11 cm",GELATINA/ Prata,Copacabana,False,11,"4,5",-22.978133,-43.189109,7.61,-91.89,91.77,45.0,"POLYGON ((-43.18910874465462 -22.97813274767319, -43.19266740176656 -22.97961816522267, -43.19280840736883 -22.97928987992791, -43.19291378228437 -22.97895045113327, -43.19298251194446 -22.97860314779501, -43.19301393471969 -22.97825131468181, -43.19300774828123 -22.97789834016092, -43.19296401250136 -22.97754762356558, -43.1928831488655 -22.97720254245767, -43.18910874465462 -22.97813274767319))",https://raw.githubusercontent.com/imaginerio/situated-views/master/images/2/002080RJ3512.jpg
002080RJ3517,,,Guilherme Santos,,,,"i: 4,5 x 11 cm",GELATINA/ Prata,,False,11,"4,5",-22.926011,-43.176694,7.8,158.34,93.29,45.0,"POLYGON ((-43.17669357405023 -22.92601101077715, -43.17397238384203 -22.92859157581108, -43.17426012388069 -22.92882480398967, -43.17457130083053 -22.92903093341763, -43.17490291779428 -22.92920797882806, -43.1752517809738 -22.92935423505987, -43.17561453043368 -22.9294682934839, -43.17598767246662 -22.92954905557271, -43.17636761324874 -22.92959574348317, -43.17669357405023 -22.92601101077715))",https://raw.githubusercontent.com/imaginerio/situated-views/master/images/2/002080RJ3517.jpg
002080RJ3602,,,Guilherme Santos,,,,"i: 4,5 x 11 cm",GELATINA/ Prata,"Avenida Central, atual Rio Branco; Centro",False,11,"4,5",-22.903913,-43.178199,8.44,118.9,89.26,45.0,"POLYGON ((-43.17819864400513 -22.90391285403581, -43.17431776857443 -22.90431353163401, -43.17437908601224 -22.90466200421324, -43.17447718848908 -22.90500326246444, -43.17461113147855 -22.90533401981748, -43.17477962525747 -22.90565109081001, -43.17498104731804 -22.9059514217687, -43.17521345798659 -22.90623212022179, -43.17547461909874 -22.90649048275984, -43.17819864400513 -22.90391285403581))",https://raw.githubusercontent.com/imaginerio/situated-views/master/images/2/002080RJ3602.jpg
002080RJ3605,,,Guilherme Santos,,,,"i: 4,5 x 11 cm",GELATINA/ Prata,"Avenida Central, atual Rio Branco; Centro",False,11,"4,5",-22.903570000000002,-43.178308,8.37,101.76,91.8,45.0,"POLYGON ((-43.17830823239075 -22.90357012920774, -43.17447153217054 -22.9028995573285, -43.17441864923618 -22.90324920058886, -43.17440322484865 -22.90360193501358, -43.17442540784469 -22.90395436358815, -43.17448498488039 -22.90430309221721, -43.17458138247459 -22.90464476241206, -43.1747136725212 -22.90497608363639, -43.17488058121752 -22.90529386499843, -43.17830823239075 -22.90357012920774))",https://raw.githubusercontent.com/imaginerio/situated-views/master/images/2/002080RJ3605.jpg
002080RJ3606,,,Guilherme Santos,,,,"i: 4,5 x 11 cm",GELATINA/ Prata,"Avenida Central, atual Rio Branco; Centro",False,11,"4,5",-22.903647,-43.178252,10.84,67.81,90.06,45.0,"POLYGON ((-43.17825221156048 -22.90364665099823, -43.17547598957755 -22.90111677131787, -43.17522016484512 -22.90137961707336, -43.17499353892042 -22.90166429551634, -43.17479829442283 -22.90196806516624, -43.17463631180418 -22.90228800067334, -43.17450915123353 -22.902621020987, -43.17441803756466 -22.90296391902385, -43.17436384853134 -22.90331339255059, -43.17825221156048 -22.90364665099823))",https://raw.githubusercontent.com/imaginerio/situated-views/master/images/2/002080RJ3606.jpg
002080RJ3607,,,Guilherme Santos,,,,"i: 4,5 x 11 cm",GELATINA/ Prata,"Avenida Central, atual Rio Branco; Centro",False,11,"4,5",-22.903514,-43.179216,18.09,-118.42,83.3,45.0,"POLYGON ((-43.17921625770257 -22.90351409184491, -43.18167830993769 -22.90630639420084, -43.1819635756455 -22.90607065057855, -43.18222238168806 -22.9058102856614, -43.1824522356474 -22.90552780704005, -43.18265092398634 -22.90522593526733, -43.1828165333628 -22.90490757765283, -43.18294746905121 -22.90457580025938, -43.18304247029347 -22.90423379837112, -43.17921625770257 -22.90351409184491))",https://raw.githubusercontent.com/imaginerio/situated-views/master/images/2/002080RJ3607.jpg
002080RJ3608,,,Guilherme Santos,,,,"i: 4,5 x 11 cm",GELATINA/ Prata,"Avenida Central, atual Rio Branco; Centro",False,11,"4,5",-22.903632,-43.178325,8.46,81.23,88.21,45.0,"POLYGON ((-43.17832451572953 -22.90363230693879, -43.17498666755383 -22.9017650746723, -43.17480405365106 -22.90207543874913, -43.17465534255864 -22.90240079651754, -43.17454196664999 -22.9027380147007, -43.1744650180383 -22.9030838457793, -43.17442523804956 -22.90343495926398, -43.1744230100729 -22.90378797376777, -43.17445835585733 -22.9041394895696, -43.17832451572953 -22.90363230693879))",https://raw.githubusercontent.com/imaginerio/situated-views/master/images/2/002080RJ3608.jpg
002080RJ3801,,,Guilherme Santos,,,,"i: 4,5 x 11 cm",GELATINA/ Prata,,False,11,"4,5",-22.903419,-43.190051000000004,16.29,-59.42,88.8,45.0,"POLYGON ((-43.19005099395119 -22.9034186529953, -43.19860543996914 -22.9023001729378, -43.19844521290585 -22.90153318152832, -43.19820414828732 -22.9007843501003, -43.19788456889722 -22.90006088995026, -43.1974895534841 -22.89936976793458, -43.19702290707195 -22.89871763939254, -43.19648912428465 -22.89811078407268, -43.19589334603868 -22.89755504567863, -43.19524131002185 -22.89705577561588, -43.19005099395119 -22.9034186529953))",https://raw.githubusercontent.com/imaginerio/situated-views/master/images/2/002080RJ3801.jpg
002080RJ3804,,,Guilherme Santos,,,,"i: 4,5 x 11 cm",GELATINA/ Prata,Praça Mauá,False,11,"4,5",-22.897951000000003,-43.176596999999994,7.93,-73.04,83.75,45.0,"POLYGON ((-43.17659702200715 -22.8979507563034, -43.18048376084968 -22.8982982680136, -43.18050201593542 -22.89794564830978, -43.1804826637993 -22.89759307825586, -43.18042589110382 -22.89724395328061, -43.18033224488048 -22.89690163560893, -43.18020262725103 -22.8965694218833, -43.18003828672946 -22.8962505114178, -43.17984080618961 -22.89594797539021, -43.17659702200715 -22.8979507563034))",https://raw.githubusercontent.com/imaginerio/situated-views/master/images/2/002080RJ3804.jpg
002080RJ3818,,,Guilherme Santos,,,,"i: 4,5 x 11 cm",GELATINA/ Prata,,False,11,"4,5",-22.902201,-43.189707,12.79,-176.8,87.04,45.0,"POLYGON ((-43.18970678013452 -22.90220106149005, -43.18841600310414 -22.90559615901799, -43.18878348280961 -22.90569635519362, -43.18915985505842 -22.90576288894023, -43.1895414949084 -22.90579511945161, -43.18992472667163 -22.90579273630582, -43.19030585932431 -22.90575576245567, -43.19068122206465 -22.90568455400762, -43.19104719967562 -22.90557979679117, -43.18970678013452 -22.90220106149005))",https://raw.githubusercontent.com/imaginerio/situated-views/master/images/2/002080RJ3818.jpg
002080RJ3819,,,Guilherme Santos,,,,"i: 4,5 x 11 cm",GELATINA/ Prata,Praça Mauá,False,11,"4,5",-22.897898,-43.176735,7.44,-46.83,91.09,45.0,"POLYGON ((-43.1767353513283 -22.89789767442337, -43.18038899452088 -22.89662796733899, -43.18023629968835 -22.89630418173904, -43.1800498899937 -22.89599574253228, -43.1798315608181 -22.89570562004243, -43.17958341489338 -22.89543660818159, -43.17930784204759 -22.89519129754818, -43.17900749618784 -22.89497205048316, -43.17868526974214 -22.89478097832455, -43.1767353513283 -22.89789767442337))",https://raw.githubusercontent.com/imaginerio/situated-views/master/images/2/002080RJ3819.jpg
