Source ID,SSID,Title,Creator,Description (English),Description (Portuguese),Date,First Year,Last Year,Type,Item Set,Source,Source URL,Materials,Fabrication Method,Rights,License,Attribution,Width (mm),Height (mm),Latitude,Longitude,Depicts,Wikidata ID,Smapshot ID,Media URL
0072430cx067-06,,Vista da Praça XV,Marc Ferrez,,"Vista do mercado municipal da praça XV, com estação das barcas ao fundo, tomada da Praça XV",1910 circa,1905,1915,Photograph,All||Views,Instituto Moreira Salles,,Glass plate negative,Silver gelatin,,,,300.0,240.0,-22.9028,-43.17147,,,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0072430cx067-06.jpg
0072430cx068-01,,Jardim Botânico,Marc Ferrez,,"Jardim Botânico do Rio de Janeiro, instituição fundada em 1808.",1890 circa,1885,1895,Photograph,All||Views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/75373,Glass plate negative,Silver gelatin,,,,300.0,240.0,-22.9686,-43.22506,,Q97772725,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0072430cx068-01.jpg
0072430cx068-02,,Jardim Botânico,Marc Ferrez,,"Jardim Botânico do Rio de Janeiro, instituição fundada em 1808.",1890 circa,1885,1895,Photograph,All||Views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/75374,Glass plate negative,Silver gelatin,,,,240.0,300.0,-22.96913,-43.22511,,Q89049537,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0072430cx068-02.jpg
0072430cx068-03,,Jardim Botânico,Marc Ferrez,,"Jardim Botânico do Rio de Janeiro, instituição fundada em 1808.",1890 circa,1885,1895,Photograph,All||Views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/75375,Glass plate negative,Silver gelatin,,,,300.0,240.0,-22.96815,-43.22514,,Q89049542,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0072430cx068-03.jpg
0072430cx068-04,,Jardim Botânico,Marc Ferrez,,"Jardim Botânico do Rio de Janeiro, instituição fundada em 1808.",1890 circa,1885,1895,Photograph,All||Views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/75376,Glass plate negative,Silver gelatin,,,,300.0,240.0,-22.96864,-43.22501,http://www.wikidata.org/entity/Q45242 Jardim Botânico do Rio de Janeiro,Q65621492,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0072430cx068-04.jpg
0072430cx068-05,,Jardim Botânico,Marc Ferrez,,"Jardim Botânico do Rio de Janeiro, instituição fundada em 1808.",1890 circa,1885,1895,Photograph,All||Views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/75377,Glass plate negative,Silver gelatin,,,,300.0,240.0,-22.96858,-43.22518,,Q89049545,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0072430cx068-05.jpg
0072430cx068-06,,Jardim Botânico,Marc Ferrez,,"Jardim Botânico do Rio de Janeiro, instituição fundada em 1808.",1890 circa,1885,1895,Photograph,All||Views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/75378,Glass plate negative,Silver gelatin,,,,300.0,240.0,,,,Q97772726,,
0072430cx068-08,,Jardim Botânico,Marc Ferrez,,"Jardim Botânico do Rio de Janeiro, instituição fundada em 1808.",1890 circa,1885,1895,Photograph,All||Views||Smapshot,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/75379,Glass plate negative,Silver gelatin,,,,300.0,240.0,-22.96853,-43.22484,,Q89049550,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0072430cx068-08.jpg
0072430cx069-05,,Jardim do Palácio do Catete,Marc Ferrez,,"Palácio do Catete, atual Museu da República. Foi sede do poder executivo nacional entre 1897 e 1960.",1890 circa,1885,1895,Photograph,All||Views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/82661,Glass plate negative,Silver gelatin,,,,300.0,240.0,-22.92615,-43.17365,,Q65620948,,
0072430cx069-06,,Jardim do Palácio do Catete - chafariz com escultura,Marc Ferrez,,"Palácio do Catete, atual Museu da República, que já foi sede do poder executivo nacional entre 1897 e 1960.",1890 circa,1885,1895,Photograph,All||Views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/75380,Glass plate negative,Silver gelatin,,,,300.0,240.0,-22.9258,-43.1745,,Q65620949,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0072430cx069-06.jpg
0072430cx069-07,,Jardim do Palácio do Catete,Marc Ferrez,,"Palácio do Catete, atual Museu da República, que já foi sede do poder executivo nacional entre 1897 e 1960.",1890 circa,1885,1895,Photograph,All||Views||Smapshot,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/75381,Glass plate negative,Silver gelatin,,,,300.0,240.0,-22.92596,-43.17346,,Q65621493,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0072430cx069-07.jpg
0072430cx069-08,,Gruta do Palácio do Catete,Marc Ferrez,,"Palácio do Catete, atual Museu da República, que já foi sede do poder executivo nacional entre 1897 e 1960.",1890 circa,1885,1895,Photograph,All||Views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/75382,Glass plate negative,Silver gelatin,,,,300.0,240.0,-22.92608,-43.17543,,Q89049552,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0072430cx069-08.jpg
0072430cx069-09,,Jardim do Palácio do Catete,Marc Ferrez,,"Palácio do Catete, atual Museu da República, que já foi sede do poder executivo nacional entre 1897 e 1960.",1890 circa,1885,1895,Photograph,All||Views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/75383,Glass plate negative,Silver gelatin,,,,300.0,240.0,-22.92609,-43.17472,,Q65621494,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0072430cx069-09.jpg
0072430cx069-10,,Jardim do Palácio do Catete,Marc Ferrez,,"Palácio do Catete, atual Museu da República, que já foi sede do poder executivo nacional entre 1897 e 1960.",1890 circa,1885,1895,Photograph,All||Views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/75384,Glass plate negative,Silver gelatin,,,,300.0,240.0,-22.926,-43.17387,,Q65621583,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0072430cx069-10.jpg
0072430cx095-06,,"São Paulo Railway (Linha Tronco), Raiz da Serra, Km 22",Marc Ferrez,,,1892 circa,1880,1892,Photograph,All||Views,Instituto Moreira Salles,,Glass plate negative,Silver gelatin,,,,300.0,240.0,,,,,,
0072430cx097-04,,Casa da Moeda,Marc Ferrez,,"Prédio que foi a sede da Casa da Moeda a partir de 1868, em 1984 passou a ser sede do Arquivo Nacional.",1880 circa,1875,1885,Photograph,All||Views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/75354,Glass plate negative,Collodion,,,,300.0,240.0,-22.90615,-43.18953,http://www.wikidata.org/entity/Q10353440 Campo de Santana,Q65621496,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0072430cx097-04.jpg
0072430cx097-05,,Palácio do Catete,Marc Ferrez,,"Palácio do Catete, atual Museu da República, que já foi sede do poder executivo nacional entre 1897 e 1960.",1895 circa,1890,1900,Photograph,All||Views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/75355,Glass plate negative,Silver gelatin,,,,300.0,240.0,-22.92607,-43.17678,,Q89049529,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0072430cx097-05.jpg
0072430cx097-06,,Imprensa Nacional,Marc Ferrez,,"Prédio da Imprensa Nacional, ao fundo o morro de Santo Antônio. Inaugurado em 1877, o prédio da Imprensa Nacional foi demolido em 1941. O projeto é assinado pelo arquiteto carioca Antonio de Paula Freitas.",1894 circa,1889,1899,Photograph,All||Views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/75356,Glass plate negative,Silver gelatin,,,,300.0,240.0,-22.90657,-43.17817,,Q89049530,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0072430cx097-06.jpg
0072430cx097-07,,Palácio da Prefeitura Municipal,Marc Ferrez,,"Vista da fachada do palácio da Prefeitura Municipal. A Prefeitura do Rio de Janeiro já ocupou sete sedes, desde 1892. Quando Floriano Peixoto, então presidente da República, assinou a Lei Orgânica do Distrito Federal, em 20 de setembro de 1892, estabelecendo a Prefeitura do Rio de Janeiro, sua sede foi instalada num palacete situado no Campo de Santana e ali permaneceu até 1942, quando, devido às obras de construção da Avenida Presidente Vargas, que previam a demolição de parte do local, incluindo o prédio da prefeitura, foi transferida para um casarão no Parque da Cidade, na Gávea.",1890 circa,1880,1900,Photograph,All||Views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/75357,Glass plate negative,Silver gelatin,,,,300.0,240.0,-22.90464,-43.18809,http://www.wikidata.org/entity/Q10353440 Campo de Santana,Q65621497,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0072430cx097-07.jpg
0072430cx097-08,,"Paço Imperial, antiga Repartição Geral dos Telégrafos",Marc Ferrez,,,1900 circa,1895,1905,Photograph,All||Views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/82659,NEGATIVO/ Papel,Silver gelatin,,,,300.0,240.0,-22.90283,-43.17382,http://www.wikidata.org/entity/Q10353359 Praça XV de Novembro,Q65620955,,
0072430cx097-09,,Imprensa Nacional,Marc Ferrez,,"Prédio da Imprensa Nacional, ao fundo o morro de Santo Antônio. Inaugurado em 1877, o prédio da Imprensa Nacional foi demolido em 1941. O projeto é assinado pelo arquiteto carioca Antonio de Paula Freitas.",1894 circa,1889,1899,Photograph,All||Views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/75358,Glass plate negative,Silver gelatin,,,,300.0,240.0,-22.9065,-43.17799,,Q89049532,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0072430cx097-09.jpg
0072430cx097-10,,Santa Casa de Misericórdia,Marc Ferrez,,"Prédio da Santa Casa de Misericórdia no centro do Rio de Janeiro, na Rua Santa Luzia.",1880 circa,1875,1885,Photograph,All||Views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/75359,Glass plate negative||Stereoscopy,Collodion,,,,300.0,240.0,-22.90772,-43.17032,,Q89049533,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0072430cx097-10.jpg
0072430cx097-11,,"Real Gabinete Português de Leitura, na rua Luís de Camões. À direita os fundos da Escola Politécnica, atual IFCS/UFRJ",Marc Ferrez,,"O Real Gabinete Português de Leitura teve sua origem em 1837, quando um grupo de imigrantes portugueses, a maioria comerciantes, resolveu criar uma biblioteca para ampliar os conhecimentos não só de seus sócios, mas também de outros conterrâneos que moravam no Brasil. Foi o primeiro gabinete de leitura do país. O prédio que vemos na fotografia começou a ser erguido em 1880, ano do tricentenário da morte de Camões, e a pedra fundamental foi lançada pelo imperador D. Pedro II. O projeto, em estilo manuelino, foi do arquiteto português Rafael da Silva Castro. Em 10 de setembro de 1887 o prédio foi inaugurado com a presença da Princesa Isabel e do Conde D'Eu.",1887 circa,1887,1895,Photograph,All||Views,Instituto Moreira Salles,,Glass plate negative,Silver gelatin,,,,300.0,240.0,-22.90569,-43.18199,,,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0072430cx097-11.jpg
0072430cx097-12,,"Museu Nacional, antigo Palácio Imperial de São Cristóvão",Marc Ferrez,,"Ao longo do tempo, o Paço de São Cristóvão, que abriga hoje o Museu Nacional, sofreu diversas transformações, como a ampliação do palácio feita por D. Pedro II a partir de 1850. Lá ele viveu em um período de longa duração, tornando este edifício testemunha de diversos momentos importantes na História do Brasil.",1884 circa,1879,1889,Photograph,All||Views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/75361,Glass plate negative,Collodion,,,,300.0,240.0,-22.90336,-43.2236,,Q65620957,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0072430cx097-12.jpg
0072430cx098-07,,Praia de Copacabana,Marc Ferrez,,"Praia de Copacabana, com Forte de Copacabana e Igreja de Nossa Senhora de Copacabana à esquerda.",1910 circa,1905,1915,Photograph,All||Views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/75351,Glass plate negative,Silver gelatin,,,,300.0,240.0,-22.97957,-43.19198,http://www.wikidata.org/entity/Q202730 Copacabana,Q65621498,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0072430cx098-07.jpg
0072430cx098-08,,Teatro Municipal,Marc Ferrez,,"Vista do Teatro Municipal, vendo-se a Escola Nacional de Belas Artes ao lado.",1910 circa,1905,1915,Photograph,All||Views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/75352,Glass plate negative,Silver gelatin,,,,300.0,240.0,-22.91005,-43.17583,http://www.wikidata.org/entity/Q55439919 Escola Nacional de Belas Artes||http://www.wikidata.org/entity/Q4828121 Avenida Rio Branco||http://www.wikidata.org/entity/Q1968538 Teatro Municipal do Rio de Janeiro,Q56650144,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0072430cx098-08.jpg
0072430cx098-09,,Vista do bairro da Glória,Marc Ferrez,,"Bairro da Glória, após obras de reurbanização do período Pereira Passos. À direita a estátua de Pedro Álvares Cabral e, ao fundo, a Igreja de Nossa Senhora da Glória do Outeiro.",1906 circa,1901,1911,Photograph,All||Views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/75353,Glass plate negative,Silver gelatin,,,,300.0,240.0,-22.91904,-43.17729,http://www.wikidata.org/entity/Q1532671 Glória,Q65620959,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0072430cx098-09.jpg
0072430cx100-02,,Abastecimento de água - Represa de Cavanco,Marc Ferrez,,,1892 circa,1887,1897,Photograph,All||Views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/75397,Glass plate negative,Silver gelatin,,,,300.0,240.0,,,,Q97772728,,
0072430cx100-05,,Abastecimento de água - Caixa da Cachoeirinha,Marc Ferrez,,,1890 circa,1885,1895,Photograph,All||Views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/75398,Glass plate negative,Silver gelatin,,,,300.0,240.0,,,,Q97772730,,
0072430cx101-12,,Abastecimento de água - Caixa da Cachoeirinha,Marc Ferrez,,,1890 circa,1885,1895,Photograph,All||Views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/75307,Glass plate negative,Silver gelatin,,,,300.0,240.0,,,,Q97772710,,
0072430cx110-09,,Hotel White,Marc Ferrez,,,,,,Photograph,All||Views,Instituto Moreira Salles,,Glass plate negative,Collodion,,,,300.0,240.0,-22.96129,-43.27198,,,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0072430cx110-09.jpg
0072430cx47-08,,Canal do Mangue,Marc Ferrez,,"A região onde foi construído o Canal era conhecida como Mangal de São Diogo, uma extensa baixada arenosa, de mangues, formada por diversos rios e um braço de mar que se estendia da atual ponte dos Marinheiros até a Praça Onze. Ficava no caminho para o Engenho Velho e dificultava a passagem direta para a zona norte da cidade.  Em 1835 foi projetado um canal que coletasse a água dos rios que ali desaguavam e para receber a entrada do mar. As obras ficaram prontas em 1860, depois que o Barão de Mauá ganhou uma concessão do Governo Imperial para explorá-las. Estava pronto, assim, o Canal do Mangue. Em 1876 foram feitas limpeza e restauração dos muros e pontes e plantadas palmeiras. Foi também aterrada uma área sobre o mangue, que ficou conhecida como Aterrado.",1905 circa,1900,1910,Photograph,All||Views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/88578,Glass plate negative,Silver gelatin,,,,300.0,240.0,-22.90673,-43.19653,http://www.wikidata.org/entity/Q22069077 Canal do Mangue,Q65621499,,
0072430cxabastagua1-03,,Caixa de Xerem,Marc Ferrez,,,,,,Photograph,All||Views,Instituto Moreira Salles,,Glass plate negative,Silver gelatin,,,,300.0,240.0,,,,,,
0072430cxabastagua2-04,,Abastecimento de água,Marc Ferrez,,,,,,Photograph,All||Views,Instituto Moreira Salles,,Glass plate negative,Silver gelatin,,,,300.0,240.0,,,,,,
0072430cxabastagua2-11,,Reservatório de água - abastecimento,Marc Ferrez,,,1900 circa,1895,1905,Photograph,All||Views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/90830,Glass plate negative,Silver gelatin,,,,300.0,240.0,-22.89306,-43.23133,,,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0072430cxabastagua2-11.jpg
0072430cxabastagua2-12,,"Largo da Carioca, com chafariz de 35 bicas",Marc Ferrez,,,1900 circa,1895,1905,Photograph,All||Views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/82662,Glass plate negative,Silver gelatin,,,,300.0,240.0,-22.9066,-43.17814,http://www.wikidata.org/entity/Q10316344 Largo da Carioca,Q65620961,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0072430cxabastagua2-12.jpg
0072430cxabastagua3-12,,Abastecimento de água,Marc Ferrez,,,,,,Photograph,All||Views,Instituto Moreira Salles,,Glass plate negative,Silver gelatin,,,,300.0,240.0,,,,,,
0072430cxabastágua1-05,,Tijuca Poço,Marc Ferrez,,,,,,Photograph,All||Views,Instituto Moreira Salles,,Glass plate negative,Silver gelatin,,,,300.0,240.0,,,,,,
0072430cxsn1-07,,Construção para abastecimento de água no Alto da Boa Vista,Marc Ferrez,,,1900 circa,1895,1905,Photograph,All||Views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/90827,Glass plate negative,Silver gelatin,,,,300.0,240.0,,,,,,
0072430cxsn1-08,,Reservatório - abastecimento de água,Marc Ferrez,,,1890 circa,1885,1895,Photograph,All||Views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/75308,Glass plate negative,Silver gelatin,,,,300.0,240.0,,,,Q97772711,,
0072430cxsn2-08,,Abastecimento de água,Marc Ferrez,,,,,,Photograph,All||Views,Instituto Moreira Salles,,Glass plate negative,Silver gelatin,,,,300.0,240.0,,,,,,
0073040avulsoscx001e050-01,,Praia de Copacabana vista do Leme,Marc Ferrez,,"Praia de Copacabana, vista do sopé do morro do Leme.",1890 circa,1885,1895,Photograph,All||Views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/7073,Glass plate negative,Silver gelatin,,,,370.0,210.0,-22.96156,-43.16268,,Q97772423,,
0073040avulsoscx001e050-11,,,Marc Ferrez,,,,,,Photograph,All||Views,Instituto Moreira Salles,,Glass plate negative,,,,,,,,,,,,
0073040avulsoscx001e050-12,,,Marc Ferrez,,,,,,Photograph,All||Views,Instituto Moreira Salles,,Glass plate negative,,,,,,,,,,,,
0073040avulsoscx001e050-13,,,Marc Ferrez,,,,,,Photograph,All||Views,Instituto Moreira Salles,,Glass plate negative,,,,,,,,,,,,
0073040cx002-01,,"Avenida Central, edifícios de número 79 e 81",Marc Ferrez,,Próximo ao atual cruzamento da Avenida Rio Branco com avenida Presidente Vargas.,1907 circa,1905,1912,Photograph,All||Views,Instituto Moreira Salles,,Glass plate negative,Silver gelatin,,,,300.0,400.0,-22.90154,-43.1792,,,,
0073040cx002-02,,Obelisco comemorativo da construção da Avenida Central,Marc Ferrez,,,1907 circa,1906,1912,Photograph,All||Views,Instituto Moreira Salles,,Glass plate negative,Silver gelatin,,,,300.0,400.0,-22.91253,-43.17482,,,,
0073040cx002-03,,Palácio Monroe,Marc Ferrez,,,1910 circa,1909,1915,Photograph,All||Views,Instituto Moreira Salles,,Glass plate negative,Silver gelatin,,,,400.0,300.0,-22.91188,-43.17492,,,,
0073040cx002-04,,,Marc Ferrez,,,,,,Photograph,All||Views,Instituto Moreira Salles,,Glass plate negative,Silver gelatin,,,,,,,,,,,
0073040cx004-01,,"Panorama da Enseada de Botafogo, Morro do Pão de Açúcar e Avenida Beira-Mar",Marc Ferrez,,Tomada do alto da Igreja Imaculada Conceição,1906 circa,1906,1911,Photograph,All||Views,Instituto Moreira Salles,,Glass plate negative,Silver gelatin,,,,400.0,300.0,-22.9433,-43.18225,,Q65620962,,
0073040cx004-02,,"Panorama da Enseada de Botafogo, Morro do Pão de Açúcar e Avenida Beira-Mar",Marc Ferrez,,Tomada do alto da Igreja Imaculada Conceição.,1906 circa,1906,1911,Photograph,All||Views,Instituto Moreira Salles,,Glass plate negative,Silver gelatin,,,,400.0,300.0,-22.9433,-43.18226,,Q65620963,,
0073040cx004-07,,"Praia da Gávea, hoje praia de São Conrado. Ao fundo, Pedra da Gávea",Marc Ferrez,,,1890 circa,1885,1895,Photograph,All||Views,Instituto Moreira Salles,,Glass plate negative,Silver gelatin,,,,400.0,300.0,-22.98681,-43.24498,,,,
0073040cx005-05,,"Estrada de Ferro Central do Brasil (Ramal da Marítima), Estação Marítima da Gamboa, Km 1",Marc Ferrez,,"Vista da frente da Estação Marítima da Gamboa. Foi aberta em 1880, quando a ferrovia era denominada Estrada de Ferro Dom Pedro II.  Não era destinada a passageiros, mas apenas utilizada como embarque de cargas que chegavam ao Porto do Rio de Janeiro",1903 circa,1890,1908,Photograph,All||Views,Instituto Moreira Salles,,Glass plate negative,,,,,400.0,300.0,-22.89743,-43.1977,,,,
0073040cx005-10,,Passeio Público,Marc Ferrez,,,1890 circa,1885,1895,Photograph,All||Views,Instituto Moreira Salles,,Glass plate negative,Silver gelatin,,,,400.0,300.0,-22.91376,-43.17581,,,,
0073040cx005-11,,"Estrada de Ferro Central do Brasil (Ramal da Marítima), Estação Marítima da Gamboa, Km 1",Marc Ferrez,,"Vista dos fundos da Estação Marítima da Gamboa. Foi aberta em 1880, quando a ferrovia era denominada Estrada de Ferro Dom Pedro II.  Não era destinada a passageiros, mas apenas utilizada como embarque de cargas que chegavam ao Porto do Rio de Janeiro",1903 circa,1890,1908,Photograph,All||Views,Instituto Moreira Salles,,Glass plate negative,,,,,,,-22.90061,-43.19857,,,,
0073040cx005-12,,Imprensa Nacional,Marc Ferrez,,"Prédio da Imprensa Nacional, ao fundo o morro de Santo Antônio. Inaugurado em 1877, o prédio da Imprensa Nacional foi demolido em 1941. O projeto é assinado pelo arquiteto carioca Antonio de Paula Freitas.",1894 circa,1889,1899,Photograph,All||Views,Instituto Moreira Salles,,Glass plate negative,Silver gelatin,,,,400.0,300.0,-22.90697,-43.17797,,,,
0073040cx005-13,,Passeio Público,Marc Ferrez,,,,,,Photograph,All||Views,Instituto Moreira Salles,,Glass plate negative,,,,,,,,,,,,
0073040cx005-14,,"Monumento em homenagem a D. Pedro I, estátua equestre",Marc Ferrez,,,1890 circa,1885,1895,Photograph,All||Views,Instituto Moreira Salles,,Glass plate negative,Silver gelatin,,,,400.0,300.0,-22.90687,-43.18255,,,,
0073040cx005-15,,Rua Primeiro de Março,Marc Ferrez,,Destaque para o prédio do atrual Centro Cultural dos Correios.,1885 circa,1880,1890,Photograph,All||Views,Instituto Moreira Salles,,Glass plate negative,Silver gelatin,,,,400.0,300.0,-22.90143,-43.1765,,,,
0073040cx009b-03,,"Cais Pharoux, Praça D. Pedro II, atual Praça XV; ao fundo, Morro do Castelo e o Pão de Açúcar, a partir da Ilha das Cobras",Marc Ferrez,,,1890 circa,1885,1895,Photograph,All||Views,Instituto Moreira Salles,,Glass plate negative,Silver gelatin,,,,400.0,300.0,-22.8965,-43.17444,,,,
0073040cx009b-04,,"Centro do Rio, Alfândega e as torres da Catedral; vistos da Ilha das Cobras",Marc Ferrez,,,1880 circa,1875,1885,Photograph,All||Views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/88789,Glass plate negative,Silver gelatin,,,,400.0,300.0,-22.89629,-43.17405,,,,
0073040cx013e042-06,,"Reservatório do Morro da Viúva; ao fundo, o Morro do Corcovado e a Pedra da Gávea",Marc Ferrez,,,1896 circa,1891,1901,Photograph,All||Views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/88843,Glass plate negative,Silver gelatin,,,,400.0,300.0,-22.94188,-43.17498,,,,
0073040cx013e042-08,,,Marc Ferrez,,,,,,Photograph,All||Views,Instituto Moreira Salles,,Glass plate negative,,,,,,,,,,,,
0073040cx013e042-09,,Quinta da Boa Vista,Marc Ferrez,,,1890 circa,1885,1895,Photograph,All||Views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/88844,Glass plate negative,Silver gelatin,,,,400.0,300.0,-22.90375,-43.2231,,,,
0073040cx014-02,,"Vista do centro do Rio, Ilha das Cobras,  Candelária e Mosteiro de São Bento, a partir do Morro de Santo Antônio",Marc Ferrez,,,1890 circa,1885,1895,Photograph,All||Views,Instituto Moreira Salles,,Glass plate negative,Silver gelatin,,,,400.0,300.0,-22.90943,-43.17954,,,,
0073040cx015-03,,Carros do Corpo de Bombeiros,Marc Ferrez,,,1890 circa,1885,1895,Photograph,All||Views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/87250,Glass plate negative,Silver gelatin,,,,400.0,300.0,-22.90897,-43.18894,,,,
0073040cx020-06,,Pedra de Itapuca,Marc Ferrez,,,1887 circa,1882,1892,Photograph,All||Views,Instituto Moreira Salles,,Glass plate negative,Silver gelatin,,,,400.0,300.0,-22.90532,-43.11935,,,,
0073040cx021-03,,Passeio Público,Marc Ferrez,,,1890 circa,1885,1895,Photograph,All||Views,Instituto Moreira Salles,,Glass plate negative,Silver gelatin,,,,400.0,300.0,-22.91376,-43.1759,,,,
0073040cx021-05,,Pedra de Itapuca,Marc Ferrez,,,1884 circa,1879,1889,Photograph,All||Views,Instituto Moreira Salles,,Glass plate negative,Silver gelatin,,,,400.0,300.0,-22.90529,-43.11932,,,,
0073040cx022a-07,,"Prédios na avenida Central, atual Rio Branco",Marc Ferrez,,,1908 circa,1906,1910,Photograph,All||Views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/90860,Glass plate negative,Silver gelatin,,,,300.0,400.0,-22.90431,-43.17779,,,,
0073040cx022a-09,,"Prédios na avenida Central, atual Rio Branco",Marc Ferrez,,,1908 circa,1906,1910,Photograph,All||Views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/90861,Glass plate negative,Silver gelatin,,,,300.0,400.0,-22.90437,-43.17777,,,,
0073040cx022b-01,,Ruas Barata Ribeiro e Tonelero; a partir da Rua General Barbosa Lima,Marc Ferrez,,,1880 circa,1875,1885,Photograph,All||Views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/88845,Glass plate negative,Silver gelatin,,,,400.0,300.0,-22.96613,-43.1804,,,,
0073040cx022b-02,,Igreja da Imaculada Conceição de Botafogo,Marc Ferrez,,,1897 circa,1892,1902,Photograph,All||Views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/88780,Glass plate negative,Silver gelatin,,,,300.0,400.0,-22.94356,-43.18177,,,,
0073040cx022b-04,,Bairro do Catete; visto da Rua Doutor Pedro Américo,Marc Ferrez,,,1890 circa,1885,1895,Photograph,All||Views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/88781,Glass plate negative,Silver gelatin,,,,400.0,300.0,-22.92437,-43.18315,,,,
0073040cx023-01,,Rua São Clemente,Marc Ferrez,,,1885 circa,1880,1890,Photograph,All||Views,Instituto Moreira Salles,,Glass plate negative,,,,,,,,,,,,
0073040cx023-02,,"Museu Nacional, antigo Palácio Imperial de São Cristóvão",Marc Ferrez,,,1887 circa,1882,1892,Photograph,All||Views,Instituto Moreira Salles,,Glass plate negative,Silver gelatin,,,,400.0,300.0,-22.90398,-43.22268,,,,
0073040cx023-03,,Igreja de São Francisco de Paula,Marc Ferrez,,,1890 circa,1885,1895,Photograph,All||Views,Instituto Moreira Salles,,Glass plate negative,Silver gelatin,,,,300.0,400.0,-22.90484,-43.18091,,,,
