qid,P31,Lpt-br,Dpt-br,Den,P571,qal1319,qal1326,P17,P1259,qal2044,qal7787,qal8208,P170,P186,P195,P217,P2079,P4036,P2049,P2048,P7835
Q89049510,Q125191,Monumento em homenagem ao visconde de Rio Branco,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1902-01-01T00:00:00Z/8,1902-01-01T00:00:00Z/9,1907-01-01T00:00:00Z/9,Q155,@-22.92127/-43.1769,8.96954U11573,74.41538U28390,87.89634U28390,Q3180571,Q85621807||Q35158,Q71989864,0072430cx027-07,Q172984||Q35158,44.95U28390,240U174728,300U174728,75329
Q89049511,Q125191,"Panorama do Rio de Janeiro, visto do alto do Corcovado",Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1880-01-01T00:00:00Z/8,1875-01-01T00:00:00Z/9,1885-01-01T00:00:00Z/9,Q155,@-22.95185/-43.20997,661.01154U11573,88.29829U28390,85.43088U28390,Q3180571,Q85621807||Q35158,Q71989864,0071824cx017a-05,Q172984||Q35158,63.8254U28390,240U174728,180U174728,66480
Q89049515,Q125191,Fonte Adriano Ramos Pinto,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1907-01-01T00:00:00Z/8,1906-01-01T00:00:00Z/9,1912-01-01T00:00:00Z/9,Q155,@-22.9204/-43.17652,10.20997U11573,143.9851U28390,88.83863U28390,Q3180571,Q85621807||Q35158,Q71989864,0072430cx027-08,Q172984||Q35158,40.05U28390,300U174728,240U174728,75330
Q89049517,Q125191,Fonte Adriano Ramos Pinto,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1907-01-01T00:00:00Z/8,1906-01-01T00:00:00Z/9,1912-01-01T00:00:00Z/9,Q155,@-22.92064/-43.17669,11.08431U11573,86.47712U28390,86.82955U28390,Q3180571,Q85621807||Q35158,Q71989864,0072430cx027-12,Q172984||Q35158,39.95U28390,300U174728,240U174728,75334
Q89049519,Q125191,Porto do Rio - armazéns e ancoradouro interno,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1885-01-01T00:00:00Z/8,1880-01-01T00:00:00Z/9,1890-01-01T00:00:00Z/9,Q155,@-22.896/-43.19511,18.06126U11573,-58.21032U28390,85.95022U28390,Q3180571,Q85621807||Q35158,Q71989864,0072430cx032b-06,Q172984||Q35158,40.97U28390,300U174728,240U174728,75338
Q89049521,Q125191,Entrada da Baía de Guanabara,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1885-01-01T00:00:00Z/8,1880-01-01T00:00:00Z/9,1890-01-01T00:00:00Z/9,Q155,@-22.93405/-43.12569,12.28173U11573,-59.98434U28390,94.83982U28390,Q3180571,Q85621807||Q35158,Q71989864,0072430cx032b-07,Q172984||Q35158,50.0U28390,300U174728,240U174728,75339
Q89049523,Q125191,Vista do canal do Mangue,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1900-01-01T00:00:00Z/8,1895-01-01T00:00:00Z/9,1905-01-01T00:00:00Z/9,Q155,@-22.90807/-43.20058,6.88043U11573,-111.31988U28390,102.115U28390,Q3180571,Q85621807||Q35158,Q71989864,0072430cx047-01,Q172984||Q35158,60.0U28390,300U174728,240U174728,75340
Q89049525,Q125191,"Hotel Avenida, em segundo plano o edifício da Imprensa Nacional",Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1912-01-01T00:00:00Z/8,1907-01-01T00:00:00Z/9,1917-01-01T00:00:00Z/9,Q155,@-22.90707/-43.17669,12.08328U11573,-78.5417U28390,98.68779U28390,Q3180571,Q85621807||Q35158,Q71989864,0072430cx047-03,Q172984||Q35158,60.0U28390,300U174728,240U174728,75342
Q89049526,Q125191,Casa da Moeda,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1890-01-01T00:00:00Z/8,1885-01-01T00:00:00Z/9,1895-01-01T00:00:00Z/9,Q155,@-22.90653/-43.18989,1.73696U11573,-84.73302U28390,97.26309U28390,Q3180571,Q85621807||Q35158,Q71989864,0072430cx053-02,Q172984||Q35158,59.54U28390,300U174728,240U174728,75347
Q89049529,Q125191,Palácio do Catete,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1895-01-01T00:00:00Z/8,1890-01-01T00:00:00Z/9,1900-01-01T00:00:00Z/9,Q155,@-22.92607/-43.17678,19.39199U11573,75.72451U28390,88.55652U28390,Q3180571,Q85621807||Q35158,Q71989864,0072430cx097-05,Q172984||Q35158,67.59U28390,300U174728,240U174728,75355
Q89049530,Q125191,Imprensa Nacional,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1894-01-01T00:00:00Z/8,1889-01-01T00:00:00Z/9,1899-01-01T00:00:00Z/9,Q155,@-22.90657/-43.17817,25.20915U11573,-172.22893U28390,86.05718U28390,Q3180571,Q85621807||Q35158,Q71989864,0072430cx097-06,Q172984||Q35158,45.37U28390,300U174728,240U174728,75356
Q89049532,Q125191,Imprensa Nacional,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1894-01-01T00:00:00Z/8,1889-01-01T00:00:00Z/9,1899-01-01T00:00:00Z/9,Q155,@-22.9065/-43.17799,18.85252U11573,-169.38713U28390,87.9019U28390,Q3180571,Q85621807||Q35158,Q71989864,0072430cx097-09,Q172984||Q35158,39.89U28390,300U174728,240U174728,75358
Q89049533,Q125191,Santa Casa de Misericórdia,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1880-01-01T00:00:00Z/8,1875-01-01T00:00:00Z/9,1885-01-01T00:00:00Z/9,Q155,@-22.90772/-43.17032,9.74055U11573,-112.60488U28390,91.91576U28390,Q3180571,Q85621807||Q35158,Q71989864,0072430cx097-10,Q904614||Q35158,50.0U28390,300U174728,240U174728,75359
Q89049535,Q125191,Rua Primeiro de Março,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1890-01-01T00:00:00Z/8,1885-01-01T00:00:00Z/9,1895-01-01T00:00:00Z/9,Q155,@-22.90078/-43.17682,14.63351U11573,126.69162U28390,94.11038U28390,Q3180571,Q85621807||Q35158,Q71989864,0072430cx058-02,Q172984||Q35158,50.0U28390,300U174728,240U174728,75362
Q89049537,Q125191,Jardim Botânico,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1890-01-01T00:00:00Z/8,1885-01-01T00:00:00Z/9,1895-01-01T00:00:00Z/9,Q155,@-22.96913/-43.22511,22.1734U11573,-105.02052U28390,96.5475U28390,Q3180571,Q85621807||Q35158,Q71989864,0072430cx068-02,Q172984||Q35158,60.0U28390,240U174728,300U174728,75374
Q89049542,Q125191,Jardim Botânico,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1890-01-01T00:00:00Z/8,1885-01-01T00:00:00Z/9,1895-01-01T00:00:00Z/9,Q155,@-22.96815/-43.22514,10.71575U11573,171.42546U28390,95.26049U28390,Q3180571,Q85621807||Q35158,Q71989864,0072430cx068-03,Q172984||Q35158,60.0U28390,300U174728,240U174728,75375
Q89049545,Q125191,Jardim Botânico,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1890-01-01T00:00:00Z/8,1885-01-01T00:00:00Z/9,1895-01-01T00:00:00Z/9,Q155,@-22.96858/-43.22518,11.13066U11573,31.19443U28390,95.11808U28390,Q3180571,Q85621807||Q35158,Q71989864,0072430cx068-05,Q172984||Q35158,60.0U28390,300U174728,240U174728,75377
Q89049550,Q125191,Jardim Botânico,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1890-01-01T00:00:00Z/8,1885-01-01T00:00:00Z/9,1895-01-01T00:00:00Z/9,Q155,@-22.96853/-43.22484,10.67569U11573,-77.13517U28390,101.83371U28390,Q3180571,Q85621807||Q35158,Q71989864,0072430cx068-08,Q172984||Q35158,60.17U28390,300U174728,240U174728,75379
Q89049552,Q125191,Gruta do Palácio do Catete,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1890-01-01T00:00:00Z/8,1885-01-01T00:00:00Z/9,1895-01-01T00:00:00Z/9,Q155,@-22.92608/-43.17543,8.85647U11573,160.5164U28390,93.13091U28390,Q3180571,Q85621807||Q35158,Q71989864,0072430cx069-08,Q172984||Q35158,50.0U28390,300U174728,240U174728,75382
Q89049561,Q125191,Escola Nacional de Belas Artes,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1911-01-01T00:00:00Z/8,1908-01-01T00:00:00Z/9,1916-01-01T00:00:00Z/9,Q155,@-22.90852/-43.17655,16.97593U11573,109.90323U28390,100.51023U28390,Q3180571,Q85621807||Q35158,Q71989864,0072430cx043-02,Q172984||Q35158,60.93U28390,300U174728,240U174728,75385
Q89049562,Q125191,"Morro do Pão de Açúcar; ao fundo, os prédios da Exposição Nacional Comemorativa do 1º Centenário da Abertura dos Portos do Brasil",Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1908-01-01T00:00:00Z/8,1907-01-01T00:00:00Z/9,1909-01-01T00:00:00Z/9,Q155,@-22.94331/-43.18223,36.77971U11573,114.2059U28390,93.11613U28390,Q3180571,Q85621807||Q35158,Q71989864,0072430cx043-05,Q172984||Q35158,54.26U28390,300U174728,240U174728,75387
Q89049563,Q125191,"Rua São Clemente; ao fundo, o Morro do Corcovado",Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1875-01-01T00:00:00Z/8,1870-01-01T00:00:00Z/9,1880-01-01T00:00:00Z/9,Q155,@-22.95046/-43.19248,9.28599U11573,-96.00014U28390,97.98032U28390,Q3180571,Q85621807||Q35158,Q71989864,0072430cx043-06,Q904614||Q35158,35.0U28390,240U174728,300U174728,75388
Q89049566,Q125191,Pedra do Índio,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1884-01-01T00:00:00Z/8,1879-01-01T00:00:00Z/9,1889-01-01T00:00:00Z/9,Q155,@-22.9053/-43.12013,11.32544U11573,141.59386U28390,89.33977U28390,Q3180571,Q85621807||Q35158,Q71989864,0072430cx043-07,Q172984||Q35158,45.0U28390,300U174728,240U174728,75389
Q89049567,Q125191,Pedra do Índio,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1884-01-01T00:00:00Z/8,1879-01-01T00:00:00Z/9,1889-01-01T00:00:00Z/9,Q155,@-22.9053/-43.12003,10.14934U11573,151.31988U28390,92.26759U28390,Q3180571,Q85621807||Q35158,Q71989864,0072430cx043-08,Q172984||Q35158,33.28U28390,300U174728,240U174728,75390
Q89049569,Q125191,Bairro de Botafogo,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1890-01-01T00:00:00Z/8,1885-01-01T00:00:00Z/9,1895-01-01T00:00:00Z/9,Q155,@-22.94329/-43.18225,41.45412U11573,-120.60713U28390,93.21567U28390,Q3180571,Q85621807||Q35158,Q71989864,0072430cx066-10,Q172984||Q35158,45.29U28390,300U174728,240U174728,75393
Q89049571,Q125191,Alameda de Palmeiras,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1885-01-01T00:00:00Z/8,1880-01-01T00:00:00Z/9,1890-01-01T00:00:00Z/9,Q155,@-22.96924/-43.22187,8.01988U11573,-56.40411U28390,105.84U28390,Q3180571,Q85621807||Q35158,Q71989864,0072430cx031-11,Q904614||Q35158,40.0U28390,240U174728,300U174728,75402
Q89049572,Q125191,Alameda de Palmeiras,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1885-01-01T00:00:00Z/8,1880-01-01T00:00:00Z/9,1890-01-01T00:00:00Z/9,Q155,@-22.9675/-43.22428,11.26413U11573,132.17911U28390,102.36062U28390,Q3180571,Q85621807||Q35158,Q71989864,0072430cx031-13,Q904614||Q35158,50.0U28390,240U174728,300U174728,75403
Q89049574,Q125191,"Vista da Baía de Guanabara, com destaque para o Pão de Açúcar",Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1887-01-01T00:00:00Z/8,1882-01-01T00:00:00Z/9,1892-01-01T00:00:00Z/9,Q155,@-22.9517/-43.21024,734.83221U11573,87.87665U28390,86.15387U28390,Q3180571,Q85621807||Q35158,Q71989864,0071824cx024-04,Q172984||Q35158,51.47U28390,240U174728,180U174728,75639
Q89049576,Q125191,"Vista da Baía de Guanabara, com destaque para o Pão de Açúcar",Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1887-01-01T00:00:00Z/8,1882-01-01T00:00:00Z/9,1892-01-01T00:00:00Z/9,Q155,@-22.9517/-43.21024,735.19032U11573,87.87665U28390,86.15387U28390,Q3180571,Q85621807||Q35158,Q71989864,0071824cx024-05,Q172984||Q35158,51.47U28390,240U174728,180U174728,75640
Q89049578,Q125191,Cascata,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1890-01-01T00:00:00Z/8,1885-01-01T00:00:00Z/9,1895-01-01T00:00:00Z/9,Q155,@-22.96943/-43.22511,15.19194U11573,-83.92869U28390,96.58951U28390,Q3180571,Q85621807||Q35158,Q71989864,0071824cx024-07,Q172984||Q35158,50.0U28390,180U174728,240U174728,75642
Q89049579,Q125191,Praça Afonso Viseu,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1905-01-01T00:00:00Z/8,1903-01-01T00:00:00Z/9,1910-01-01T00:00:00Z/9,Q155,@-22.96107/-43.27322,362.78575U11573,-148.85675U28390,95.6772U28390,Q3180571,Q85621807||Q35158,Q71989864,0071824cx036b-01,Q172984||Q35158,55.01U28390,240U174728,180U174728,75657
Q89049582,Q125191,Cascatinha da Tijuca,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1890-01-01T00:00:00Z/8,1885-01-01T00:00:00Z/9,1895-01-01T00:00:00Z/9,Q155,@-22.95899/-43.2775,427.00277U11573,4.77243U28390,103.94U28390,Q3180571,Q85621807||Q35158,Q71989864,0071824cx036b-03,Q172984||Q35158,50.0U28390,180U174728,240U174728,75659
Q89049585,Q125191,Hotel Villa Moreau,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1887-01-01T00:00:00Z/8,1882-01-01T00:00:00Z/9,1892-01-01T00:00:00Z/9,Q155,@-22.94518/-43.25249,133.0946U11573,-159.22486U28390,90.37818U28390,Q3180571,Q85621807||Q35158,Q71989864,0071824cx036b-05,Q172984||Q35158,40.0U28390,240U174728,180U174728,75661
Q89049586,Q125191,"Estrada de Ferro do Corcovado, Viaduto do Silvestre, Km 1 (aproximadamente)",Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1884-01-01T00:00:00Z/8,1884-01-01T00:00:00Z/9,1889-01-01T00:00:00Z/9,Q155,@-22.94633/-43.20509,366.41009U11573,69.00188U28390,85.31U28390,Q3180571,Q85621807||Q35158,Q71989864,0071824cx038-09,Q172984||Q35158,50.0U28390,240U174728,180U174728,75681
Q89049589,Q125191,"Estrada de Ferro do Corcovado, Ponte das Caboclas,  km 2 (aproximadamente)",Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1884-01-01T00:00:00Z/8,1884-01-01T00:00:00Z/9,1890-01-01T00:00:00Z/9,Q155,@-22.94711/-43.21259,352.69968U11573,137.05836U28390,88.6602U28390,Q3180571,Q85621807||Q35158,Q71989864,0071824cx038-14,Q172984||Q35158,50.0U28390,180U174728,240U174728,75686
Q89049590,Q125191,"Estrada de Ferro do Corcovado, Ponte das Caboclas, km 2 (aproximadamente)",Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1884-01-01T00:00:00Z/8,1884-01-01T00:00:00Z/9,1890-01-01T00:00:00Z/9,Q155,@-22.94711/-43.21259,352.97081U11573,148.48286U28390,86.81349U28390,Q3180571,Q85621807||Q35158,Q71989864,0071824cx038-13,Q172984||Q35158,50.0U28390,180U174728,240U174728,75685
Q89049596,Q125191,Vegetação,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1880-01-01T00:00:00Z/8,1875-01-01T00:00:00Z/9,1885-01-01T00:00:00Z/9,Q155,@-22.96803/-43.22563,11.93712U11573,-137.27422U28390,101.10195U28390,Q3180571,Q85621807||Q35158,Q71989864,0071824cx040-01,Q172984||Q35158,50.0U28390,180U174728,240U174728,75689
Q89049599,Q125191,Panorama do Rio de Janeiro visto a partir da Ilha das Cobras,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1890-01-01T00:00:00Z/8,1885-01-01T00:00:00Z/9,1895-01-01T00:00:00Z/9,Q155,@-22.89637/-43.17392,42.21163U11573,-133.37756U28390,87.93U28390,Q3180571,Q85621807||Q35158,Q71989864,0071824cx040-08,Q172984||Q35158,50.0U28390,240U174728,180U174728,75696
Q89049603,Q125191,Vista de Santa Teresa e dos Arcos da Lapa,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1897-01-01T00:00:00Z/8,1892-01-01T00:00:00Z/9,1902-01-01T00:00:00Z/9,Q155,@-22.90786/-43.17534,62.14598U11573,-145.69505U28390,92.57043U28390,Q3180571,Q85621807||Q35158,Q71989864,0071824cx040-11,Q172984||Q35158,29.99U28390,240U174728,180U174728,75699
Q89049604,Q125191,Pedra de Itapuca,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1884-01-01T00:00:00Z/8,1879-01-01T00:00:00Z/9,1889-01-01T00:00:00Z/9,Q155,@-22.90537/-43.11942,8.7369U11573,-127.00702U28390,93.44836U28390,Q3180571,Q85621807||Q35158,Q71989864,0071824cx040-12,Q172984||Q35158,42.25U28390,240U174728,180U174728,75700
Q89049608,Q125191,Pedra do Índio,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1884-01-01T00:00:00Z/8,1879-01-01T00:00:00Z/9,1889-01-01T00:00:00Z/9,Q155,@-22.90457/-43.11869,14.50481U11573,139.52301U28390,89.84569U28390,Q3180571,Q85621807||Q35158,Q71989864,0071824cx043a-01,Q172984||Q35158,45.09U28390,240U174728,180U174728,76148
Q89049609,Q125191,Campo da Aclamação - cascata artificial,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1880-01-01T00:00:00Z/8,1880-01-01T00:00:00Z/9,1880-01-01T00:00:00Z/9,Q155,@-22.90716/-43.18916,11.49527U11573,-125.3507U28390,92.05185U28390,Q3180571,Q85621807||Q35158,Q71989864,0071824cx022-05,Q904614||Q35158,58.16U28390,240U174728,180U174728,75714
Q89049611,Q125191,"Entrada da Baía de Guanabara vista a partir de Niterói., ao fundo o Pão de Açúcar",Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1885-01-01T00:00:00Z/8,1880-01-01T00:00:00Z/9,1890-01-01T00:00:00Z/9,Q155,@-22.94352/-43.11545,132.92177U11573,-108.60788U28390,89.46374U28390,Q3180571,Q85621807||Q35158,Q71989864,0071824cx049b-02,Q172984||Q35158,44.08U28390,240U174728,180U174728,76163
Q89049612,Q125191,Morro do Corcovado a partir do Jardim Botânico,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1885-01-01T00:00:00Z/8,1880-01-01T00:00:00Z/9,1890-01-01T00:00:00Z/9,Q155,@-22.96278/-43.20228,22.31752U11573,-32.12158U28390,99.43853U28390,Q3180571,Q85621807||Q35158,Q71989864,0071824cx049b-06,Q172984||Q35158,60.61U28390,240U174728,180U174728,76164
Q89049618,Q125191,"Jardim Botânico, antiga entrada lateral",Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1880-01-01T00:00:00Z/8,1875-01-01T00:00:00Z/9,1885-01-01T00:00:00Z/9,Q155,@-22.96907/-43.22196,8.76589U11573,-155.45803U28390,99.2173U28390,Q3180571,Q85621807||Q35158,Q71989864,0071824cx050-06,Q904614||Q35158,65.03U28390,240U174728,180U174728,76165
Q89049622,Q125191,"Museu Nacional, antigo Palácio Imperial de São Cristóvão",Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1887-01-01T00:00:00Z/8,1882-01-01T00:00:00Z/9,1892-01-01T00:00:00Z/9,Q155,@-22.90367/-43.22355,42.68397U11573,-128.5849U28390,85.92563U28390,Q3180571,Q85621807||Q35158,Q71989864,0071824cx056-01,Q172984||Q35158,60.23U28390,240U174728,180U174728,76166
Q89049633,Q125191,"Museu Nacional, antigo Palácio Imperial de São Cristóvão",Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1887-01-01T00:00:00Z/8,1882-01-01T00:00:00Z/9,1895-01-01T00:00:00Z/9,Q155,@-22.90367/-43.22355,47.86317U11573,-128.5849U28390,85.92563U28390,Q3180571,Q85621807||Q35158,Q71989864,0071824cx056-02,Q172984||Q35158,60.23U28390,240U174728,180U174728,76167
Q89049637,Q125191,Ilha da Boa Viagem,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1890-01-01T00:00:00Z/8,1885-01-01T00:00:00Z/9,1895-01-01T00:00:00Z/9,Q155,@-22.9084/-43.13036,11.1106U11573,-134.2896U28390,90.87392U28390,Q3180571,Q85621807||Q35158,Q71989864,0071824cx063-02,Q172984||Q35158,40.15U28390,240U174728,180U174728,76173
Q89049639,Q125191,"Ilha da Boa Viagem, Capela de Nossa Senhora da Boa Viagem",Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1885-01-01T00:00:00Z/8,1880-01-01T00:00:00Z/9,1890-01-01T00:00:00Z/9,Q155,@-22.91349/-43.1314,7.17086U11573,17.11077U28390,93.90365U28390,Q3180571,Q85621807||Q35158,Q71989864,0071824cx063-06,Q172984||Q35158,59.91U28390,240U174728,180U174728,76175
Q89049641,Q125191,Ilha da Boa Viagem,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1890-01-01T00:00:00Z/8,1885-01-01T00:00:00Z/9,1895-01-01T00:00:00Z/9,Q155,@-22.90804/-43.12974,17.80504U11573,-160.59144U28390,91.94208U28390,Q3180571,Q85621807||Q35158,Q71989864,0071824cx063-09,Q172984||Q35158,50.0U28390,240U174728,180U174728,76176
Q89049644,Q125191,As pirâmides do Aqueduto da Carioca,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1890-01-01T00:00:00Z/8,1885-01-01T00:00:00Z/9,1895-01-01T00:00:00Z/9,Q155,@-22.93521/-43.20145,177.99198U11573,66.31194U28390,93.76729U28390,Q3180571,Q85621807||Q35158,Q71989864,0071824cx067-04,Q172984||Q35158,40.0U28390,240U174728,180U174728,76178
Q89049647,Q125191,Ilha D'água,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1890-01-01T00:00:00Z/8,1885-01-01T00:00:00Z/9,1895-01-01T00:00:00Z/9,Q155,@-22.80597/-43.12319,12.19931U11573,-165.58982U28390,85.50282U28390,Q3180571,Q85621807||Q35158,Q71989864,0071824cx042-02,Q172984||Q35158,50.16U28390,240U174728,180U174728,76180
Q89049648,Q125191,"Entrada da Baía de Guanabara vista de Niterói, com destaque para o Morro do Pão de Açúcar",Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1885-01-01T00:00:00Z/8,1880-01-01T00:00:00Z/9,1890-01-01T00:00:00Z/9,Q155,@-22.94334/-43.11525,132.62355U11573,-103.78477U28390,86.4478U28390,Q3180571,Q85621807||Q35158,Q71989864,0071824cx067-05,Q172984||Q35158,50.0U28390,240U174728,180U174728,76179
Q89049650,Q125191,Ilha D'água,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1890-01-01T00:00:00Z/8,1885-01-01T00:00:00Z/9,1895-01-01T00:00:00Z/9,Q155,@-22.80331/-43.118,3.27365U11573,10.6087U28390,85.66209U28390,Q3180571,Q85621807||Q35158,Q71989864,0071824cx042-03,Q172984||Q35158,60.0U28390,240U174728,180U174728,76181
Q89049652,Q125191,"Palácio do Catete, atual Museu da República",Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1890-01-01T00:00:00Z/8,1885-01-01T00:00:00Z/9,1895-01-01T00:00:00Z/9,Q155,@-22.92607/-43.17678,19.63128U11573,75.72451U28390,88.55652U28390,Q3180571,Q85621807||Q35158,Q71989864,0071824cx042-08,Q172984||Q35158,67.59U28390,240U174728,180U174728,76185
Q89049660,Q125191,"Palácio do Catete, atual Museu da República",Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1890-01-01T00:00:00Z/8,1885-01-01T00:00:00Z/9,1895-01-01T00:00:00Z/9,Q155,@-22.92607/-43.17678,19.63128U11573,75.72451U28390,88.55652U28390,Q3180571,Q85621807||Q35158,Q71989864,0071824cx042-09,Q172984||Q35158,67.59U28390,240U174728,180U174728,76186
Q89049666,Q125191,Monumento em homenagem a José de Alencar,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1897-01-01T00:00:00Z/8,1897-01-01T00:00:00Z/9,1902-01-01T00:00:00Z/9,Q155,@-22.93282/-43.17746,10.47852U11573,-55.36558U28390,94.88937U28390,Q3180571,Q85621807||Q35158,Q71989864,0071824cx042-13,Q172984||Q35158,45.26U28390,180U174728,240U174728,76189
Q89049672,Q125191,Pedra do Índio,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1884-01-01T00:00:00Z/8,1879-01-01T00:00:00Z/9,1889-01-01T00:00:00Z/9,Q155,@-22.9098/-43.12513,7.23029U11573,-133.26809U28390,97.48784U28390,Q3180571,Q85621807||Q35158,Q71989864,0071824cx064-10,Q172984||Q35158,29.17U28390,180U174728,240U174728,76190
Q89049677,Q125191,Vista da Igreja de Nossa Senhora de Copacabana,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1885-01-01T00:00:00Z/8,1880-01-01T00:00:00Z/9,1890-01-01T00:00:00Z/9,Q155,@-22.98739/-43.1885,13.66584U11573,55.90781U28390,87.52063U28390,Q3180571,Q85621807||Q35158,Q71989864,0071824cx066-13,Q172984||Q35158,44.73U28390,240U174728,180U174728,76198
Q89049679,Q125191,Morro do Corcovado a partir da Avenida Beira Mar,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1895-01-01T00:00:00Z/8,1890-01-01T00:00:00Z/9,1900-01-01T00:00:00Z/9,Q155,@-22.96185/-43.20284,11.98416U11573,-37.83818U28390,97.97333U28390,Q3180571,Q85621807||Q35158,Q71989864,0071824cx057-04,Q172984||Q35158,42.7U28390,180U174728,240U174728,76204
Q89049681,Q125191,Ilha da Boa Viagem,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1880-01-01T00:00:00Z/8,1875-01-01T00:00:00Z/9,1885-01-01T00:00:00Z/9,Q155,@-22.90826/-43.12962,5.84987U11573,-112.16795U28390,93.8678U28390,Q3180571,Q85621807||Q35158,Q71989864,0071824cx057-11,Q904614||Q35158,40.14U28390,240U174728,180U174728,76207
Q89049683,Q125191,Baía de Guanabara vista de Niterói,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1885-01-01T00:00:00Z/8,1880-01-01T00:00:00Z/9,1890-01-01T00:00:00Z/9,Q155,@-22.93407/-43.12568,13.70223U11573,-57.21092U28390,91.02403U28390,Q3180571,Q85621807||Q35158,Q71989864,0071824cx060-01,Q172984||Q35158,60.0U28390,240U174728,180U174728,76208
Q89049685,Q125191,"Monumento em homenagem a D. Pedro I, estátua equestre",Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1890-01-01T00:00:00Z/8,1885-01-01T00:00:00Z/9,1895-01-01T00:00:00Z/9,Q155,@-22.90686/-43.18252,2.33801U11573,-104.13454U28390,100.03475U28390,Q3180571,Q85621807||Q35158,Q71989864,0071824cx060-07,Q172984||Q35158,35.45U28390,180U174728,240U174728,76214
Q89049686,Q125191,Bairro do Flamengo visto do Morro Nova Cintra,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1890-01-01T00:00:00Z/8,1885-01-01T00:00:00Z/9,1895-01-01T00:00:00Z/9,Q155,@-22.92883/-43.18366,132.5207U11573,116.49309U28390,86.10179U28390,Q3180571,Q85621807||Q35158,Q71989864,0071824cx065-07,Q172984||Q35158,44.02U28390,240U174728,180U174728,76223
Q89049689,Q125191,Vista da Alameda das Palmeiras,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1885-01-01T00:00:00Z/8,1880-01-01T00:00:00Z/9,1890-01-01T00:00:00Z/9,Q155,@-22.96752/-43.22427,10.07606U11573,127.5208U28390,104.29784U28390,Q3180571,Q85621807||Q35158,Q71989864,0071824cx068-01,Q172984||Q35158,50.0U28390,180U174728,240U174728,76228
