dcterms:identifier,dcterms:title,dcterms:description,dcterms:creator,dcterms:date,dcterms:available,dcterms:type:en,dcterms:type:pt,dcterms:medium:pt,dcterms:medium:en,dcterms:format:pt,dcterms:format:en,dcterms:rights,dcterms:bibliographicCitation,dcterms:source,dcterms:hasVersion,latitude,longitude,foaf:depicts,schema:width,schema:height,media,item_sets
0071824cx022-12,Cascatinha da Tijuca,"Cascatinha da Tijuca (anteriormente conhecida como Cascatinha Taunay devido ao nome do artista francês que a pintou em 1820), está localizada no Parque Nacional da Tijuca, parte da Floresta da Tijuca.",Marc Ferrez,1899 circa,1899/1899,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q85621807 Negativo de vidro,http://wikidata.org/wiki/Q85621807 Glass plate negative,-,,http://acervos.ims.com.br/portals/#/detailpage/75718 Instituto Moreira Salles,www.wikidata.org/wiki/Q97772784 Wikidata,-22.9587,-43.27756,,180,240,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0071824cx022-12.jpg,All||Views
0071824cx022-13,"Estrada de Ferro Central do Brasil (Linha do Centro), Estação Central do Brasil, Km 0","A Estrada de Ferro Central do Brasil foi uma das principais ferrovias do Brasil, ligando Rio de Janeiro, São Paulo e Minas Gerais. Até a Proclamação da República, em 1889, a ferrovia era denominava Estrada de Ferro D. Pedro II. O decreto 2895 de 9 de maio de 1890 aprovou a ampliação da estação, e o edifício passou a ter mais duas alas laterais. As obras foram iniciadas em 1898 e concluídas em 1900 . A imagem do prédio ainda não reformado, mas com a inscrição ""Estrada e Ferro Central do Brasil"" retrata o edifício depois da proclamação da República, em 1889, mas antes do início das reformas, em 1898.",Marc Ferrez,1889 circa,1889/1898,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q85621807 Negativo de vidro,http://wikidata.org/wiki/Q85621807 Glass plate negative,-,,http://acervos.ims.com.br/portals/#/detailpage/88794 Instituto Moreira Salles,www.wikidata.org/wiki/Q65620498 Wikidata,-22.90391,-43.19014,http://www.wikidata.org/entity/Q1274003 Estação Central do Brasil,240,180,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0071824cx022-13.jpg,All||Views
0071824cx022-14,Liceu de Artes e Ofícios,"Liceu de Artes e Ofícios, localizado na antiga rua da Guarda Velha. Foi fundado em 1856 pelo comendador Francisco Joaquim Béthencourt da Silva a fim de difundir o ensino das belas-artes aplicadas aos ofícios e à indústria, e voltado especialmente para homens livres da classe operária. As mulheres só foram admitidas em 1881. Além das classes em seu estatuto de fundação já se previa a instalação de uma biblioteca, edição de uma revista e realização de exposições com os trabalhos dos alunos. O Liceu foi a primeira escola brasileira a adotar o ensino noturno.",Marc Ferrez,1889 circa,1885/1905,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q85621807 Negativo de vidro,http://wikidata.org/wiki/Q85621807 Glass plate negative,-,,http://acervos.ims.com.br/portals/#/detailpage/75720 Instituto Moreira Salles,www.wikidata.org/wiki/Q65620499 Wikidata,-22.90818,-43.17788,http://www.wikidata.org/entity/Q2946148 Centro,240,180,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0071824cx022-14.jpg,All||Views
0071824cx022-15,Liceu de Artes e Ofícios,"Liceu de Artes e Ofícios, localizado na antiga rua da Guarda Velha. Foi fundado em 1856 pelo comendador Francisco Joaquim Béthencourt da Silva a fim de difundir o ensino das belas-artes aplicadas aos ofícios e à indústria, e voltado especialmente para homens livres da classe operária. As mulheres só foram admitidas em 1881. Além das classes em seu estatuto de fundação já se previa a instalação de uma biblioteca, edição de uma revista e realização de exposições com os trabalhos dos alunos. O Liceu foi a primeira escola brasileira a adotar o ensino noturno.",Marc Ferrez,1889 circa,1885/1905,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q85621807 Negativo de vidro,http://wikidata.org/wiki/Q85621807 Glass plate negative,-,,http://acervos.ims.com.br/portals/#/detailpage/75721 Instituto Moreira Salles,www.wikidata.org/wiki/Q65620500 Wikidata,-22.90821,-43.17782,http://www.wikidata.org/entity/Q2946148 Centro,240,180,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0071824cx022-15.jpg,All||Views
0071824cx023-01,A Glória vista a partir do Morro do Castelo,Bairro da Glória fotografado a partir do Morro do Castelo.,Marc Ferrez,1885 circa,1880/1890,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q85621807 Negativo de vidro,http://wikidata.org/wiki/Q85621807 Glass plate negative,-,,http://acervos.ims.com.br/portals/#/detailpage/75722 Instituto Moreira Salles,www.wikidata.org/wiki/Q65620501 Wikidata,-22.90892,-43.17455,http://www.wikidata.org/entity/Q10332478 Morro do Castelo,240,180,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0071824cx023-01.jpg,All||Views||Smapshot
0071824cx023-02,Panorama do Rio de Janeiro tomado do Morro do Castelo,,Marc Ferrez,1885 circa,1880/1890,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q85621807 Negativo de vidro,http://wikidata.org/wiki/Q85621807 Glass plate negative,-,,http://acervos.ims.com.br/portals/#/detailpage/75723 Instituto Moreira Salles,www.wikidata.org/wiki/Q65620502 Wikidata,-22.90519,-43.17325,http://www.wikidata.org/entity/Q2946148 Centro,240,180,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0071824cx023-02.jpg,All||Views||Smapshot
0071824cx023-04,Pedra da Gávea,Vista da Pedra da Gávea tomada da Floresta da Tijuca.,Marc Ferrez,1885 circa,1880/1890,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q85621807 Negativo de vidro,http://wikidata.org/wiki/Q85621807 Glass plate negative,-,,http://acervos.ims.com.br/portals/#/detailpage/75725 Instituto Moreira Salles,www.wikidata.org/wiki/Q65620503 Wikidata,-22.96848,-43.26264,http://www.wikidata.org/entity/Q14942956 Floresta da Tijuca,240,180,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0071824cx023-04.jpg,All||Views||Smapshot
0071824cx023-05,Vista Chinesa,,Marc Ferrez,1885 circa,1880/1890,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q85621807 Negativo de vidro,http://wikidata.org/wiki/Q85621807 Glass plate negative,-,,http://acervos.ims.com.br/portals/#/detailpage/75726 Instituto Moreira Salles,www.wikidata.org/wiki/Q65620505 Wikidata,-22.96868,-43.25416,http://www.wikidata.org/entity/Q14942956 Floresta da Tijuca,240,180,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0071824cx023-05.jpg,All||Views||Smapshot
0071824cx023-06,Vista da Pedra da Gávea tomada do largo do Humaitá,,Marc Ferrez,1900 circa,1895/1905,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q85621807 Negativo de vidro,http://wikidata.org/wiki/Q85621807 Glass plate negative,-,,http://acervos.ims.com.br/portals/#/detailpage/75733 Instituto Moreira Salles,www.wikidata.org/wiki/Q65621386 Wikidata,-22.96022,-43.20334,http://www.wikidata.org/entity/Q1012576 Humaita,240,180,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0071824cx023-06.jpg,All||Views||Smapshot
0071824cx023-07,"Vista da Lagoa Rodrigo de Freitas, com a Companhia de Fiação e Tecelagem Corcovado ao fundo",,Marc Ferrez,1900 circa,1895/1905,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q85621807 Negativo de vidro,http://wikidata.org/wiki/Q85621807 Glass plate negative,-,,http://acervos.ims.com.br/portals/#/detailpage/75734 Instituto Moreira Salles,www.wikidata.org/wiki/Q65620507 Wikidata,-22.95978,-43.2014,http://www.wikidata.org/entity/Q429897 Lagoa Rodrigo de Freitas,240,180,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0071824cx023-07.jpg,All||Views||Smapshot
0071824cx023-08,Floresta da Tijuca,A Floresta da Tijuca é parte do Parque Nacional da Tijuca.,Marc Ferrez,1880 circa,1875/1885,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q904614 Colódio,http://wikidata.org/wiki/Q904614 Collodion,http://wikidata.org/wiki/Q85621807 Negativo de vidro,http://wikidata.org/wiki/Q85621807 Glass plate negative,-,,http://acervos.ims.com.br/portals/#/detailpage/75727 Instituto Moreira Salles,www.wikidata.org/wiki/Q65620508 Wikidata,-22.95995,-43.27032,http://www.wikidata.org/entity/Q14942956 Floresta da Tijuca,240,180,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0071824cx023-08.jpg,All||Views||Smapshot
0071824cx024-01,Panorama do Rio de Janeiro tomado do Morro do Castelo,"Ao fundo, a Baía de Guanabara.",Marc Ferrez,1885 circa,1880/1890,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q85621807 Negativo de vidro,http://wikidata.org/wiki/Q85621807 Glass plate negative,-,,http://acervos.ims.com.br/portals/#/detailpage/75636 Instituto Moreira Salles,www.wikidata.org/wiki/Q65620509 Wikidata,-22.90519,-43.17325,,240,180,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0071824cx024-01.jpg,All||Views||Smapshot
0071824cx024-02,Fortaleza de Santa Cruz,"Fortaleza de Santa Cruz da Barra, localizada no bairro de Jurujuba em Niterói.",Marc Ferrez,1885 circa,1880/1890,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q85621807 Negativo de vidro,http://wikidata.org/wiki/Q85621807 Glass plate negative,-,,http://acervos.ims.com.br/portals/#/detailpage/75637 Instituto Moreira Salles,www.wikidata.org/wiki/Q65621385 Wikidata,-22.93827,-43.13025,http://www.wikidata.org/entity/Q6315432 Jurujuba,240,180,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0071824cx024-02.jpg,All||Views||Smapshot
0071824cx024-03,"Vista da Baía de Guanabara, com destaque para o Pão de Açúcar","O panorama abrange também os bairros de Botafogo, Flamengo e Urca, vistos a partir do Corcovado.",Marc Ferrez,1887 circa,1882/1892,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q85621807 Negativo de vidro,http://wikidata.org/wiki/Q85621807 Glass plate negative,-,,http://acervos.ims.com.br/portals/#/detailpage/75638 Instituto Moreira Salles,www.wikidata.org/wiki/Q65620511 Wikidata,-22.94498,-43.19645,http://www.wikidata.org/entity/Q506938 Morro do Corcovado,240,180,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0071824cx024-03.jpg,All||Views||Smapshot
0071824cx024-04,"Vista da Baía de Guanabara, com destaque para o Pão de Açúcar","O panorama abrange também os bairros de Botafogo, Flamengo e Urca, vistos a partir do Corcovado.",Marc Ferrez,1887 circa,1882/1892,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q85621807 Negativo de vidro,http://wikidata.org/wiki/Q85621807 Glass plate negative,-,,http://acervos.ims.com.br/portals/#/detailpage/75639 Instituto Moreira Salles,www.wikidata.org/wiki/Q89049574 Wikidata,-22.9517,-43.21024,,240,180,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0071824cx024-04.jpg,All||Views||Smapshot
0071824cx024-05,"Vista da Baía de Guanabara, com destaque para o Pão de Açúcar","O panorama abrange também os bairros de Botafogo, Flamengo e Urca, vistos a partir do Corcovado.",Marc Ferrez,1887 circa,1882/1892,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q85621807 Negativo de vidro,http://wikidata.org/wiki/Q85621807 Glass plate negative,-,,http://acervos.ims.com.br/portals/#/detailpage/75640 Instituto Moreira Salles,www.wikidata.org/wiki/Q89049576 Wikidata,-22.9517,-43.21024,,240,180,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0071824cx024-05.jpg,All||Views||Smapshot
0071824cx024-06,Bambuzal,,Marc Ferrez,1890 circa,1885/1895,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q85621807 Negativo de vidro,http://wikidata.org/wiki/Q85621807 Glass plate negative,-,,http://acervos.ims.com.br/portals/#/detailpage/75641 Instituto Moreira Salles,www.wikidata.org/wiki/Q97772769 Wikidata,-22.9686,-43.22498,,240,180,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0071824cx024-06.jpg,All||Views
0071824cx024-07,Cascata,,Marc Ferrez,1890 circa,1885/1895,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q85621807 Negativo de vidro,http://wikidata.org/wiki/Q85621807 Glass plate negative,-,,http://acervos.ims.com.br/portals/#/detailpage/75642 Instituto Moreira Salles,www.wikidata.org/wiki/Q89049578 Wikidata,-22.96943,-43.22511,,180,240,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0071824cx024-07.jpg,All||Views
0071824cx024-08,Alameda das Palmeiras Imperiais,,Marc Ferrez,1885 circa,1880/1890,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q85621807 Negativo de vidro,http://wikidata.org/wiki/Q85621807 Glass plate negative,-,,http://acervos.ims.com.br/portals/#/detailpage/75643 Instituto Moreira Salles,www.wikidata.org/wiki/Q65620512 Wikidata,-22.96756,-43.22422,http://www.wikidata.org/entity/Q45242 Jardim Botânico do Rio de Janeiro,180,240,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0071824cx024-08.jpg,All||Views
0071824cx024-12,Alameda das Palmeiras Imperiais,,Marc Ferrez,1885 circa,1880/1890,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q85621807 Negativo de vidro,http://wikidata.org/wiki/Q85621807 Glass plate negative,-,,http://acervos.ims.com.br/portals/#/detailpage/75645 Instituto Moreira Salles,www.wikidata.org/wiki/Q65621387 Wikidata,-22.96919,-43.22198,http://www.wikidata.org/entity/Q45242 Jardim Botânico do Rio de Janeiro,180,240,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0071824cx024-12.jpg,All||Views
0071824cx028-01,"Vista do morro Dois Irmãos e da Pedra Gávea, tomada das cercanias da Fonte da Saudade",,Marc Ferrez,1900 circa,1895/1905,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q85621807 Negativo de vidro,http://wikidata.org/wiki/Q85621807 Glass plate negative,-,,http://acervos.ims.com.br/portals/#/detailpage/75702 Instituto Moreira Salles,www.wikidata.org/wiki/Q65620515 Wikidata,-22.97014,-43.20561,http://www.wikidata.org/entity/Q429897 Lagoa Rodrigo de Freitas,240,180,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0071824cx028-01.jpg,All||Views||Smapshot
0071824cx028-02,"Vista da Lagoa Rodrigo de Freitas, com a Companhia de Fiação e Tecelagem Corcovado ao fundo",,Marc Ferrez,1900 circa,1895/1905,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q85621807 Negativo de vidro,http://wikidata.org/wiki/Q85621807 Glass plate negative,-,,http://acervos.ims.com.br/portals/#/detailpage/75703 Instituto Moreira Salles,www.wikidata.org/wiki/Q65621389 Wikidata,-22.95978,-43.2014,http://www.wikidata.org/entity/Q429897 Lagoa Rodrigo de Freitas,240,180,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0071824cx028-02.jpg,All||Views||Smapshot
0071824cx028-03,Vista do Pico do Perdido a partir do antigo Jardim Zoológico barão de Drummond,"Também conhecido como Pedra do Andaraí ou Pico do Papagaio, a partir do jardim zoológico barão de Drummond, situado no bairro de Vila Isabel. Atualmente, este local é um parque chamado Recanto do Trovador.",Marc Ferrez,1888 circa,1887/1893,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q85621807 Negativo de vidro,http://wikidata.org/wiki/Q85621807 Glass plate negative,-,,http://acervos.ims.com.br/portals/#/detailpage/75704 Instituto Moreira Salles,www.wikidata.org/wiki/Q65620517 Wikidata,-22.91603,-43.26182,http://www.wikidata.org/entity/Q4011694 Vila Isabel,240,180,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0071824cx028-03.jpg,All||Views||Smapshot
0071824cx028-05,"Pedra da Gávea, tomada da Floresta da Tijuca",,Marc Ferrez,1885 circa,1880/1890,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q85621807 Negativo de vidro,http://wikidata.org/wiki/Q85621807 Glass plate negative,-,,http://acervos.ims.com.br/portals/#/detailpage/75705 Instituto Moreira Salles,www.wikidata.org/wiki/Q65620518 Wikidata,-22.97078,-43.2696,http://www.wikidata.org/entity/Q14942956 Floresta da Tijuca,240,180,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0071824cx028-05.jpg,All||Views||Smapshot
0071824cx028-08,Vista do Pico da Tijuca,,Marc Ferrez,1885 circa,1880/1890,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q85621807 Negativo de vidro,http://wikidata.org/wiki/Q85621807 Glass plate negative,-,,http://acervos.ims.com.br/portals/#/detailpage/75706 Instituto Moreira Salles,www.wikidata.org/wiki/Q65620519 Wikidata,-22.91545,-43.23361,http://www.wikidata.org/entity/Q14942956 Floresta da Tijuca,240,180,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0071824cx028-08.jpg,All||Views||Smapshot
0071824cx028-09,"Vista do morro Dois Irmãos e da Pedra da Gávea, tomada da Lagoa Rodrigo de Freitas, na altura da Fonte da Saudade",,Marc Ferrez,1890 circa,1885/1895,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q85621807 Negativo de vidro,http://wikidata.org/wiki/Q85621807 Glass plate negative,-,,http://acervos.ims.com.br/portals/#/detailpage/75707 Instituto Moreira Salles,www.wikidata.org/wiki/Q65620520 Wikidata,-22.96067,-43.20199,http://www.wikidata.org/entity/Q429897 Lagoa Rodrigo de Freitas,240,180,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0071824cx028-09.jpg,All||Views||Smapshot
0071824cx028-10,"Corcovado, tomado da Lagoa Rodrigo de Freitas",,Marc Ferrez,1890 circa,1885/1895,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q85621807 Negativo de vidro,http://wikidata.org/wiki/Q85621807 Glass plate negative,-,,http://acervos.ims.com.br/portals/#/detailpage/75708 Instituto Moreira Salles,www.wikidata.org/wiki/Q65620521 Wikidata,-22.96185,-43.20284,http://www.wikidata.org/entity/Q429897 Lagoa Rodrigo de Freitas,180,240,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0071824cx028-10.jpg,All||Views||Smapshot
0071824cx028-11,"Corcovado, tomado da Lagoa Rodrigo de Freitas",,Marc Ferrez,1890 circa,1885/1895,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q85621807 Negativo de vidro,http://wikidata.org/wiki/Q85621807 Glass plate negative,-,,http://acervos.ims.com.br/portals/#/detailpage/75709 Instituto Moreira Salles,www.wikidata.org/wiki/Q65621390 Wikidata,-22.96218,-43.20262,http://www.wikidata.org/entity/Q429897 Lagoa Rodrigo de Freitas,180,240,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0071824cx028-11.jpg,All||Views||Smapshot
0071824cx031-06,Cascatinha da Tijuca,"Cascatinha da Tijuca (anteriormente conhecida como Cascatinha Taunay devido ao nome do artista francês que a pintou em 1820), está localizada no Parque Nacional da Tijuca, parte da Floresta da Tijuca.",Marc Ferrez,1885 circa,1880/1890,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q85621807 Negativo de vidro,http://wikidata.org/wiki/Q85621807 Glass plate negative,-,,http://acervos.ims.com.br/portals/#/detailpage/75728 Instituto Moreira Salles,www.wikidata.org/wiki/Q97772786 Wikidata,-22.95897,-43.27747,,180,240,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0071824cx031-06.jpg,All||Views
0071824cx031-07,Passeio Público,"A lagoa do Boqueirão foi aterrada com material proveniente do desmonte do pequeno Morro das Mangueiras, que se erguia onde hoje está a Rua Visconde de Maranguape, na Lapa. A tarefa de arrasar o morro, aterrar a lagoa e construir o jardim foi entregue ao Mestre Valentim da Fonseca e Silva, considerado o melhor escultor do Rio na época. O Passeio  foi construído entre 1779 e 1783. Foi o primeiro jardim público da cidade e do país, até então existiam apenas hortas e canteiros.",Marc Ferrez,1885 circa,1880/1890,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q85621807 Negativo de vidro,http://wikidata.org/wiki/Q85621807 Glass plate negative,-,,http://acervos.ims.com.br/portals/#/detailpage/75729 Instituto Moreira Salles,www.wikidata.org/wiki/Q65621391 Wikidata,-22.91381,-43.17598,http://www.wikidata.org/entity/Q2946148 Centro,240,180,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0071824cx031-07.jpg,All||Views
0071824cx031-08,"Monumento em homenagem a D. Pedro I, estátua equestre","A estátua equestre de D. Pedro I  foi inaugurada em 1862, com projeto de João Maximiano Mafra, executado pelo escultor francês Louis Rochet a mando do imperador Pedro II do Brasil.",Marc Ferrez,1890 circa,1885/1895,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q85621807 Negativo de vidro,http://wikidata.org/wiki/Q85621807 Glass plate negative,-,,http://acervos.ims.com.br/portals/#/detailpage/75730 Instituto Moreira Salles,www.wikidata.org/wiki/Q65620524 Wikidata,-22.90687,-43.18259,http://www.wikidata.org/entity/Q10353390 Praça Tiradentes,180,240,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0071824cx031-08.jpg,All||Views
0071824cx031-09,Cascatinha da Tijuca,"Cascatinha da Tijuca (anteriormente conhecida como Cascatinha Taunay devido ao nome do artista francês que a pintou em 1820), está localizada no Parque Nacional da Tijuca, parte da Floresta da Tijuca.",Marc Ferrez,1885 circa,1880/1890,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q85621807 Negativo de vidro,http://wikidata.org/wiki/Q85621807 Glass plate negative,-,,http://acervos.ims.com.br/portals/#/detailpage/75731 Instituto Moreira Salles,www.wikidata.org/wiki/Q97772787 Wikidata,-22.95903,-43.27752,,240,180,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0071824cx031-09.jpg,All||Views
0071824cx033b-09,Alameda das Palmeiras Imperiais,,Marc Ferrez,1885 circa,1880/1890,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q85621807 Negativo de vidro,http://wikidata.org/wiki/Q85621807 Glass plate negative,-,,http://acervos.ims.com.br/portals/#/detailpage/75646 Instituto Moreira Salles,www.wikidata.org/wiki/Q65621392 Wikidata,-22.9692,-43.22192,http://www.wikidata.org/entity/Q45242 Jardim Botânico do Rio de Janeiro,180,240,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0071824cx033b-09.jpg,All||Views
