dcterms:identifier,dcterms:title,dcterms:description,dcterms:creator,dcterms:created,dcterms:temporal,dcterms:available,dcterms:type,dcterms:rights,dcterms:bibliographicCitation,dcterms:source,dcterms:hasVersion,latitude,longitude,schema:polygon,foaf:depicts,schema:width,schema:height,media,item_sets,dcterms:date,item_set
SSID22376716,Exposição Nacional Comemorativa do 1º Centenário da Abertura dos Portos do Brasil,,"Malta Campos, Augusto Cesar de (Brazilian photographer, 1864-1957)",,,1908/1909,,,,Biblioteca Nacional (Brasil),,-22.95611282,-43.16728991,"POLYGON ((-4805360.2763000000 -2626716.2155999990, -4805727.6086000000 -2626276.0022000000, -4805713.6491000000 -2626261.5029999986, -4805699.1327000000 -2626247.5612999983, -4805684.0818000010 -2626234.1985000000, -4805668.5194000010 -2626221.4351000004, -4805652.4693000000 -2626209.2906000020, -4805635.9562000000 -2626197.7835999990, -4805619.0053000000 -2626186.9318000004, -4805601.6426000000 -2626176.7518000007, -4805583.8948000000 -2626167.2591999993, -4805565.7890000010 -2626158.4684999995, -4805547.3531000000 -2626150.3933000006, -4805528.6151000000 -2626143.0458999984, -4805509.6040000000 -2626136.4375000000, -4805490.3487000000 -2626130.5784000010, -4805470.8789000010 -2626125.4774000010, -4805451.2243000010 -2626121.1424000002, -4805431.4151000010 -2626117.5799999980, -4805411.4816999990 -2626114.7958000004, -4805391.4545000010 -2626112.7939000020, -4805371.3643999990 -2626111.5773999990, -4805351.2420000010 -2626111.1482000016, -4805331.1182000000 -2626111.5069999993, -4805311.0239000000 -2626112.6530999990, -4805290.9899000000 -2626114.5850000010, -4805271.0468000010 -2626117.2994999997, -4805251.2252999990 -2626120.7925000004, -4805231.5557000000 -2626125.0586999990, -4805212.0681000000 -2626130.0916000010, -4805192.7925000000 -2626135.8832999990, -4805173.7583000010 -2626142.4250999987, -4805154.9947999995 -2626149.7069000006, -4805136.5307000000 -2626157.7175999990, -4805118.3943000010 -2626166.4448000006, -4805100.6133999990 -2626175.8753000014, -4805083.2151999995 -2626185.9945000000, -4805066.2263999990 -2626196.7868999990, -4805049.6731000000 -2626208.2360000014, -4805033.5807000010 -2626220.3242999986, -4805017.9737000000 -2626233.0331999995, -4805002.8761000000 -2626246.3433000000, -4804988.3111000005 -2626260.2340999990, -4804974.3008999990 -2626274.6843000017, -4804960.8671000000 -2626289.6719000004, -4804948.0302000010 -2626305.1737999990, -4804935.8099000010 -2626321.1662999988, -4804924.2250000000 -2626337.6248000003, -4804913.2930999990 -2626354.5242000000, -4804903.0310999990 -2626371.8385000005, -4804893.4547000010 -2626389.5412000010, -4804884.5785000010 -2626407.6052000000, -4804876.4162000010 -2626426.0027999990, -4804868.9803000000 -2626444.7058000006, -4804862.2820999995 -2626463.6854999997, -4804856.3319000010 -2626482.9127999990, -4804851.1389000010 -2626502.3583000004, -4804846.7109999990 -2626521.9921999983, -4804843.0550000000 -2626541.7842999995, -4804840.1765000000 -2626561.7043000013, -4804838.0799000000 -2626581.7217999995, -4804836.7685000000 -2626601.8060000017, -4804836.2441000010 -2626621.9261000007, -4804836.5078000000 -2626642.0513000004, -4804837.5589000005 -2626662.1508000010, -4804839.3960000000 -2626682.1937999986, -4804842.0161000010 -2626702.1495000010, -4804845.4154000000 -2626721.9873000010, -4804849.5885000010 -2626741.6768999994, -4804854.5291000010 -2626761.1880000010, -4804860.2296999990 -2626780.4908000007, -4804866.6813999990 -2626799.5557000004, -4805360.2763000000 -2626716.2155999990))",,,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/SSID22376716.jpg,,1908,Views
SSID22117540,Projeto de Embelezamento da Praia de Botafogo (3),,,,,1900/1906,,,,,,,,,,,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/SSID22117540.jpg,,1903,Plans
SSID22117534,Projeto de Embelezamento da Praia de Botafogo (2),,,,,1900/1906,,,,,,,,,,,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/SSID22117534.jpg,,1903,Plans
SSID22117532,Projeto de Embelezamento da Praia de Botafogo,,,,,1900/1906,,,,,,,,,,,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/SSID22117532.jpg,,1903,Plans
SSID22117522,Projeto de Jardim Misto Está Edificado o Palácio Monroe,,,,,1900/1906,,,,,,,,,,,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/SSID22117522.jpg,,1906,Plans
SSID22117513,"Batalha de Flores, 1905",,Archimedes José da Silva,,,1900/1910,,,,,,,,,,,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/SSID22117513.jpg,,1905,Plans
SSID22117507,"Batalha de Flores, 1906",,Archimedes José da Silva,,,1901/1911,,,,A Paisagem Desenhada - O Rio de Pereira Passos,,,,,,,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/SSID22117507.jpg,,1906,Plans
SSID21826500,St. Sebastien Ville Episcopale du Brésil,,"Froger, François",,,1680/1700,,,,"John Carter Brown Library, Brown University",,-22.9125282,-43.15854299,"POLYGON ((-4804386.6476000010 -2621447.9754000010, -4806878.1543000005 -2621026.6657000000, -4806887.7749000010 -2620993.8883999996, -4806896.6375999990 -2620960.8981000000, -4806904.7378000000 -2620927.7122999990, -4806912.0711000000 -2620894.3487000020, -4806918.6336000000 -2620860.8249000013, -4806924.4220000000 -2620827.1589000000, -4806929.4330000000 -2620793.3684000000, -4806933.6641000010 -2620759.4714000000, -4806937.1129000000 -2620725.4858999997, -4806939.7776999995 -2620691.4299000017, -4806941.6570999995 -2620657.3216000013, -4806942.7500000000 -2620623.1790000014, -4806943.0558000000 -2620589.0203999990, -4806942.5745000000 -2620554.8636999987, -4806941.3061999995 -2620520.7272000015, -4806939.2515999990 -2620486.6290000007, -4806936.4118000010 -2620452.5872000010, -4806932.7884000000 -2620418.6198999994, -4806928.3831999990 -2620384.7450999990, -4806923.1987000000 -2620350.9807999990, -4806917.2374000010 -2620317.3449000010, -4806910.5026999990 -2620283.8553000020, -4806902.9980000000 -2620250.5298000015, -4806894.7274999990 -2620217.3861000016, -4806885.6954000000 -2620184.4417999983, -4806875.9065000005 -2620151.7142999990, -4806865.3661000000 -2620119.2210999990, -4806854.0798000000 -2620086.9794000015, -4806842.0535000000 -2620055.0062999986, -4806829.2936000000 -2620023.3189000003, -4806815.8070000000 -2619991.9338000007, -4806801.6007000000 -2619960.8678999990, -4806786.6823999990 -2619930.1376000010, -4806771.0599000010 -2619899.7591999993, -4806754.7415000000 -2619869.7489000000, -4806737.7360000000 -2619840.1226000004, -4806720.0522000010 -2619810.8960000016, -4806701.6997000000 -2619782.0846000016, -4806682.6882000010 -2619753.7038000003, -4806663.0276999995 -2619725.7685999980, -4806642.7288000010 -2619698.2939000020, -4806621.8021000010 -2619671.2941999994, -4806600.2588000000 -2619644.7839000000, -4806578.1104000010 -2619618.7771000005, -4806555.3686000000 -2619593.2875000015, -4806532.0454999990 -2619568.3286999986, -4806508.1534000000 -2619543.9140000010, -4806483.7051000000 -2619520.0564000010, -4806458.7135000010 -2619496.7683999985, -4806433.1919000000 -2619474.0625000000, -4806407.1538999990 -2619451.9507000000, -4806380.6132999990 -2619430.4448000006, -4804386.6476000010 -2621447.9754000010))",,,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/SSID21826500.jpg,,1698,Views
SSID21222338,Planta da cidade de São Sebastião do Rio de Janeiro e da Imperial Quinta de São Cristovão,,"Everard, Raymundo",,,1824/1828,,,,"Arquivo Histórico do Exército, Rio de janeiro",,,,,,,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/SSID21222338.jpg,,1826,Maps
SSID15089825,Projecto de Ajardinamento do Canal do Mangue,,"Mariscal, Eduardo Francisco",,,1875/1875,,,,"Arquivo Nacional, Rio de Janeiro",,,,,,,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/SSID15089825.jpg,,1875,Plans
SSID11058344,Amerliorations Progressives du Palais de St. Christophe (Quinta da Boa Vista) No. 4 1831,,"Debret, Jean Baptiste (French painter and printmaker, 1768-1848)",,,1831/1839,,,,Woodson Research Center Special Collections & Archives,,-22.90549375,-43.22578375,"POLYGON ((-4811871.8263000010 -2620597.8084999993, -4811889.8901000000 -2620671.6583000010, -4811895.8068000000 -2620665.4552000016, -4811901.1530000010 -2620658.7542000003, -4811905.8871000000 -2620651.6075999998, -4811909.9719999990 -2620644.0711000003, -4811913.3760000000 -2620636.2036000006, -4811916.0724000000 -2620628.0663000010, -4811918.0403000000 -2620619.7228999995, -4811919.2643000000 -2620611.2384000010, -4811919.7348000000 -2620602.6790000014, -4811919.4481000010 -2620594.1114000008, -4811918.4066000000 -2620585.6024999990, -4811916.6183000000 -2620577.2188000010, -4811914.0971000010 -2620569.0254999995, -4811910.8628000000 -2620561.0867000000, -4811906.9406000000 -2620553.4642999990, -4811871.8263000010 -2620597.8084999993))",,,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/SSID11058344.jpg,,1831,Views
SSID11058345,Amerliorations Progressives du Palais de St. Christophe (Quinta da Boa Vista) No. 3 1822,,"Debret, Jean Baptiste (French painter and printmaker, 1768-1848)",,1822/1830,1822/1830,,,,Woodson Research Center Special Collections & Archives,,-22.90500835,-43.22642516,"POLYGON ((-4811943.2274999990 -2620539.1490000000, -4811894.6810000000 -2620561.7445000000, -4811890.5262000000 -2620567.0819000006, -4811887.0184000000 -2620572.8649999984, -4811884.2047000010 -2620579.0157999992, -4811882.1232999990 -2620585.4514000006, -4811880.8021000010 -2620592.0850000010, -4811880.2590999990 -2620598.8269999996, -4811880.5013999995 -2620605.5865000000, -4811881.5259000010 -2620612.2723000012, -4811883.3187000010 -2620618.7941999994, -4811885.8556999990 -2620625.0641999990, -4811889.1026000010 -2620630.9978000000, -4811893.0156000000 -2620636.5148000010, -4811897.5419000000 -2620641.5408999994, -4811902.6205000000 -2620646.0082999990, -4811908.1828000005 -2620649.8566999994, -4811914.1538999990 -2620653.0341000000, -4811920.4531000000 -2620655.4976999983, -4811926.9954000000 -2620657.2144000010, -4811933.6927000005 -2620658.1607999990, -4811940.4546000010 -2620658.3242000006, -4811947.1898000000 -2620657.7025000006, -4811953.8074999990 -2620656.3040999994, -4811960.2184000000 -2620654.1477000006, -4811966.3359999990 -2620651.2624999993, -4811972.0778000000 -2620647.6873999983, -4811977.3663000000 -2620643.4706000015, -4811982.1302000005 -2620638.6691000015, -4811986.3051999990 -2620633.3476000020, -4811989.8350000010 -2620627.5777999980, -4811992.6720000000 -2620621.4376999997, -4811994.7777999990 -2620615.0100000016, -4811996.1241999995 -2620608.3814999983, -4811996.6929000000 -2620601.6416999996, -4811996.4761999990 -2620594.8812999986, -4811943.2274999990 -2620539.1490000000))",,,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/SSID11058345.jpg,,,Views
SSID11039080,Amerliorations Progressives du Palais de St. Christophe (Quinta da Boa Vista) No. 1 1808,,"Debret, Jean Baptiste (French painter and printmaker, 1768-1848)",,1808/1815,1808/1815,,,,Woodson Research Center Special Collections & Archives,,-22.90596153,-43.22895107,"POLYGON ((-4812224.4068000000 -2620654.3370000010, -4811925.9703000000 -2620488.0995999984, -4811916.1275999990 -2620493.1570000015, -4811906.6647000000 -2620498.8938000016, -4811897.6285999995 -2620505.2815999985, -4811889.0638000000 -2620512.2888999990, -4811881.0129000000 -2620519.8808000013, -4811873.5155000000 -2620528.0199999996, -4811866.6088999990 -2620536.6660999990, -4811860.3271999990 -2620545.7762999980, -4811854.7014000010 -2620555.3055999987, -4811849.7594000010 -2620565.2067000010, -4811845.5256999990 -2620575.4307999983, -4811842.0211999990 -2620585.9272000007, -4811839.2632000000 -2620596.6440000013, -4811837.2655000000 -2620607.5282000005, -4811836.0377999990 -2620618.5258999990, -4811835.5862000010 -2620629.5826999990, -4811835.9130000010 -2620640.6438000016, -4811837.0166000000 -2620651.6547000000, -4811838.8916000000 -2620662.5606999993, -4811841.5285000000 -2620673.3079000004, -4811844.9144000000 -2620683.8431999980, -4811849.0326000005 -2620694.1143000014, -4811853.8626000010 -2620704.0705999993, -4811859.3805000000 -2620713.6627000010, -4811865.5591000000 -2620722.8431999980, -4811872.3677999990 -2620731.5665999986, -4811879.7729000000 -2620739.7897999994, -4812224.4068000000 -2620654.3370000010))",,,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/SSID11039080.jpg,,,Views
SSID10643717,Planta do Distrito Federal,,,,,1942/1945,,,,Prefeitura do Rio de Janeiro,,,,,,,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/SSID10643717.jpg,,1942,Maps
SSID10639297,Plano da Comissão de Melhoramentos,,Comissão de Melhoramentos,,,1875/1875,,,,"Arquivo Nacional, Rio de Janeiro",,,,,,,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/SSID10639297.jpg,,1875,Plans
SSID9626279,Universidade do Brasil - Plan,,"Costa, Lucio (Brazilian architect, 1902-1998)",,,1936/1936,,,,Casa de Lucio Costa,,,,,,,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/SSID9626279.jpg,,1936,Plans
SSID9564434,Projecto de Ajardinamento do Canal do Mangue (Estado Actual do Canal),,"Mariscal, Eduardo Francisco",,,1875/1880,,,,"Arquivo Nacional, Rio de Janeiro",,,,,,,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/SSID9564434.jpg,,1875,Plans
SSID9397617,Plan d’une portion de la ville de Rio de Janeiro pour l’intelligence de la nouvelle disposition des palais Imperial et de ses diverses accesoires,,"Grandjean de Montigny, Auguste Henri Victor (French architect, 1776-1850, active in Brazil)",,,1848/1848,,,,Biblioteca Nacional (Brasil),,,,,,,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/SSID9397617.jpg,,1848,Plans
SSID9373923,Cartas topograficas da capitania do Rio de Janeiro,,Manuel Vieira Leão,,,1767/1787,,,,Biblioteca Nacional (Brasil),,,,,,,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/SSID9373923.jpg,,1767,Maps
SSID9357630,Projeto da Avenida Central e obras Complementares,,Paulo de Frontin,,,1904/1906,,,,Woodson Research Center Special Collections & Archives,,,,,,,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/SSID9357630.jpg,,1903,Plans
SSID9357223,Projeto da Avenida Central e obras Complementares,,Paulo de Frontin,,,1903/1903,,,,Woodson Research Center Special Collections & Archives,,,,,,,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/SSID9357223.jpg,,1903,Plans
SSID3884279,Planta da cidade de S. Sebastião do Rio de Janeiro,,"Vilhena, Luís dos Santos",,,1775/1780,,,,Biblioteca Nacional (Brasil),,,,,,,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/SSID3884279.jpg,,1775,Maps
SSID3847414,Mapa Architectural da Cidade do Rio de Janeiro,,"Fragoso, João da Rocha",,,1874/1880,,,,"Arquivo Nacional, Rio de Janeiro",,,,,,,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/SSID3847414.jpg,,1874,Maps
SSID3328256,Planta da cidade de Sn. Sebastião do Rio de Janeiro,,"Schreiner,  Luiz",,1879/1884,1879/1884,,,,Biblioteca Nacional (Brasil),,,,,,,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/SSID3328256.jpg,,,Maps
SSID3328257,A planta da cidade de S. Sebastião do Rio de janeiro,,,,1808/1812,1808/1821,,,,Biblioteca Nacional (Brasil),,,,,,,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/SSID3328257.jpg,,,Maps
SSID3328258,Vista Artística do centro da cidade de São Sebastião do Rio de janeiro —Estado da Guanabara,,,,,1965/1970,,,,Biblioteca Nacional (Brasil),,,,,,,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/SSID3328258.jpg,,1965,Maps
SSID3303454,Plan of the city of Rio de Janeiro: Brazil,,"Gotto, Edward ",,,1866/1871,,,,Biblioteca Nacional (Brasil),,,,,,,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/SSID3303454.jpg,,1866,Maps
SSID3011211,A Cidade do Rio de Janeiro nos meados do século XVII,,"Barreiros, Eduardo Canabrava",,,1650/1660,,,,"Fondren Library, Rice University, Houston",,,,,,,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/SSID3011211.jpg,,1965,Maps
SSID2901637,Planta da Cidade do Rio de Janeiro,,"Silva, Leopoldo José da and others/e outros",,,1870/1880,,,,"Arquivo Nacional, Rio de Janeiro",,,,,,,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/SSID2901637.jpg,,1870,Maps
SSID2840589,Plano Beaurepaire-Rohan (1840-1843),,"Andreatta, Verena",,1840/1843,1840/1843,,,,"Fondren Library, Rice University, Houston",,,,,,,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/SSID2840589.jpg,,,Plans
SSID2840587,Plano Pereira Passos (1903-1906),,"Andreatta, Verena",,1903/1906,1903/1906,,,,"Fondren Library, Rice University, Houston",,,,,,,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/SSID2840587.jpg,,,Plans
SSID2840588,Plano Comissão dos Melhoramentos (1875-1876),,"Andreatta, Verena",,1875/1876,1875/1876,,,,"Fondren Library, Rice University, Houston",,,,,,,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/SSID2840588.jpg,,,Plans
SSID2651814,Planta da Cidade do Rio de Janeiro e Subúrbios,,Major Bacharel Antônio José Fausto Garriga,,,1875/1875,,,,"Arquivo Nacional, Rio de Janeiro",,,,,,,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/SSID2651814.jpg,,1875,Maps
SSID2651820,Planta do Rio de Janeiro,,Julio Lohmann,,,1860/1865,,,,"Arquivo Nacional, Rio de Janeiro",,,,,,,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/SSID2651820.jpg,,1862,Maps
SSID2651834,Planta do Canal do Mangue,,Comissão de Saneamento da Capital do Imperio,,,1885/1890,,,,"Arquivo Nacional, Rio de Janeiro",,,,,,,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/SSID2651834.jpg,,1887,Plans
SSID2651852,"Planta d'uma parte da Cidade do Rio de Janeiro com designação em linha azul, das ruas por onde passão os diversos encanamentos d'agua, do Encanamento de Maracanã",,José Pereira de Sá,,,1840/1850,,,,"Arquivo Nacional, Rio de Janeiro",,,,,,,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/SSID2651852.jpg,,1845,Maps
SSID2651854,Planta da Cidade do Rio de Janeiro e de uma parte dos suburbios,,E. de Maschek,,,1880/1890,,,,"Arquivo Nacional, Rio de Janeiro",,,,,,,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/SSID2651854.jpg,,1885,Maps
SSID2651778,[Alto da Boa Vista],,"Freitas, Francisco José",,1887/1896,1890/1890,,,,"Arquivo Nacional, Rio de Janeiro",,,,,,,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/SSID2651778.jpg,,,Maps
SSID2649651,Desembarque,,"Rugendas, Johann Moritz (German painter and draftsman, 1802-1858)",,1821/1825,1821/1825,,,,"Fondren Library, Rice University, Houston",,-22.90096558,-43.1745667,"POLYGON ((-4806170.4290999990 -2620050.6336999983, -4806183.8033000010 -2620094.2052000016, -4806189.1377000010 -2620094.6790000014, -4806194.4849000000 -2620094.3845999986, -4806199.7349999990 -2620093.3280000016, -4806204.7798999995 -2620091.5309999995, -4806209.5156000000 -2620089.0306000000, -4806213.8447999990 -2620085.8781000003, -4806217.6784000010 -2620082.1385999992, -4806220.9373000000 -2620077.8889999986, -4806223.5546000000 -2620073.2168000005, -4806225.4762999990 -2620068.2181000000, -4806226.6630000010 -2620062.9959000014, -4806227.0901000000 -2620057.6576000005, -4806226.7489000000 -2620052.3130999990, -4806225.6462999990 -2620047.0725000016, -4806223.8051999990 -2620042.0434999987, -4806221.2634000000 -2620037.3297999986, -4806218.0732000000 -2620033.0284000000, -4806170.4290999990 -2620050.6336999983))",,,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/SSID2649651.jpg,,,Views
SSID2649650,Praia dos Mineiros,,"Rugendas, Johann Moritz (German painter and draftsman, 1802-1858)",,1821/1825,1821/1825,,,,"Fondren Library, Rice University, Houston",,-22.89643421,-43.17533532,"POLYGON ((-4806255.9995000010 -2619503.0533000007, -4805681.0184000000 -2620854.1640999990, -4805699.1065000000 -2620872.2723999990, -4805717.7460999990 -2620889.8123999983, -4805736.9193999990 -2620906.7674999980, -4805756.6079999990 -2620923.1213000007, -4805776.7930000000 -2620938.8583000004, -4805797.4552000000 -2620953.9633000010, -4805818.5748000000 -2620968.4219999984, -4805840.1315000000 -2620982.2204000020, -4805862.1048000010 -2620995.3453000000, -4805884.4736000000 -2621007.7842999995, -4805907.2163999990 -2621019.5253000000, -4805930.3116000000 -2621030.5571999997, -4805953.7369000000 -2621040.8693000004, -4805977.4701000005 -2621050.4519000016, -4806001.4882999990 -2621059.2958000004, -4806025.7686000000 -2621067.3924000002, -4806050.2877999990 -2621074.7340999990, -4806075.0222999990 -2621081.3137000017, -4806099.9485000000 -2621087.1251000017, -4806125.0426000000 -2621092.1625999995, -4806150.2805000000 -2621096.4215000010, -4806175.6380000000 -2621099.8975000010, -4806201.0910000000 -2621102.5876000000, -4806226.6150000000 -2621104.4888999984, -4806252.1855000000 -2621105.5998000020, -4806277.7782000005 -2621105.9191999994, -4806303.3686000000 -2621105.4466999993, -4806328.9321000000 -2621104.1827999987, -4806354.4442000000 -2621102.1286999993, -4806379.8806000000 -2621099.2864000015, -4806405.2169000000 -2621095.6587000005, -4806430.4288000000 -2621091.2489000000, -4806455.4923000000 -2621086.0612999983, -4806480.3833000010 -2621080.1009000020, -4806505.0780000000 -2621073.3733000010, -4806529.5528000000 -2621065.8850000016, -4806553.7842000000 -2621057.6433000006, -4806577.7491000000 -2621048.6559000015, -4806601.4245000000 -2621038.9314000010, -4806624.7876999990 -2621028.4793000000, -4806647.8165000010 -2621017.3093999997, -4806670.4886000010 -2621005.4325000010, -4806692.7825000010 -2620992.8599000014, -4806714.6768999990 -2620979.6037000010, -4806736.1506999990 -2620965.6765000000, -4806757.1833000000 -2620951.0918000005, -4806777.7547999990 -2620935.8634000010, -4806797.8453000000 -2620920.0058999993, -4806817.4356999990 -2620903.5344999990, -4806836.5072000010 -2620886.4650000000, -4806855.0415000000 -2620868.8137000017, -4806873.0209000000 -2620850.5975000000, -4806890.4282000010 -2620831.8339000010, -4806907.2467000000 -2620812.5408000015, -4806923.4604000000 -2620792.7366000004, -4806939.0537000000 -2620772.4402999990, -4806954.0116000010 -2620751.6713999994, -4806968.3200000000 -2620730.4497000016, -4806981.9650000000 -2620708.7956000010, -4806994.9335999990 -2620686.7296999990, -4807007.2135000010 -2620664.2732000016, -4807018.7928000000 -2620641.4475999996, -4807029.6603999995 -2620618.2747000010, -4807039.8061000000 -2620594.7767000010, -4807049.2199000010 -2620570.9761000015, -4807057.8929999990 -2620546.8957000000, -4807065.8171000000 -2620522.5586000010, -4807072.9845000000 -2620497.9879000000, -4807079.3884000000 -2620473.2073000000, -4807085.0227000010 -2620448.2404000014, -4807089.8819999990 -2620423.1112999990, -4807093.9616000000 -2620397.8438000010, -4807097.2576000000 -2620372.4622000010, -4807099.7667999990 -2620346.9908000007, -4807101.4869000000 -2620321.4538999980, -4807102.4163000010 -2620295.8761000000, -4807102.5539000000 -2620270.2818000020, -4807101.8998000010 -2620244.6955000013, -4807100.4545000010 -2620219.1416000016, -4807098.2194000000 -2620193.6446999980, -4807095.1965999990 -2620168.2291000000, -4807091.3891000000 -2620142.9191999994, -4807086.8004000000 -2620117.7391999997, -4807081.4350000005 -2620092.7131999990, -4807075.2981000000 -2620067.8651000000, -4807068.3954000010 -2620043.2188000010, -4807060.7336000000 -2620018.7978000008, -4807052.3200000000 -2619994.6255000010, -4807043.1626999990 -2619970.7250000015, -4807033.2704000010 -2619947.1191999987, -4807022.6526999995 -2619923.8308000006, -4807011.3195999990 -2619900.8819000013, -4806999.2820000000 -2619878.2945999987, -4806986.5515000000 -2619856.0905000010, -4806973.1402000000 -2619834.2908000015, -4806959.0610000010 -2619812.9164999984, -4806944.3272999990 -2619791.9877999984, -4806928.9532999990 -2619771.5249999985, -4806912.9536000010 -2619751.5476000010, -4806896.3434999995 -2619732.0746000000, -4806879.1391000000 -2619713.1248000003, -4806861.3566999990 -2619694.7162999995, -4806843.0133000000 -2619676.8665999994, -4806824.1265999990 -2619659.5929000005, -4806804.7145000010 -2619642.9118000010, -4806784.7957000010 -2619626.8390999995, -4806764.3893000000 -2619611.3902999980, -4806743.5146999990 -2619596.5801000000, -4806722.1920000000 -2619582.4228000008, -4806255.9995000010 -2619503.0533000007))",,,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/SSID2649650.jpg,,,Views
SSID2597276,Avenida Central - Lado do Oeste entre S. José e 7 de Setembro,,"Ferrez, Marc (Brazilian photographer, 1843-1923)",,,1906/1916,,,,Biblioteca Nacional (Brasil),,-22.90647413,-43.17693214,"POLYGON ((-4806433.7344000000 -2620716.3222000003, -4806489.0949000010 -2620697.0885000005, -4806495.7717000000 -2620687.0775999986, -4806501.8598000000 -2620676.6981999986, -4806507.3390000000 -2620665.9849000014, -4806512.1910000000 -2620654.9732999990, -4806516.3997000010 -2620643.7001000010, -4806519.9509000000 -2620632.2029000000, -4806522.8330000010 -2620620.5199999996, -4806525.0363000000 -2620608.6902999990, -4806526.5534000010 -2620596.7531000003, -4806527.3794000000 -2620584.7483999990, -4806527.5113999990 -2620572.7159000000, -4806526.9489999990 -2620560.6959000006, -4806433.7344000000 -2620716.3222000003))",,,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/SSID2597276.jpg,,1906,Views
SSID2597270,Avenida Central - Lado do Oeste entre 7 de Setembro e S. José,,"Ferrez, Marc (Brazilian photographer, 1843-1923)",,,1906/1916,,,,Biblioteca Nacional (Brasil),,-22.90545586,-43.17735194,"POLYGON ((-4806480.4684000000 -2620593.2644999996, -4806452.4357999990 -2620771.3588999994, -4806460.6743000000 -2620764.1724999994, -4806468.3914000000 -2620756.4288000017, -4806475.5496000000 -2620748.1656000020, -4806482.1138000000 -2620739.4232000000, -4806488.0521000010 -2620730.2441999987, -4806493.3356000000 -2620720.6733000020, -4806497.9386000000 -2620710.7571000010, -4806501.8386000000 -2620700.5439000020, -4806505.0166000000 -2620690.0835999995, -4806507.4572000000 -2620679.4270999990, -4806509.1483000000 -2620668.6262000017, -4806510.0819000010 -2620657.7336999997, -4806510.2533000000 -2620646.8026000000, -4806480.4684000000 -2620593.2644999996))",,,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/SSID2597270.jpg,,1906,Views
SSID2597267,Predio Nos. 111-113-115,,"Ferrez, Marc (Brazilian photographer, 1843-1923)",,,1906/1916,,,,Biblioteca Nacional (Brasil),,-22.90350417,-43.1783641,"POLYGON ((-4806593.1449000000 -2620357.4081000015, -4806571.3872000000 -2620333.7494999990, -4806567.9695999995 -2620337.8436999990, -4806565.0769000000 -2620342.3242999986, -4806562.7524000000 -2620347.1242000014, -4806561.0307000000 -2620352.1717999987, -4806559.9376000000 -2620357.3918000013, -4806559.4893999990 -2620362.7060999980, -4806593.1449000000 -2620357.4081000015))",,,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/SSID2597267.jpg,,1906,Views
