qid,P31,Lpt-br,Dpt-br,Den,P571,qal1319,qal1326,P17,P1259,qal2044,qal7787,qal8208,P170,P186,P195,P217,P2079,P4036,P2049,P2048,P7835
Q65620722,Q125191,"Rua São Clemente, ao fundo o morro do Corcovado",Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1885-01-01T00:00:00Z/8,1880-01-01T00:00:00Z/9,1890-01-01T00:00:00Z/9,Q155,@-22.950337/-43.191973,8.97U11573,-95.04U28390,99.68U28390,Q3180571,Q11469,Q71989864,0071824cxrio2-13,COLÓDIO/ Prata,45.8U28390,18.0U174728,24.0U174728,77682
Q65620723,Q125191,Morro do Pão de Açúcar visto a partir da Fortaleza de Santa Cruz,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1885-01-01T00:00:00Z/8,1880-01-01T00:00:00Z/9,1890-01-01T00:00:00Z/9,Q155,@-22.935893/-43.13297,7.31U11573,-126.76U28390,90.46U28390,Q3180571,Q11469,Q71989864,0071824cxrio3-01,Q172984,41.8U28390,24.0U174728,18.0U174728,77666
Q89050048,Q125191,Ilha da Boa Viagem,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1890-01-01T00:00:00Z/8,1885-01-01T00:00:00Z/9,1895-01-01T00:00:00Z/9,Q155,@-22.908396/-43.130361,9.87U11573,-134.29U28390,90.87U28390,Q3180571,Q11469,Q71989864,0071824cxrio3-02,Q172984,40.2U28390,24.0U174728,18.0U174728,77667
Q89050052,Q125191,Bairro do Flamengo visto do Morro Nova Cintra,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1890-01-01T00:00:00Z/8,1885-01-01T00:00:00Z/9,1895-01-01T00:00:00Z/9,Q155,@-22.928832/-43.183658,132.52U11573,116.49U28390,86.1U28390,Q3180571,Q11469,Q71989864,0071824cxrio3-04,Q172984,44.0U28390,24.0U174728,18.0U174728,77669
Q89050056,Q125191,"Rua Direita, atual rua Primeiro de Março",Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1890-01-01T00:00:00Z/8,1885-01-01T00:00:00Z/9,1895-01-01T00:00:00Z/9,Q155,@-22.902766/-43.175759,16.78U11573,-5.76U28390,97.67U28390,Q3180571,Q11469,Q71989864,0071824cxrio3-05,Q172984,52.4U28390,18.0U174728,24.0U174728,77683
Q89050053,Q125191,Passeio Público,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1890-01-01T00:00:00Z/8,1885-01-01T00:00:00Z/9,1895-01-01T00:00:00Z/9,Q155,@-22.913763/-43.175839,12.52U11573,-73.41U28390,86.33U28390,Q3180571,Q11469,Q71989864,0071824cxrio3-09,Q172984,50.0U28390,24.0U174728,18.0U174728,77670
Q65621444,Q125191,Imprensa Nacional,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1880-01-01T00:00:00Z/8,1877-01-01T00:00:00Z/9,1885-01-01T00:00:00Z/9,Q155,@-22.906971/-43.178169,12.61U11573,-177.7U28390,86.56U28390,Q3180571,Q11469,Q71989864,0071824cxrio4-05,COLÓDIO/ Prata,54.6U28390,24.0U174728,18.0U174728,77671
Q65620727,Q125191,Igreja Anglicana,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1905-01-01T00:00:00Z/8,1900-01-01T00:00:00Z/9,1910-01-01T00:00:00Z/9,Q155,@-22.909878/-43.17677,10.65U11573,-62.78U28390,101.48U28390,Q3180571,Q11469,Q71989864,0071824cxsn1-04,Q172984,50.0U28390,18.0U174728,24.0U174728,77672
Q89050059,Q125191,"Real Gabinete Português de Leitura, na rua Luís de Camões. À direita, os fundos da Escola Politécnica, atual IFCS/UFRJ",Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1890-01-01T00:00:00Z/8,1885-01-01T00:00:00Z/9,1895-01-01T00:00:00Z/9,Q155,@-22.905691/-43.18197,12.14U11573,-34.5U28390,101.18U28390,Q3180571,Q11469,Q71989864,0071824cxsn1-10,Q172984,50.0U28390,18.0U174728,24.0U174728,77674
Q89050055,Q125191,Igreja Anglicana,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1905-01-01T00:00:00Z/8,1900-01-01T00:00:00Z/9,1910-01-01T00:00:00Z/9,Q155,@-22.909878/-43.17677,11.22U11573,-62.78U28390,101.48U28390,Q3180571,Q11469,Q71989864,0071824cxsn1-12,Q172984,50.0U28390,18.0U174728,24.0U174728,77673
Q65620728,Q125191,"Avenida Central, atual Rio Branco",Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1905-01-01T00:00:00Z/8,1900-01-01T00:00:00Z/9,1910-01-01T00:00:00Z/9,Q155,@-22.902295/-43.178819,15.99U11573,141.89U28390,90.24U28390,Q3180571,Q11469,Q71989864,0071824cxsn2-01,Q172984,45.0U28390,24.0U174728,18.0U174728,77675
Q65620729,Q125191,"Avenida Central, atual Rio Branco",Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1905-01-01T00:00:00Z/8,1900-01-01T00:00:00Z/9,1910-01-01T00:00:00Z/9,Q155,@-22.901586/-43.178821,21.59U11573,-179.86U28390,85.2U28390,Q3180571,Q11469,Q71989864,0071824cxsn2-02,Q172984,60.0U28390,24.0U174728,18.0U174728,77676
Q65620731,Q125191,"Praia de Copacabana, ao fundo a Igreja de Nossa Senhora de Copacabana",Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1900-01-01T00:00:00Z/8,1895-01-01T00:00:00Z/9,1905-01-01T00:00:00Z/9,Q155,@-22.984464000000006/-43.189139,8.01U11573,114.74U28390,94.44U28390,Q3180571,Q11469,Q71989864,0071824cxsn2-03,Q172984,50.0U28390,24.0U174728,18.0U174728,77677
Q65621445,Q125191,"Praia de Botafogo, ao fundo o Morro do Corcovado e a Pedra da Gávea",Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1900-01-01T00:00:00Z/8,1895-01-01T00:00:00Z/9,1905-01-01T00:00:00Z/9,Q155,@-22.941703/-43.175142,56.82U11573,-108.45U28390,90.93U28390,Q3180571,Q11469,Q71989864,0071824cxsn2-04,Q172984,50.0U28390,24.0U174728,18.0U174728,78574
Q65620733,Q125191,"Avenida Central, nas proximidades do cruzamento com a Rua do Rosário",Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1904-01-01T00:00:00Z/8,1899-01-01T00:00:00Z/9,1909-01-01T00:00:00Z/9,Q155,@-22.902284/-43.178867,17.74U11573,141.07U28390,90.37U28390,Q3180571,Q11469,Q71989864,0071824cxsn2-06,Q172984,50.2U28390,24.0U174728,18.0U174728,78712
Q89054735,Q125191,"Aqueduto da Carioca, também conhecido como Arcos da Lapa",Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1905-01-01T00:00:00Z/8,1903-01-01T00:00:00Z/9,1906-01-01T00:00:00Z/9,Q155,@-22.913285/-43.1813,35.75U11573,103.28U28390,78.14U28390,Q3180571,Q11469,Q71989864,0071824cxsn2-08,Q172984,50.0U28390,24.0U174728,18.0U174728,78576
Q89054732,Q125191,"Avenida Central, atual Rio Branco",Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1905-01-01T00:00:00Z/8,1900-01-01T00:00:00Z/9,1910-01-01T00:00:00Z/9,Q155,@-22.902295/-43.178819,15.99U11573,141.89U28390,90.24U28390,Q3180571,Q11469,Q71989864,0071824cxsn2-09,Q172984,45.0U28390,24.0U174728,18.0U174728,78577
Q89054725,Q125191,Interior do Jardim Botânico,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1885-01-01T00:00:00Z/8,1880-01-01T00:00:00Z/9,1890-01-01T00:00:00Z/9,Q155,@-22.960914/-43.272996,364.22U11573,-141.87U28390,97.95U28390,Q3180571,Q11469,Q71989864,0071824cxsn2-10,Q172984,55.2U28390,24.0U174728,18.0U174728,78578
Q65621446,Q125191,Vista do Outeiro da Glória,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1883-01-01T00:00:00Z/8,1880-01-01T00:00:00Z/9,1888-01-01T00:00:00Z/9,Q155,@-22.91859/-43.17622,10.88U11573,159.78U28390,93.26U28390,Q3180571,Q11469,Q71989864,0071824cxsn2-13,Q172984,48.8U28390,24.0U174728,18.0U174728,78581
Q89054730,Q125191,Vista do Cais Pharoux a partir da Ilha das Cobras,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1890-01-01T00:00:00Z/8,1885-01-01T00:00:00Z/9,1895-01-01T00:00:00Z/9,Q155,@-22.896591/-43.174637,35.03U11573,161.36U28390,90.16U28390,Q3180571,Q11469,Q71989864,0071824cxvarios1-01,Q172984,69.2U28390,24.0U174728,18.0U174728,78592
Q65620736,Q125191,Panorama do Rio de Janeiro visto a partir da Ilha das Cobras,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1890-01-01T00:00:00Z/8,1885-01-01T00:00:00Z/9,1895-01-01T00:00:00Z/9,Q155,@-22.896348/-43.174064,42.02U11573,-147.27U28390,89.17U28390,Q3180571,Q11469,Q71989864,0071824cxvarios1-02,Q172984,71.6U28390,24.0U174728,18.0U174728,78593
Q89054728,Q125191,Panorama do Rio de Janeiro visto a partir da Ilha das Cobras,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1890-01-01T00:00:00Z/8,1885-01-01T00:00:00Z/9,1895-01-01T00:00:00Z/9,Q155,@-22.896286/-43.174037,41.4U11573,-148.04U28390,90.74U28390,Q3180571,Q11469,Q71989864,0071824cxvarios1-03,Q172984,75.0U28390,24.0U174728,18.0U174728,78594
Q65620737,Q125191,Panorama do Rio de Janeiro visto a partir da Ilha das Cobras,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1890-01-01T00:00:00Z/8,1885-01-01T00:00:00Z/9,1895-01-01T00:00:00Z/9,Q155,@-22.896364/-43.174118,39.72U11573,-136.99U28390,90.69U28390,Q3180571,Q11469,Q71989864,0071824cxvarios1-04,Q172984,75.6U28390,24.0U174728,18.0U174728,78595
Q65620738,Q125191,Panorama do Rio de Janeiro visto a partir da Ilha das Cobras,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1890-01-01T00:00:00Z/8,1885-01-01T00:00:00Z/9,1895-01-01T00:00:00Z/9,Q155,@-22.896286/-43.174037,40.94U11573,-148.04U28390,90.74U28390,Q3180571,Q11469,Q71989864,0071824cxvarios1-05,Q172984,75.0U28390,24.0U174728,18.0U174728,78596
Q65620739,Q125191,A Glória vista a partir do Morro do Castelo,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1885-01-01T00:00:00Z/8,1880-01-01T00:00:00Z/9,1890-01-01T00:00:00Z/9,Q155,@-22.918204/-43.181485,93.48U11573,128.0U28390,87.8U28390,Q3180571,Q11469,Q71989864,0071824cxvarios1-06,Q172984,56.4U28390,24.0U174728,18.0U174728,78597
Q89049306,Q125191,"Vista da Glória, e ao fundo o Pão de Açúcar",Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1904-01-01T00:00:00Z/8,1903-01-01T00:00:00Z/9,1906-01-01T00:00:00Z/9,Q155,@-22.918517/-43.178716,62.54U11573,135.01U28390,89.05U28390,Q3180571,Q11469,Q71989864,0072430cx003b-01,Q172984,43.6U28390,30.0U174728,24.0U174728,71019
Q65620789,Q125191,"Vista da Glória, e ao fundo o Pão de Açúcar",Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1903-01-01T00:00:00Z/8,1903-01-01T00:00:00Z/9,1906-01-01T00:00:00Z/9,Q155,@-22.918493/-43.178736,55.43U11573,129.35U28390,87.93U28390,Q3180571,Q11469,Q71989864,0072430cx003b-02,Q172984,52.2U28390,30.0U174728,24.0U174728,71020
Q65620790,Q125191,Club de Regatas Botafogo,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1895-01-01T00:00:00Z/8,1894-01-01T00:00:00Z/9,1905-01-01T00:00:00Z/9,Q155,@-22.947285/-43.182639,7.14U11573,79.38U28390,97.58U28390,Q3180571,Q11469,Q71989864,0072430cx003b-03,Q172984,64.6U28390,30.0U174728,24.0U174728,71021
Q65620791,Q125191,"Panorama do centro do Rio de Janeiro, ao fundo o Morro do Castelo e Palácio Monroe",Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1912-01-01T00:00:00Z/8,1911-01-01T00:00:00Z/9,1917-01-01T00:00:00Z/9,Q155,@-22.918593/-43.178447,66.28U11573,29.37U28390,86.07U28390,Q3180571,Q11469,Q71989864,0072430cx003b-04,Q172984,45.2U28390,30.0U174728,24.0U174728,71022
Q65620792,Q125191,Igreja de Santa Cruz dos Militares,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1890-01-01T00:00:00Z/8,1885-01-01T00:00:00Z/9,1895-01-01T00:00:00Z/9,Q155,@-22.902173/-43.176057,10.11U11573,101.52U28390,102.38U28390,Q3180571,Q11469,Q71989864,0072430cx003b-05,Q172984,50.0U28390,24.0U174728,30.0U174728,71023
Q65620793,Q125191,"Vista da Glória, vendo-se ao fundo o Pão de Açúcar",Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1903-01-01T00:00:00Z/8,1903-01-01T00:00:00Z/9,1906-01-01T00:00:00Z/9,Q155,@-22.918519/-43.178812,63.81U11573,125.72U28390,87.91U28390,Q3180571,Q11469,Q71989864,0072430cx003b-06,Q172984,52.8U28390,30.0U174728,24.0U174728,71024
Q65620794,Q125191,Vista do bairro da Glória a partir do Morro do Castelo,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1903-01-01T00:00:00Z/8,1903-01-01T00:00:00Z/9,1910-01-01T00:00:00Z/9,Q155,@-22.92238/-43.18527,131.64U11573,86.8U28390,86.64U28390,Q3180571,Q11469,Q71989864,0072430cx003b-07,Q172984,41.8U28390,30.0U174728,24.0U174728,71025
Q65621453,Q125191,"Glória, vendo-se ao fundo o Pão de Açúcar",Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1904-01-01T00:00:00Z/8,1903-01-01T00:00:00Z/9,1906-01-01T00:00:00Z/9,Q155,@-22.918470000000006/-43.178751,62.28U11573,135.09U28390,89.13U28390,Q3180571,Q11469,Q71989864,0072430cx003b-08,Q172984,42.8U28390,30.0U174728,24.0U174728,71026
Q65620796,Q125191,Quebra mar e ao fundo o Outeiro da Glória,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1906-01-01T00:00:00Z/8,1903-01-01T00:00:00Z/9,1911-01-01T00:00:00Z/9,Q155,@-22.914355/-43.176018,11.14U11573,176.81U28390,90.59U28390,Q3180571,Q11469,Q71989864,0072430cx003b-09,Q172984,42.8U28390,30.0U174728,24.0U174728,71027
Q89049308,Q125191,"Aqueduto da Carioca, conhecido como os arcos da Lapa",Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1905-01-01T00:00:00Z/8,1900-01-01T00:00:00Z/9,1910-01-01T00:00:00Z/9,Q155,@-22.91186/-43.179186,25.25U11573,-131.36U28390,87.16U28390,Q3180571,Q11469,Q71989864,0072430cx003b-10,Q172984,52.0U28390,30.0U174728,24.0U174728,71028
Q65621454,Q125191,Club de Regatas Botafogo,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1895-01-01T00:00:00Z/8,1894-01-01T00:00:00Z/9,1900-01-01T00:00:00Z/9,Q155,@-22.947116/-43.182593,7.34U11573,125.67U28390,92.62U28390,Q3180571,Q11469,Q71989864,0072430cx003b-11,Q172984,50.8U28390,30.0U174728,24.0U174728,78607
Q65621455,Q125191,Arsenal da Marinha,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1895-01-01T00:00:00Z/8,1890-01-01T00:00:00Z/9,1895-01-01T00:00:00Z/9,Q155,@-22.896494/-43.175321,24.72U11573,-79.96U28390,92.49U28390,Q3180571,Q11469,Q71989864,0072430cx004-01,Q172984,65.2U28390,30.U174728,24.0U174728,71030
Q65620800,Q125191,"Arsenal da Marinha, alfândega e a Igreja da Candelária",Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1895-01-01T00:00:00Z/8,1890-01-01T00:00:00Z/9,1905-01-01T00:00:00Z/9,Q155,@-22.896499/-43.175317,21.91U11573,-137.46U28390,93.2U28390,Q3180571,Q11469,Q71989864,0072430cx004-02,Q172984,63.2U28390,30.0U174728,24.0U174728,71031
Q65620804,Q125191,Cais Pharoux a partir da Ilha das Cobras,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1895-01-01T00:00:00Z/8,1890-01-01T00:00:00Z/9,1905-01-01T00:00:00Z/9,Q155,@-22.896307/-43.173988,39.08U11573,-175.65U28390,90.9U28390,Q3180571,Q11469,Q71989864,0072430cx004-03,Q172984,49.2U28390,30.0U174728,24.0U174728,71032
Q65620806,Q125191,Floresta da Tijuca,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1880-01-01T00:00:00Z/8,1875-01-01T00:00:00Z/9,1885-01-01T00:00:00Z/9,Q155,@-22.983912/-43.29859,113.08U11573,125.84U28390,100.43U28390,Q3180571,Q11469,Q71989864,0072430cx006-01,COLÓDIO/ Prata,39.4U28390,30.0U174728,24.0U174728,70992
Q89049293,Q125191,Vista da Floresta da Tijuca,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1885-01-01T00:00:00Z/8,1880-01-01T00:00:00Z/9,1890-01-01T00:00:00Z/9,Q155,@-22.9562/-43.291477,581.28U11573,168.29U28390,83.17U28390,Q3180571,Q11469,Q71989864,0072430cx006-03,Q172984,50.0U28390,30.0U174728,24.0U174728,70994
Q89049296,Q125191,Hotel White,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1880-01-01T00:00:00Z/8,1875-01-01T00:00:00Z/9,1885-01-01T00:00:00Z/9,Q155,@-22.961088/-43.271821,416.51U11573,-82.32U28390,85.73U28390,Q3180571,Q11469,Q71989864,0072430cx006-04,COLÓDIO/ Prata,40.4U28390,30.0U174728,24.0U174728,70995
Q65621456,Q125191,Pedra da Gávea,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1885-01-01T00:00:00Z/8,1880-01-01T00:00:00Z/9,1890-01-01T00:00:00Z/9,Q155,@-22.988563/-43.283731,1457.48U11573,-179.62U28390,1.35U28390,Q3180571,Q11469,Q71989864,0072430cx006-05,COLÓDIO/ Prata,47.8U28390,24.0U174728,30.0U174728,70996
Q89054722,Q125191,Bico do Papagaio,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1885-01-01T00:00:00Z/8,1880-01-01T00:00:00Z/9,1890-01-01T00:00:00Z/9,Q155,@-22.951359/-43.285882,626.25U11573,-108.01U28390,92.74U28390,Q3180571,Q11469,Q71989864,0072430cx006-12,Q172984,35.0U28390,30.0U174728,24.0U174728,78591
Q65620808,Q125191,"Hotel Avenida, e o edifício da Imprensa Nacional em segundo plano",Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1912-01-01T00:00:00Z/8,1910-01-01T00:00:00Z/9,1917-01-01T00:00:00Z/9,Q155,@-22.9072/-43.176723,9.59U11573,-75.03U28390,99.93U28390,Q3180571,Q11469,Q71989864,0072430cx007-03,Q172984,65.0U28390,30.0U174728,24.0U174728,71072
Q65620809,Q125191,Hotel Avenida,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1912-01-01T00:00:00Z/8,1910-01-01T00:00:00Z/9,1917-01-01T00:00:00Z/9,Q155,@-22.9063/-43.177015,12.83U11573,-145.38U28390,93.49U28390,Q3180571,Q11469,Q71989864,0072430cx007-05,Q172984,50.8U28390,30.0U174728,24.0U174728,71073
Q65620810,Q125191,"Panorama do centro do Rio de Janeiro, ao fundo o Palácio Monroe, a Praia de Santa Luzia e o Morro do Castelo",Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1908-01-01T00:00:00Z/8,1908-01-01T00:00:00Z/9,1914-01-01T00:00:00Z/9,Q155,@-22.918601/-43.17846,66.07U11573,37.7U28390,86.51U28390,Q3180571,Q11469,Q71989864,0072430cx007-07,Q172984,45.8U28390,30.0U174728,24.0U174728,71074
Q65620812,Q125191,A Tijuca vista da estrada do Sumaré,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1885-01-01T00:00:00Z/8,1880-01-01T00:00:00Z/9,1890-01-01T00:00:00Z/9,Q155,@-22.931926/-43.222835,322.23U11573,-97.56U28390,89.27U28390,Q3180571,Q11469,Q71989864,0072430cx007-11,Q172984,42.8U28390,30.0U174728,24.0U174728,71075
Q89049350,Q125191,Vista das furnas de Agassiz,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1890-01-01T00:00:00Z/8,1885-01-01T00:00:00Z/9,1895-01-01T00:00:00Z/9,Q155,@-22.982401/-43.293746,152.01U11573,99.81U28390,104.68U28390,Q3180571,Q11469,Q71989864,0072430cx007-13,Q172984,44.4U28390,24.0U174728,30.0U174728,71076
Q65621457,Q125191,"Vista de Botafogo, ao fundo o Morro do Corcovado, Pão de Açúcar e a Pedra da Gávea",Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1890-01-01T00:00:00Z/8,1885-01-01T00:00:00Z/9,1895-01-01T00:00:00Z/9,Q155,@-22.941553/-43.178458,7.98U11573,-116.6U28390,93.01U28390,Q3180571,Q11469,Q71989864,0072430cx009-01,Q172984,39.2U28390,24.6U174728,20.0U174728,78598
Q65620814,Q125191,"Vista de Botafogo, ao fundo o Morro do Corcovado, Pão de Açúcar e a Pedra da Gávea",Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1890-01-01T00:00:00Z/8,1885-01-01T00:00:00Z/9,1895-01-01T00:00:00Z/9,Q155,@-22.941239000000003/-43.177582,7.27U11573,-116.55U28390,92.97U28390,Q3180571,Q11469,Q71989864,0072430cx009-02,COLÓDIO/ Prata,41.6U28390,30.0U174728,24.0U174728,78599
Q89054717,Q125191,Hotel White,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1880-01-01T00:00:00Z/8,1875-01-01T00:00:00Z/9,1885-01-01T00:00:00Z/9,Q155,@-22.961088/-43.271821,416.98U11573,-82.32U28390,85.73U28390,Q3180571,Q11469,Q71989864,0072430cx009-03,COLÓDIO/ Prata,40.4U28390,30.0U174728,24.0U174728,78600
Q65620815,Q125191,"Rua São Clemente, ao fundo o morro do Corcovado",Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1887-01-01T00:00:00Z/8,1882-01-01T00:00:00Z/9,1892-01-01T00:00:00Z/9,Q155,@-22.950659/-43.192971,9.96U11573,-96.56U28390,101.11U28390,Q3180571,Q11469,Q71989864,0072430cx009-04,Q172984,55.8U28390,30.0U174728,24.0U174728,78601
Q65620816,Q125191,Morros da Viúva e do Pão de Açúcar a partir de Botafogo,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1890-01-01T00:00:00Z/8,1885-01-01T00:00:00Z/9,1895-01-01T00:00:00Z/9,Q155,@-22.941157/-43.184832,121.01U11573,102.33U28390,92.08U28390,Q3180571,Q11469,Q71989864,0072430cx009-05,Q172984,53.6U28390,30.0U174728,24.0U174728,78602
Q65621458,Q125191,"Rua São Clemente, ao fundo o morro do Corcovado",Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1887-01-01T00:00:00Z/8,1882-01-01T00:00:00Z/9,1892-01-01T00:00:00Z/9,Q155,@-22.950336/-43.191973,8.99U11573,-101.06U28390,98.57U28390,Q3180571,Q11469,Q71989864,0072430cx009-06,Q172984,49.4U28390,30.0U174728,24.0U174728,78603
Q65620818,Q125191,"Vista da Baía de Guanabara a partir de Santa Teresa, ao fundo o Pão de Açúcar",Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1895-01-01T00:00:00Z/8,1890-01-01T00:00:00Z/9,1900-01-01T00:00:00Z/9,Q155,@-22.936135/-43.20415300000001,216.04U11573,106.3U28390,85.94U28390,Q3180571,Q11469,Q71989864,0072430cx009-07,Q172984,36.0U28390,30.0U174728,24.0U174728,78604
Q89054724,Q125191,Hotel da Vista Alegre,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1885-01-01T00:00:00Z/8,1880-01-01T00:00:00Z/9,1890-01-01T00:00:00Z/9,Q155,@-22.924035/-43.190384,149.74U11573,-12.12U28390,91.14U28390,Q3180571,Q11469,Q71989864,0072430cx009-08,Q172984,50.0U28390,,,78605
Q65620819,Q125191,"Enseada de Botafogo, ao fundo o Pão de Açúcar",Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1890-01-01T00:00:00Z/8,1885-01-01T00:00:00Z/9,1895-01-01T00:00:00Z/9,Q155,@-22.941991/-43.184209,60.25U11573,131.4U28390,90.24U28390,Q3180571,Q11469,Q71989864,0072430cx009-09,Q172984,66.2U28390,30.0U174728,24.0U174728,78606
Q89049337,Q125191,Campo da Aclamação,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1882-01-01T00:00:00Z/8,1878-01-01T00:00:00Z/9,1888-01-01T00:00:00Z/9,Q155,@-22.908722/-43.187094,23.17U11573,-36.91U28390,83.64U28390,Q3180571,Q11469,Q71989864,0072430cx010-03,COLÓDIO/ Prata,65.0U28390,30.0U174728,24.0U174728,71058
Q89049339,Q125191,Passeio Público,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1880-01-01T00:00:00Z/8,1870-01-01T00:00:00Z/9,1890-01-01T00:00:00Z/9,Q155,@-22.913775/-43.175843,10.97U11573,-71.37U28390,90.21U28390,Q3180571,Q11469,Q71989864,0072430cx010-05,COLÓDIO/ Prata,51.2U28390,30.0U174728,24.0U174728,71060
Q89049342,Q125191,Passeio Público,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1880-01-01T00:00:00Z/8,1870-01-01T00:00:00Z/9,1890-01-01T00:00:00Z/9,Q155,@-22.913761/-43.175859,9.64U11573,-75.64U28390,88.68U28390,Q3180571,Q11469,Q71989864,0072430cx010-06,COLÓDIO/ Prata,40.4U28390,30.0U174728,24.0U174728,71061
Q89054718,Q125191,"Vista da Baía de Guanabara, do Pão de Açúcar e do bairro de Botafogo a partir do Corcovado",Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1884-01-01T00:00:00Z/8,1880-01-01T00:00:00Z/9,1889-01-01T00:00:00Z/9,Q155,@-22.951854/-43.210035,705.43U11573,82.7U28390,84.69U28390,Q3180571,Q11469,Q71989864,0072430cx011-01,Q172984,50.0U28390,30.0U174728,24.0U174728,78582
Q65620825,Q125191,"Vista do Morro do Corcovado, ao fundo o Morro do Pão de Açúcar",Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1885-01-01T00:00:00Z/8,1880-01-01T00:00:00Z/9,1890-01-01T00:00:00Z/9,Q155,@-22.955151/-43.23102,514.29U11573,86.69U28390,87.53U28390,Q3180571,Q11469,Q71989864,0072430cx011-04,Q172984,35.0U28390,24.0U174728,30.0U174728,78583
Q89054715,Q125191,"Estrada de Ferro do Corcovado, provavelmente em construção",Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1883-01-01T00:00:00Z/8,1882-01-01T00:00:00Z/9,1884-01-01T00:00:00Z/9,Q155,@-22.948264/-43.217198,467.45U11573,116.15U28390,96.1U28390,Q3180571,Q11469,Q71989864,0072430cx011-06,Q172984,50.0U28390,30.0U174728,24.0U174728,78584
Q65620831,Q125191,"Rua Direita, atual Primeiro de Março, com destaque para o Prédio dos Correios",Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1890-01-01T00:00:00Z/8,1885-01-01T00:00:00Z/9,1895-01-01T00:00:00Z/9,Q155,@-22.901426/-43.176524,13.64U11573,131.81U28390,93.23U28390,Q3180571,Q11469,Q71989864,0072430cx022-16,Q172984,50.0U28390,24.0U174728,30.0U174728,78715
Q65621462,Q125191,Ilha Fiscal,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1889-01-01T00:00:00Z/8,1884-01-01T00:00:00Z/9,1894-01-01T00:00:00Z/9,Q155,@-22.897951000000006/-43.165128,6.53U11573,-42.27U28390,92.7U28390,Q3180571,Q11469,Q71989864,0072430cx023-04,Q172984,55.6U28390,30.0U174728,24.0U174728,78714
